date,IEX,IEX_EPS,PE Ratio
1990-01-29,2.37,,
1990-01-30,2.1,,
1990-01-31,2.17,,
1990-02-01,2.15,,
1990-02-02,2.17,,
1990-02-05,2.17,,
1990-02-06,2.3,,
1990-02-07,2.49,,
1990-02-08,2.54,,
1990-02-09,2.52,,
1990-02-12,2.47,,
1990-02-13,2.4,,
1990-02-14,2.32,,
1990-02-15,2.25,,
1990-02-16,2.22,,
1990-02-20,2.25,,
1990-02-21,2.2,,
1990-02-22,2.3,,
1990-02-23,2.3,,
1990-02-26,2.25,,
1990-02-27,2.25,,
1990-02-28,2.35,,
1990-03-01,2.35,,
1990-03-02,2.37,,
1990-03-05,2.37,,
1990-03-06,2.37,,
1990-03-07,2.37,,
1990-03-08,2.42,,
1990-03-09,2.49,,
1990-03-12,2.54,,
1990-03-13,2.57,,
1990-03-14,2.49,,
1990-03-15,2.49,,
1990-03-16,2.52,,
1990-03-19,2.59,,
1990-03-20,2.57,,
1990-03-21,2.52,,
1990-03-22,2.49,,
1990-03-23,2.49,,
1990-03-26,2.49,,
1990-03-27,2.49,,
1990-03-28,2.44,,
1990-03-29,2.47,,
1990-03-30,2.47,,
1990-04-02,2.47,,
1990-04-03,2.47,,
1990-04-04,2.47,,
1990-04-05,2.47,,
1990-04-06,2.47,,
1990-04-09,2.49,,
1990-04-10,2.57,,
1990-04-11,2.57,,
1990-04-12,2.62,,
1990-04-16,2.57,,
1990-04-17,2.57,,
1990-04-18,2.59,,
1990-04-19,2.57,,
1990-04-20,2.57,,
1990-04-23,2.57,,
1990-04-24,2.57,,
1990-04-25,2.67,,
1990-04-26,2.64,,
1990-04-27,2.67,,
1990-04-30,2.72,,
1990-05-01,2.74,,
1990-05-02,2.81,,
1990-05-03,2.89,,
1990-05-04,2.89,,
1990-05-07,2.86,,
1990-05-08,2.86,,
1990-05-09,2.89,,
1990-05-10,2.86,,
1990-05-11,2.91,,
1990-05-14,2.91,,
1990-05-15,2.89,,
1990-05-16,2.84,,
1990-05-17,2.86,,
1990-05-18,2.84,,
1990-05-21,2.84,,
1990-05-22,2.84,,
1990-05-23,2.86,,
1990-05-24,2.91,,
1990-05-25,2.96,,
1990-05-29,2.96,,
1990-05-30,3.01,,
1990-05-31,2.96,,
1990-06-01,2.96,,
1990-06-04,2.96,,
1990-06-05,2.91,,
1990-06-06,2.94,,
1990-06-07,2.96,,
1990-06-08,2.96,,
1990-06-11,2.96,,
1990-06-12,3.06,,
1990-06-13,3.04,,
1990-06-14,3.06,,
1990-06-15,3.04,,
1990-06-18,3.01,,
1990-06-19,2.99,,
1990-06-20,2.91,,
1990-06-21,2.91,,
1990-06-22,2.96,,
1990-06-25,2.96,,
1990-06-26,2.99,,
1990-06-27,2.96,,
1990-06-28,2.96,,
1990-06-29,3.11,,
1990-07-02,3.16,,
1990-07-03,3.09,,
1990-07-05,3.09,,
1990-07-06,3.01,,
1990-07-09,3.04,,
1990-07-10,3.04,,
1990-07-11,3.06,,
1990-07-12,3.11,,
1990-07-13,3.11,,
1990-07-16,3.16,,
1990-07-17,3.16,,
1990-07-18,3.11,,
1990-07-19,3.11,,
1990-07-20,3.11,,
1990-07-23,3.11,,
1990-07-24,3.11,,
1990-07-25,3.09,,
1990-07-26,3.11,,
1990-07-27,3.11,,
1990-07-30,3.09,,
1990-07-31,3.11,,
1990-08-01,3.09,,
1990-08-02,3.04,,
1990-08-03,3.01,,
1990-08-06,2.89,,
1990-08-07,2.77,,
1990-08-08,2.69,,
1990-08-09,2.74,,
1990-08-10,2.72,,
1990-08-13,2.69,,
1990-08-14,2.69,,
1990-08-15,2.74,,
1990-08-16,2.77,,
1990-08-17,2.77,,
1990-08-20,2.77,,
1990-08-21,2.74,,
1990-08-22,2.69,,
1990-08-23,2.49,,
1990-08-24,2.25,,
1990-08-27,2.27,,
1990-08-28,2.22,,
1990-08-29,2.27,,
1990-08-30,2.2,,
1990-08-31,2.27,,
1990-09-04,2.27,,
1990-09-05,2.25,,
1990-09-06,2.22,,
1990-09-07,2.25,,
1990-09-10,2.3,,
1990-09-11,2.27,,
1990-09-12,2.32,,
1990-09-13,2.27,,
1990-09-14,2.32,,
1990-09-17,2.32,,
1990-09-18,2.32,,
1990-09-19,2.3,,
1990-09-20,2.22,,
1990-09-21,2.27,,
1990-09-24,2.27,,
1990-09-25,2.2,,
1990-09-26,2.17,,
1990-09-27,2.12,,
1990-09-28,2.17,,
1990-10-01,2.32,,
1990-10-02,2.37,,
1990-10-03,2.4,,
1990-10-04,2.3,,
1990-10-05,2.3,,
1990-10-08,2.32,,
1990-10-09,2.3,,
1990-10-10,2.17,,
1990-10-11,2.07,,
1990-10-12,2.15,,
1990-10-15,2.15,,
1990-10-16,2.17,,
1990-10-17,2.2,,
1990-10-18,2.17,,
1990-10-19,2.15,,
1990-10-22,2.15,,
1990-10-23,2.22,,
1990-10-24,2.2,,
1990-10-25,2.2,,
1990-10-26,2.2,,
1990-10-29,2.2,,
1990-10-30,2.2,,
1990-10-31,2.3,,
1990-11-01,2.35,,
1990-11-02,2.42,,
1990-11-05,2.37,,
1990-11-06,2.37,,
1990-11-07,2.32,,
1990-11-08,2.3,,
1990-11-09,2.27,,
1990-11-12,2.27,,
1990-11-13,2.32,,
1990-11-14,2.37,,
1990-11-15,2.32,,
1990-11-16,2.35,,
1990-11-19,2.27,,
1990-11-20,2.32,,
1990-11-21,2.25,,
1990-11-23,2.27,,
1990-11-26,2.3,,
1990-11-27,2.32,,
1990-11-28,2.27,,
1990-11-29,2.27,,
1990-11-30,2.37,,
1990-12-03,2.44,,
1990-12-04,2.44,,
1990-12-05,2.42,,
1990-12-06,2.35,,
1990-12-07,2.37,,
1990-12-10,2.4,,
1990-12-11,2.37,,
1990-12-12,2.32,,
1990-12-13,2.25,,
1990-12-14,2.2,,
1990-12-17,2.17,,
1990-12-18,2.15,,
1990-12-19,2.17,,
1990-12-20,2.1,,
1990-12-21,2.12,,
1990-12-24,2.15,,
1990-12-26,2.15,,
1990-12-27,2.12,,
1990-12-28,2.12,,
1990-12-31,2.1,,
1991-01-02,2.1,,
1991-01-03,2.1,,
1991-01-04,2.07,,
1991-01-07,2.07,,
1991-01-08,2.07,,
1991-01-09,1.9,,
1991-01-10,2.0,,
1991-01-11,2.02,,
1991-01-14,2.05,,
1991-01-15,2.07,,
1991-01-16,2.12,,
1991-01-17,2.12,,
1991-01-18,2.17,,
1991-01-21,2.17,,
1991-01-22,2.3,,
1991-01-23,2.32,,
1991-01-24,2.32,,
1991-01-25,2.32,,
1991-01-28,2.44,,
1991-01-29,2.44,,
1991-01-30,2.57,,
1991-01-31,2.57,,
1991-02-01,2.57,,
1991-02-04,2.64,,
1991-02-05,2.64,,
1991-02-06,2.94,,
1991-02-07,2.94,,
1991-02-08,2.91,,
1991-02-11,2.86,,
1991-02-12,2.77,,
1991-02-13,2.72,,
1991-02-14,2.72,,
1991-02-15,2.84,,
1991-02-19,2.91,,
1991-02-20,2.89,,
1991-02-21,2.94,,
1991-02-22,2.96,,
1991-02-25,2.99,,
1991-02-26,2.99,,
1991-02-27,2.99,,
1991-02-28,3.01,,
1991-03-01,3.04,,
1991-03-04,3.19,,
1991-03-05,3.33,,
1991-03-06,3.41,,
1991-03-07,3.38,,
1991-03-08,3.38,,
1991-03-11,3.28,,
1991-03-12,3.06,,
1991-03-13,3.21,,
1991-03-14,3.16,,
1991-03-15,3.06,,
1991-03-18,3.06,,
1991-03-19,2.99,,
1991-03-20,2.91,,
1991-03-21,2.91,,
1991-03-22,2.91,,
1991-03-25,2.94,,
1991-03-26,2.94,,
1991-03-27,2.94,,
1991-03-28,2.96,,
1991-04-01,2.94,,
1991-04-02,2.94,,
1991-04-03,2.96,,
1991-04-04,2.94,,
1991-04-05,2.91,,
1991-04-08,2.94,,
1991-04-09,2.91,,
1991-04-10,2.99,,
1991-04-11,2.96,,
1991-04-12,2.94,,
1991-04-15,2.96,,
1991-04-16,3.06,,
1991-04-17,3.21,,
1991-04-18,3.31,,
1991-04-19,3.33,,
1991-04-22,3.38,,
1991-04-23,3.33,,
1991-04-24,3.26,,
1991-04-25,3.33,,
1991-04-26,3.31,,
1991-04-29,3.31,,
1991-04-30,3.33,,
1991-05-01,3.33,,
1991-05-02,3.28,,
1991-05-03,3.33,,
1991-05-06,3.31,,
1991-05-07,3.31,,
1991-05-08,3.36,,
1991-05-09,3.36,,
1991-05-10,3.38,,
1991-05-13,3.31,,
1991-05-14,3.28,,
1991-05-15,3.31,,
1991-05-16,3.33,,
1991-05-17,3.36,,
1991-05-20,3.38,,
1991-05-21,3.36,,
1991-05-22,3.36,,
1991-05-23,3.33,,
1991-05-24,3.33,,
1991-05-28,3.36,,
1991-05-29,3.36,,
1991-05-30,3.33,,
1991-05-31,3.41,,
1991-06-03,3.41,,
1991-06-04,3.48,,
1991-06-05,3.56,,
1991-06-06,3.58,,
1991-06-07,3.6,,
1991-06-10,3.6,,
1991-06-11,3.6,,
1991-06-12,3.58,,
1991-06-13,3.63,,
1991-06-14,3.65,,
1991-06-17,3.63,,
1991-06-18,3.75,,
1991-06-19,3.83,,
1991-06-20,3.9,,
1991-06-21,3.98,,
1991-06-24,3.88,,
1991-06-25,3.88,,
1991-06-26,3.75,,
1991-06-27,3.7,,
1991-06-28,3.7,,
1991-07-01,3.65,,
1991-07-02,3.63,,
1991-07-03,3.6,,
1991-07-05,3.6,,
1991-07-08,3.6,,
1991-07-09,3.6,,
1991-07-10,3.75,,
1991-07-11,3.95,,
1991-07-12,3.85,,
1991-07-15,3.85,,
1991-07-16,3.85,,
1991-07-17,3.78,,
1991-07-18,3.7,,
1991-07-19,3.63,,
1991-07-22,3.73,,
1991-07-23,3.75,,
1991-07-24,3.68,,
1991-07-25,3.56,,
1991-07-26,3.48,,
1991-07-29,3.51,,
1991-07-30,3.51,,
1991-07-31,3.51,,
1991-08-01,3.46,,
1991-08-02,3.36,,
1991-08-05,3.33,,
1991-08-06,3.36,,
1991-08-07,3.33,,
1991-08-08,3.33,,
1991-08-09,3.33,,
1991-08-12,3.33,,
1991-08-13,3.26,,
1991-08-14,3.26,,
1991-08-15,3.26,,
1991-08-16,3.26,,
1991-08-19,3.16,,
1991-08-20,3.16,,
1991-08-21,3.26,,
1991-08-22,3.23,,
1991-08-23,3.26,,
1991-08-26,3.21,,
1991-08-27,3.09,,
1991-08-28,3.21,,
1991-08-29,3.19,,
1991-08-30,3.14,,
1991-09-03,3.14,,
1991-09-04,3.16,,
1991-09-05,3.19,,
1991-09-06,3.19,,
1991-09-09,3.16,,
1991-09-10,3.11,,
1991-09-11,3.09,,
1991-09-12,3.06,,
1991-09-13,3.06,,
1991-09-16,3.01,,
1991-09-17,3.04,,
1991-09-18,3.04,,
1991-09-19,3.04,,
1991-09-20,3.09,,
1991-09-23,3.09,,
1991-09-24,3.06,,
1991-09-25,3.04,,
1991-09-26,3.06,,
1991-09-27,3.09,,
1991-09-30,3.09,,
1991-10-01,3.09,,
1991-10-02,3.11,,
1991-10-03,3.04,,
1991-10-04,3.01,,
1991-10-07,3.04,,
1991-10-08,3.06,,
1991-10-09,3.01,,
1991-10-10,3.01,,
1991-10-11,3.01,,
1991-10-14,3.01,,
1991-10-15,3.01,,
1991-10-16,3.09,,
1991-10-17,3.19,,
1991-10-18,3.21,,
1991-10-21,3.21,,
1991-10-22,3.19,,
1991-10-23,3.23,,
1991-10-24,3.23,,
1991-10-25,3.16,,
1991-10-28,3.16,,
1991-10-29,3.16,,
1991-10-30,3.14,,
1991-10-31,3.14,,
1991-11-01,3.16,,
1991-11-04,3.16,,
1991-11-05,3.11,,
1991-11-06,3.14,,
1991-11-07,3.06,,
1991-11-08,3.04,,
1991-11-11,3.09,,
1991-11-12,3.11,,
1991-11-13,3.14,,
1991-11-14,3.14,,
1991-11-15,3.19,,
1991-11-18,3.21,,
1991-11-19,3.09,,
1991-11-20,3.06,,
1991-11-21,2.99,,
1991-11-22,2.99,,
1991-11-25,2.96,,
1991-11-26,3.01,,
1991-11-27,3.01,,
1991-11-29,3.09,,
1991-12-02,3.11,,
1991-12-03,3.23,,
1991-12-04,3.16,,
1991-12-05,3.14,,
1991-12-06,3.14,,
1991-12-09,3.16,,
1991-12-10,3.19,,
1991-12-11,3.14,,
1991-12-12,3.14,,
1991-12-13,3.14,,
1991-12-16,3.19,,
1991-12-17,3.19,,
1991-12-18,3.21,,
1991-12-19,3.23,,
1991-12-20,3.26,,
1991-12-23,3.21,,
1991-12-24,3.26,,
1991-12-26,3.21,,
1991-12-27,3.16,,
1991-12-30,3.19,,
1991-12-31,3.31,,
1992-01-02,3.33,,
1992-01-03,3.36,,
1992-01-06,3.6,,
1992-01-07,3.63,,
1992-01-08,3.6,,
1992-01-09,3.53,,
1992-01-10,3.48,,
1992-01-13,3.51,,
1992-01-14,3.53,,
1992-01-15,3.7,,
1992-01-16,3.7,,
1992-01-17,3.8,,
1992-01-20,3.73,,
1992-01-21,3.7,,
1992-01-22,3.63,,
1992-01-23,3.73,,
1992-01-24,3.73,,
1992-01-27,3.8,,
1992-01-28,3.85,,
1992-01-29,3.93,,
1992-01-30,3.93,,
1992-01-31,3.88,,
1992-02-03,3.85,,
1992-02-04,3.9,,
1992-02-05,3.93,,
1992-02-06,3.95,,
1992-02-07,3.98,,
1992-02-10,3.9,,
1992-02-11,3.85,,
1992-02-12,3.9,,
1992-02-13,3.93,,
1992-02-14,3.9,,
1992-02-18,3.9,,
1992-02-19,3.88,,
1992-02-20,3.85,,
1992-02-21,3.88,,
1992-02-24,3.88,,
1992-02-25,3.85,,
1992-02-26,3.9,,
1992-02-27,4.02,,
1992-02-28,4.05,,
1992-03-02,4.1,,
1992-03-03,4.1,,
1992-03-04,4.1,,
1992-03-05,4.05,,
1992-03-06,3.95,,
1992-03-09,3.9,,
1992-03-10,3.85,,
1992-03-11,3.73,,
1992-03-12,3.7,,
1992-03-13,3.75,,
1992-03-16,3.78,,
1992-03-17,3.78,,
1992-03-18,3.83,,
1992-03-19,3.8,,
1992-03-20,3.83,,
1992-03-23,3.8,,
1992-03-24,3.85,,
1992-03-25,3.93,,
1992-03-26,3.95,,
1992-03-27,3.95,,
1992-03-30,3.95,,
1992-03-31,3.98,,
1992-04-01,3.95,,
1992-04-02,3.95,,
1992-04-03,3.9,,
1992-04-06,3.93,,
1992-04-07,3.95,,
1992-04-08,3.95,,
1992-04-09,3.98,,
1992-04-10,3.9,,
1992-04-13,3.93,,
1992-04-14,3.93,,
1992-04-15,4.0,,
1992-04-16,3.93,,
1992-04-20,3.9,,
1992-04-21,3.95,,
1992-04-22,3.95,,
1992-04-23,4.0,,
1992-04-24,4.05,,
1992-04-27,4.12,,
1992-04-28,4.07,,
1992-04-29,4.15,,
1992-04-30,4.1,,
1992-05-01,4.12,,
1992-05-04,4.2,,
1992-05-05,4.2,,
1992-05-06,4.22,,
1992-05-07,4.22,,
1992-05-08,4.15,,
1992-05-11,4.2,,
1992-05-12,4.22,,
1992-05-13,4.25,,
1992-05-14,4.25,,
1992-05-15,4.25,,
1992-05-18,4.27,,
1992-05-19,4.2,,
1992-05-20,4.2,,
1992-05-21,4.2,,
1992-05-22,4.2,,
1992-05-26,4.27,,
1992-05-27,4.27,,
1992-05-28,4.15,,
1992-05-29,4.15,,
1992-06-01,4.12,,
1992-06-02,4.15,,
1992-06-03,4.15,,
1992-06-04,4.07,,
1992-06-05,4.05,,
1992-06-08,4.0,,
1992-06-09,3.83,,
1992-06-10,3.8,,
1992-06-11,3.8,,
1992-06-12,3.85,,
1992-06-15,3.9,,
1992-06-16,3.88,,
1992-06-17,3.88,,
1992-06-18,3.85,,
1992-06-19,3.88,,
1992-06-22,3.85,,
1992-06-23,3.85,,
1992-06-24,3.88,,
1992-06-25,3.88,,
1992-06-26,3.85,,
1992-06-29,3.93,,
1992-06-30,3.95,,
1992-07-01,3.9,,
1992-07-02,3.95,,
1992-07-06,3.9,,
1992-07-07,3.85,,
1992-07-08,3.83,,
1992-07-09,3.73,,
1992-07-10,3.7,,
1992-07-13,3.73,,
1992-07-14,3.75,,
1992-07-15,3.85,,
1992-07-16,3.93,,
1992-07-17,3.93,,
1992-07-20,3.85,,
1992-07-21,3.85,,
1992-07-22,3.83,,
1992-07-23,3.75,,
1992-07-24,3.8,,
1992-07-27,3.83,,
1992-07-28,3.83,,
1992-07-29,3.95,,
1992-07-30,3.9,,
1992-07-31,3.98,,
1992-08-03,3.93,,
1992-08-04,3.88,,
1992-08-05,3.85,,
1992-08-06,3.85,,
1992-08-07,3.8,,
1992-08-10,3.78,,
1992-08-11,3.78,,
1992-08-12,3.7,,
1992-08-13,3.68,,
1992-08-14,3.7,,
1992-08-17,3.7,,
1992-08-18,3.68,,
1992-08-19,3.65,,
1992-08-20,3.65,,
1992-08-21,3.6,,
1992-08-24,3.51,,
1992-08-25,3.48,,
1992-08-26,3.43,,
1992-08-27,3.48,,
1992-08-28,3.51,,
1992-08-31,3.41,,
1992-09-01,3.33,,
1992-09-02,3.43,,
1992-09-03,3.58,,
1992-09-04,3.63,,
1992-09-08,3.58,,
1992-09-09,3.6,,
1992-09-10,3.63,,
1992-09-11,3.63,,
1992-09-14,3.68,,
1992-09-15,3.68,,
1992-09-16,3.65,,
1992-09-17,3.58,,
1992-09-18,3.46,,
1992-09-21,3.51,,
1992-09-22,3.56,,
1992-09-23,3.56,,
1992-09-24,3.56,,
1992-09-25,3.56,,
1992-09-28,3.56,,
1992-09-29,3.58,,
1992-09-30,3.6,,
1992-10-01,3.6,,
1992-10-02,3.6,,
1992-10-05,3.51,,
1992-10-06,3.48,,
1992-10-07,3.46,,
1992-10-08,3.43,,
1992-10-09,3.41,,
1992-10-12,3.43,,
1992-10-13,3.48,,
1992-10-14,3.48,,
1992-10-15,3.43,,
1992-10-16,3.43,,
1992-10-19,3.56,,
1992-10-20,3.75,,
1992-10-21,3.85,,
1992-10-22,3.9,,
1992-10-23,3.95,,
1992-10-26,3.93,,
1992-10-27,3.85,,
1992-10-28,3.83,,
1992-10-29,3.85,,
1992-10-30,3.93,,
1992-11-02,3.85,,
1992-11-03,3.88,,
1992-11-04,3.9,,
1992-11-05,3.9,,
1992-11-06,3.93,,
1992-11-09,4.0,,
1992-11-10,4.0,,
1992-11-11,3.95,,
1992-11-12,4.0,,
1992-11-13,3.98,,
1992-11-16,4.02,,
1992-11-17,4.02,,
1992-11-18,4.0,,
1992-11-19,4.0,,
1992-11-20,4.0,,
1992-11-23,4.05,,
1992-11-24,4.17,,
1992-11-25,4.17,,
1992-11-27,4.17,,
1992-11-30,4.15,,
1992-12-01,4.25,,
1992-12-02,4.22,,
1992-12-03,4.25,,
1992-12-04,4.27,,
1992-12-07,4.32,,
1992-12-08,4.4,,
1992-12-09,4.35,,
1992-12-10,4.42,,
1992-12-11,4.49,,
1992-12-14,4.47,,
1992-12-15,4.47,,
1992-12-16,4.44,,
1992-12-17,4.44,,
1992-12-18,4.47,,
1992-12-21,4.47,,
1992-12-22,4.44,,
1992-12-23,4.49,,
1992-12-24,4.49,,
1992-12-28,4.57,,
1992-12-29,4.67,,
1992-12-30,4.64,,
1992-12-31,4.69,,
1993-01-04,4.57,,
1993-01-05,4.59,,
1993-01-06,4.49,,
1993-01-07,4.42,,
1993-01-08,4.35,,
1993-01-11,4.35,,
1993-01-12,4.44,,
1993-01-13,4.49,,
1993-01-14,4.54,,
1993-01-15,4.74,,
1993-01-18,4.77,,
1993-01-19,4.69,,
1993-01-20,4.79,,
1993-01-21,4.84,,
1993-01-22,4.94,,
1993-01-25,5.11,,
1993-01-26,5.14,,
1993-01-27,5.14,,
1993-01-28,5.16,,
1993-01-29,5.19,,
1993-02-01,5.16,,
1993-02-02,5.38,,
1993-02-03,5.33,,
1993-02-04,5.41,,
1993-02-05,5.33,,
1993-02-08,5.23,,
1993-02-09,5.19,,
1993-02-10,5.23,,
1993-02-11,5.23,,
1993-02-12,5.26,,
1993-02-16,5.23,,
1993-02-17,5.26,,
1993-02-18,5.26,,
1993-02-19,5.28,,
1993-02-22,5.28,,
1993-02-23,5.31,,
1993-02-24,5.23,,
1993-02-25,5.28,,
1993-02-26,5.28,,
1993-03-01,5.23,,
1993-03-02,5.28,,
1993-03-03,5.23,,
1993-03-04,5.23,,
1993-03-05,5.23,,
1993-03-08,5.21,,
1993-03-09,5.21,,
1993-03-10,5.21,,
1993-03-11,5.26,,
1993-03-12,5.23,,
1993-03-15,5.16,,
1993-03-16,4.99,,
1993-03-17,5.06,,
1993-03-18,5.11,,
1993-03-19,5.06,,
1993-03-22,4.99,,
1993-03-23,5.04,,
1993-03-24,5.11,,
1993-03-25,5.11,,
1993-03-26,5.11,,
1993-03-29,5.11,,
1993-03-30,5.09,,
1993-03-31,5.06,,
1993-04-01,5.06,,
1993-04-02,5.14,,
1993-04-05,5.14,,
1993-04-06,5.21,,
1993-04-07,5.33,,
1993-04-08,5.26,,
1993-04-12,5.26,,
1993-04-13,5.28,,
1993-04-14,5.31,,
1993-04-15,5.33,,
1993-04-16,5.33,,
1993-04-19,5.28,,
1993-04-20,5.28,,
1993-04-21,5.33,,
1993-04-22,5.43,,
1993-04-23,5.51,,
1993-04-26,5.51,,
1993-04-27,5.36,,
1993-04-28,5.41,,
1993-04-29,5.33,,
1993-04-30,5.26,,
1993-05-03,5.19,,
1993-05-04,5.26,,
1993-05-05,5.28,,
1993-05-06,5.21,,
1993-05-07,5.26,,
1993-05-10,5.16,,
1993-05-11,5.23,,
1993-05-12,5.26,,
1993-05-13,5.31,,
1993-05-14,5.31,,
1993-05-17,5.28,,
1993-05-18,5.38,,
1993-05-19,5.38,,
1993-05-20,5.41,,
1993-05-21,5.38,,
1993-05-24,5.33,,
1993-05-25,5.33,,
1993-05-26,5.33,,
1993-05-27,5.21,,
1993-05-28,5.21,,
1993-06-01,5.16,,
1993-06-02,5.19,,
1993-06-03,5.14,,
1993-06-04,5.14,,
1993-06-07,5.04,,
1993-06-08,4.94,,
1993-06-09,5.11,,
1993-06-10,5.16,,
1993-06-11,5.23,,
1993-06-14,5.31,,
1993-06-15,5.28,,
1993-06-16,5.26,,
1993-06-17,5.26,,
1993-06-18,5.36,,
1993-06-21,5.31,,
1993-06-22,5.31,,
1993-06-23,5.33,,
1993-06-24,5.26,,
1993-06-25,5.26,,
1993-06-28,5.31,,
1993-06-29,5.41,,
1993-06-30,5.48,,
1993-07-01,5.58,,
1993-07-02,5.56,,
1993-07-06,5.6,,
1993-07-07,5.8,,
1993-07-08,5.8,,
1993-07-09,5.75,,
1993-07-12,5.73,,
1993-07-13,5.68,,
1993-07-14,5.65,,
1993-07-15,5.65,,
1993-07-16,5.8,,
1993-07-19,5.8,,
1993-07-20,5.65,,
1993-07-21,5.65,,
1993-07-22,5.63,,
1993-07-23,5.73,,
1993-07-26,5.68,,
1993-07-27,5.63,,
1993-07-28,5.65,,
1993-07-29,5.68,,
1993-07-30,5.68,,
1993-08-02,5.88,,
1993-08-03,5.98,,
1993-08-04,5.95,,
1993-08-05,5.98,,
1993-08-06,5.93,,
1993-08-09,5.98,,
1993-08-10,5.93,,
1993-08-11,5.93,,
1993-08-12,5.83,,
1993-08-13,5.88,,
1993-08-16,5.95,,
1993-08-17,5.93,,
1993-08-18,5.98,,
1993-08-19,6.02,,
1993-08-20,6.17,,
1993-08-23,6.15,,
1993-08-24,6.17,,
1993-08-25,6.2,,
1993-08-26,6.27,,
1993-08-27,6.25,,
