date,SIVB,SIVB_EPS,PE Ratio
1988-06-27,1.13,,
1988-06-28,1.13,,
1988-06-29,1.13,,
1988-06-30,1.13,,
1988-07-01,1.17,,
1988-07-05,1.17,,
1988-07-06,1.17,,
1988-07-07,1.17,,
1988-07-08,1.17,,
1988-07-11,1.17,,
1988-07-12,1.17,,
1988-07-13,1.17,,
1988-07-14,1.15,,
1988-07-15,1.19,,
1988-07-18,1.19,,
1988-07-19,1.25,,
1988-07-20,1.19,,
1988-07-21,1.19,,
1988-07-22,1.19,,
1988-07-25,1.19,,
1988-07-26,1.19,,
1988-07-27,1.22,,
1988-07-28,1.25,,
1988-07-29,1.25,,
1988-08-01,1.19,,
1988-08-02,1.19,,
1988-08-03,1.19,,
1988-08-04,1.22,,
1988-08-05,1.19,,
1988-08-08,1.19,,
1988-08-09,1.19,,
1988-08-10,1.22,,
1988-08-11,1.22,,
1988-08-12,1.19,,
1988-08-15,1.19,,
1988-08-16,1.22,,
1988-08-17,1.22,,
1988-08-18,1.22,,
1988-08-19,1.19,,
1988-08-22,1.19,,
1988-08-23,1.22,,
1988-08-24,1.22,,
1988-08-25,1.19,,
1988-08-26,1.19,,
1988-08-29,1.19,,
1988-08-30,1.23,,
1988-08-31,1.19,,
1988-09-01,1.19,,
1988-09-02,1.19,,
1988-09-06,1.23,,
1988-09-07,1.2,,
1988-09-08,1.2,,
1988-09-09,1.19,,
1988-09-12,1.19,,
1988-09-13,1.19,,
1988-09-14,1.23,,
1988-09-15,1.25,,
1988-09-16,1.22,,
1988-09-19,1.24,,
1988-09-20,1.25,,
1988-09-21,1.25,,
1988-09-22,1.21,,
1988-09-23,1.23,,
1988-09-26,1.22,,
1988-09-27,1.21,,
1988-09-28,1.21,,
1988-09-29,1.25,,
1988-09-30,1.21,,
1988-10-03,1.27,,
1988-10-04,1.29,,
1988-10-05,1.29,,
1988-10-06,1.44,,
1988-10-07,1.56,,
1988-10-10,1.63,,
1988-10-11,1.58,,
1988-10-12,1.5,,
1988-10-13,1.5,,
1988-10-14,1.5,,
1988-10-17,1.5,,
1988-10-18,1.5,,
1988-10-19,1.44,,
1988-10-20,1.46,,
1988-10-21,1.5,,
1988-10-24,1.46,,
1988-10-25,1.54,,
1988-10-26,1.5,,
1988-10-27,1.54,,
1988-10-28,1.54,,
1988-10-31,1.42,,
1988-11-01,1.42,,
1988-11-02,1.42,,
1988-11-03,1.46,,
1988-11-04,1.46,,
1988-11-07,1.46,,
1988-11-08,1.5,,
1988-11-09,1.5,,
1988-11-10,1.5,,
1988-11-11,1.5,,
1988-11-14,1.5,,
1988-11-15,1.5,,
1988-11-16,1.5,,
1988-11-17,1.4,,
1988-11-18,1.4,,
1988-11-21,1.5,,
1988-11-22,1.5,,
1988-11-23,1.5,,
1988-11-25,1.5,,
1988-11-28,1.44,,
1988-11-29,1.4,,
1988-11-30,1.42,,
1988-12-01,1.4,,
1988-12-02,1.43,,
1988-12-05,1.43,,
1988-12-06,1.43,,
1988-12-07,1.5,,
1988-12-08,1.5,,
1988-12-09,1.42,,
1988-12-12,1.42,,
1988-12-13,1.5,,
1988-12-14,1.42,,
1988-12-15,1.5,,
1988-12-16,1.5,,
1988-12-19,1.52,,
1988-12-20,1.46,,
1988-12-21,1.46,,
1988-12-22,1.46,,
1988-12-23,1.46,,
1988-12-27,1.46,,
1988-12-28,1.46,,
1988-12-29,1.46,,
1988-12-30,1.54,,
1989-01-03,1.52,,
1989-01-04,1.49,,
1989-01-05,1.54,,
1989-01-06,1.52,,
1989-01-09,1.6,,
1989-01-10,1.54,,
1989-01-11,1.63,,
1989-01-12,1.65,,
1989-01-13,1.71,,
1989-01-16,1.71,,
1989-01-17,1.64,,
1989-01-18,1.67,,
1989-01-19,1.71,,
1989-01-20,1.71,,
1989-01-23,1.63,,
1989-01-24,1.63,,
1989-01-25,1.69,,
1989-01-26,1.65,,
1989-01-27,1.77,,
1989-01-30,1.77,,
1989-01-31,1.77,,
1989-02-01,1.77,,
1989-02-02,1.69,,
1989-02-03,1.77,,
1989-02-06,1.77,,
1989-02-07,1.77,,
1989-02-08,1.75,,
1989-02-09,1.73,,
1989-02-10,1.77,,
1989-02-13,1.73,,
1989-02-14,1.73,,
1989-02-15,1.75,,
1989-02-16,1.79,,
1989-02-17,1.79,,
1989-02-21,1.77,,
1989-02-22,1.79,,
1989-02-23,1.79,,
1989-02-24,1.73,,
1989-02-27,1.79,,
1989-02-28,1.78,,
1989-03-01,1.81,,
1989-03-02,1.84,,
1989-03-03,1.75,,
1989-03-06,1.84,,
1989-03-07,1.84,,
1989-03-08,1.88,,
1989-03-09,1.88,,
1989-03-10,1.88,,
1989-03-13,1.88,,
1989-03-14,1.86,,
1989-03-15,1.86,,
1989-03-16,1.94,,
1989-03-17,1.94,,
1989-03-20,1.91,,
1989-03-21,1.84,,
1989-03-22,1.91,,
1989-03-23,1.86,,
1989-03-27,1.84,,
1989-03-28,1.84,,
1989-03-29,1.88,,
1989-03-30,1.81,,
1989-03-31,1.88,,
1989-04-03,1.88,,
1989-04-04,1.88,,
1989-04-05,2.0,,
1989-04-06,2.05,,
1989-04-07,2.03,,
1989-04-10,2.13,,
1989-04-11,2.09,,
1989-04-12,2.13,,
1989-04-13,2.16,,
1989-04-14,2.25,,
1989-04-17,2.31,,
1989-04-18,2.31,,
1989-04-19,2.25,,
1989-04-20,2.34,,
1989-04-21,2.31,,
1989-04-24,2.44,,
1989-04-25,2.56,,
1989-04-26,2.56,,
1989-04-27,2.44,,
1989-04-28,2.28,,
1989-05-01,2.28,,
1989-05-02,2.34,,
1989-05-03,2.31,,
1989-05-04,2.28,,
1989-05-05,2.34,,
1989-05-08,2.31,,
1989-05-09,2.22,,
1989-05-10,2.22,,
1989-05-11,2.25,,
1989-05-12,2.25,,
1989-05-15,2.22,,
1989-05-16,2.22,,
1989-05-17,2.22,,
1989-05-18,2.19,,
1989-05-19,2.22,,
1989-05-22,2.25,,
1989-05-23,2.19,,
1989-05-24,2.16,,
1989-05-25,2.16,,
1989-05-26,2.38,,
1989-05-30,2.44,,
1989-05-31,2.41,,
1989-06-01,2.42,,
1989-06-02,2.42,,
1989-06-05,2.41,,
1989-06-06,2.38,,
1989-06-07,2.38,,
1989-06-08,2.38,,
1989-06-09,2.41,,
1989-06-12,2.38,,
1989-06-13,2.38,,
1989-06-14,2.38,,
1989-06-15,2.38,,
1989-06-16,2.34,,
1989-06-19,2.31,,
1989-06-20,2.31,,
1989-06-21,2.38,,
1989-06-22,2.38,,
1989-06-23,2.38,,
1989-06-26,2.39,,
1989-06-27,2.41,,
1989-06-28,2.34,,
1989-06-29,2.34,,
1989-06-30,2.41,,
1989-07-03,2.41,,
1989-07-05,2.41,,
1989-07-06,2.45,,
1989-07-07,2.44,,
1989-07-10,2.41,,
1989-07-11,2.41,,
1989-07-12,2.38,,
1989-07-13,2.34,,
1989-07-14,2.38,,
1989-07-17,2.31,,
1989-07-18,2.38,,
1989-07-19,2.31,,
1989-07-20,2.41,,
1989-07-21,2.41,,
1989-07-24,2.28,,
1989-07-25,2.41,,
1989-07-26,2.41,,
1989-07-27,2.31,,
1989-07-28,2.47,,
1989-07-31,2.72,,
1989-08-01,2.78,,
1989-08-02,2.75,,
1989-08-03,2.75,,
1989-08-04,2.78,,
1989-08-07,2.78,,
1989-08-08,2.72,,
1989-08-09,2.69,,
1989-08-10,2.69,,
1989-08-11,2.69,,
1989-08-14,2.75,,
1989-08-15,2.69,,
1989-08-16,2.75,,
1989-08-17,2.72,,
1989-08-18,2.7,,
1989-08-21,2.75,,
1989-08-22,2.69,,
1989-08-23,2.72,,
1989-08-24,2.78,,
1989-08-25,2.75,,
1989-08-28,2.81,,
1989-08-29,2.75,,
1989-08-30,2.77,,
1989-08-31,2.78,,
1989-09-01,2.72,,
1989-09-05,2.78,,
1989-09-06,2.88,,
1989-09-07,2.88,,
1989-09-08,2.84,,
1989-09-11,2.97,,
1989-09-12,3.03,,
1989-09-13,3.13,,
1989-09-14,3.03,,
1989-09-15,3.0,,
1989-09-18,3.0,,
1989-09-19,3.06,,
1989-09-20,3.14,,
1989-09-21,3.13,,
1989-09-22,3.09,,
1989-09-25,3.16,,
1989-09-26,3.09,,
1989-09-27,3.16,,
1989-09-28,3.16,,
1989-09-29,3.13,,
1989-10-02,3.13,,
1989-10-03,3.16,,
1989-10-04,3.27,,
1989-10-05,3.38,,
1989-10-06,3.47,,
1989-10-09,3.56,,
1989-10-10,3.59,,
1989-10-11,3.5,,
1989-10-12,3.53,,
1989-10-13,3.41,,
1989-10-16,3.19,,
1989-10-17,3.16,,
1989-10-18,3.06,,
1989-10-19,3.28,,
1989-10-20,3.31,,
1989-10-23,3.16,,
1989-10-24,3.0,,
1989-10-25,3.03,,
1989-10-26,3.09,,
1989-10-27,3.0,,
1989-10-30,2.94,,
1989-10-31,2.94,,
1989-11-01,3.0,,
1989-11-02,3.03,,
1989-11-03,3.03,,
1989-11-06,2.88,,
1989-11-07,2.88,,
1989-11-08,2.88,,
1989-11-09,2.88,,
1989-11-10,2.78,,
1989-11-13,2.84,,
1989-11-14,2.84,,
1989-11-15,2.84,,
1989-11-16,2.81,,
1989-11-17,2.81,,
1989-11-20,2.75,,
1989-11-21,2.69,,
1989-11-22,2.69,,
1989-11-24,2.81,,
1989-11-27,2.78,,
1989-11-28,2.78,,
1989-11-29,2.78,,
1989-11-30,2.72,,
1989-12-01,2.72,,
1989-12-04,2.72,,
1989-12-05,2.72,,
1989-12-06,2.59,,
1989-12-07,2.5,,
1989-12-08,2.59,,
1989-12-11,2.44,,
1989-12-12,2.25,,
1989-12-13,2.31,,
1989-12-14,2.44,,
1989-12-15,2.34,,
1989-12-18,2.38,,
1989-12-19,2.25,,
1989-12-20,2.13,,
1989-12-21,2.13,,
1989-12-22,2.25,,
1989-12-26,2.25,,
1989-12-27,2.28,,
1989-12-28,2.31,,
1989-12-29,2.47,,
1990-01-02,2.47,,
1990-01-03,2.44,,
1990-01-04,2.47,,
1990-01-05,2.72,,
1990-01-08,2.81,,
1990-01-09,2.91,,
1990-01-10,2.91,,
1990-01-11,2.94,,
1990-01-12,2.94,,
1990-01-15,2.91,,
1990-01-16,2.88,,
1990-01-17,2.84,,
1990-01-18,2.84,,
1990-01-19,2.78,,
1990-01-22,2.66,,
1990-01-23,2.5,,
1990-01-24,2.47,,
1990-01-25,2.47,,
1990-01-26,2.44,,
1990-01-29,2.47,,
1990-01-30,2.47,,
1990-01-31,2.47,,
1990-02-01,2.44,,
1990-02-02,2.44,,
1990-02-05,2.5,,
1990-02-06,2.56,,
1990-02-07,2.5,,
1990-02-08,2.56,,
1990-02-09,2.5,,
1990-02-12,2.5,,
1990-02-13,2.5,,
1990-02-14,2.5,,
1990-02-15,2.5,,
1990-02-16,2.44,,
1990-02-20,2.44,,
1990-02-21,2.38,,
1990-02-22,2.38,,
1990-02-23,2.44,,
1990-02-26,2.38,,
1990-02-27,2.38,,
1990-02-28,2.41,,
1990-03-01,2.41,,
1990-03-02,2.41,,
1990-03-05,2.34,,
1990-03-06,2.36,,
1990-03-07,2.36,,
1990-03-08,2.41,,
1990-03-09,2.41,,
1990-03-12,2.38,,
1990-03-13,2.41,,
1990-03-14,2.41,,
1990-03-15,2.5,,
1990-03-16,2.5,,
1990-03-19,2.53,,
1990-03-20,2.56,,
1990-03-21,2.5,,
1990-03-22,2.59,,
1990-03-23,2.56,,
1990-03-26,2.5,,
1990-03-27,2.56,,
1990-03-28,2.59,,
1990-03-29,2.59,,
1990-03-30,2.59,,
1990-04-02,2.66,,
1990-04-03,2.59,,
1990-04-04,2.59,,
1990-04-05,2.72,,
1990-04-06,2.66,,
1990-04-09,2.78,,
1990-04-10,2.81,,
1990-04-11,2.81,,
1990-04-12,2.81,,
1990-04-16,2.81,,
1990-04-17,2.81,,
1990-04-18,2.81,,
1990-04-19,2.81,,
1990-04-20,2.81,,
1990-04-23,2.81,,
1990-04-24,2.81,,
1990-04-25,2.81,,
1990-04-26,2.75,,
1990-04-27,2.72,,
1990-04-30,2.66,,
1990-05-01,2.66,,
1990-05-02,2.69,,
1990-05-03,2.72,,
1990-05-04,2.69,,
1990-05-07,2.75,,
1990-05-08,2.88,,
1990-05-09,2.78,,
1990-05-10,2.78,,
1990-05-11,2.84,,
1990-05-14,2.78,,
1990-05-15,2.84,,
1990-05-16,2.91,,
1990-05-17,3.0,,
1990-05-18,3.0,,
1990-05-21,3.06,,
1990-05-22,3.0,,
1990-05-23,2.88,,
1990-05-24,2.88,,
1990-05-25,2.88,,
1990-05-29,2.91,,
1990-05-30,2.88,,
1990-05-31,2.88,,
1990-06-01,3.0,,
1990-06-04,3.06,,
1990-06-05,3.44,,
1990-06-06,3.44,,
1990-06-07,3.44,,
1990-06-08,3.44,,
1990-06-11,3.44,,
1990-06-12,3.5,,
1990-06-13,3.5,,
1990-06-14,3.5,,
1990-06-15,3.75,,
1990-06-18,3.81,,
1990-06-19,3.75,,
1990-06-20,3.69,,
1990-06-21,3.75,,
1990-06-22,3.75,,
1990-06-25,3.56,,
1990-06-26,3.56,,
1990-06-27,3.63,,
1990-06-28,3.56,,
1990-06-29,3.63,,
1990-07-02,3.69,,
1990-07-03,3.75,,
1990-07-05,3.75,,
1990-07-06,3.72,,
1990-07-09,4.06,,
1990-07-10,3.75,,
1990-07-11,3.75,,
1990-07-12,3.81,,
1990-07-13,3.88,,
1990-07-16,3.56,,
1990-07-17,3.31,,
1990-07-18,3.25,,
1990-07-19,3.13,,
1990-07-20,2.94,,
1990-07-23,2.88,,
1990-07-24,2.88,,
1990-07-25,3.0,,
1990-07-26,3.06,,
1990-07-27,3.0,,
1990-07-30,2.94,,
1990-07-31,2.75,,
1990-08-01,2.56,,
1990-08-02,2.56,,
1990-08-03,2.5,,
1990-08-06,2.5,,
1990-08-07,2.69,,
1990-08-08,2.81,,
1990-08-09,2.94,,
1990-08-10,2.63,,
1990-08-13,2.63,,
1990-08-14,2.81,,
1990-08-15,2.63,,
1990-08-16,2.5,,
1990-08-17,2.56,,
1990-08-20,2.63,,
1990-08-21,2.56,,
1990-08-22,2.5,,
1990-08-23,2.38,,
1990-08-24,2.5,,
1990-08-27,2.69,,
1990-08-28,2.5,,
1990-08-29,2.56,,
1990-08-30,2.5,,
1990-08-31,2.44,,
1990-09-04,2.41,,
1990-09-05,2.31,,
1990-09-06,2.0,,
1990-09-07,2.19,,
1990-09-10,2.19,,
1990-09-11,2.09,,
1990-09-12,2.06,,
1990-09-13,2.13,,
1990-09-14,2.06,,
1990-09-17,2.13,,
1990-09-18,2.06,,
1990-09-19,2.25,,
1990-09-20,2.19,,
1990-09-21,2.19,,
1990-09-24,2.19,,
1990-09-25,2.13,,
1990-09-26,2.06,,
1990-09-27,1.88,,
1990-09-28,1.94,,
1990-10-01,1.94,,
1990-10-02,2.0,,
1990-10-03,2.03,,
1990-10-04,2.0,,
1990-10-05,2.03,,
1990-10-08,2.19,,
1990-10-09,2.25,,
1990-10-10,2.19,,
1990-10-11,2.03,,
1990-10-12,2.06,,
1990-10-15,1.94,,
1990-10-16,1.88,,
1990-10-17,1.88,,
1990-10-18,1.88,,
1990-10-19,2.0,,
1990-10-22,1.94,,
1990-10-23,1.94,,
1990-10-24,1.94,,
1990-10-25,2.0,,
1990-10-26,1.94,,
1990-10-29,1.84,,
1990-10-30,1.78,,
1990-10-31,1.81,,
1990-11-01,1.81,,
1990-11-02,1.88,,
1990-11-05,1.75,,
1990-11-06,1.91,,
1990-11-07,1.81,,
1990-11-08,1.75,,
1990-11-09,1.88,,
1990-11-12,2.0,,
1990-11-13,2.19,,
1990-11-14,2.38,,
1990-11-15,2.41,,
1990-11-16,2.25,,
1990-11-19,2.25,,
1990-11-20,2.25,,
1990-11-21,2.19,,
1990-11-23,2.13,,
1990-11-26,2.16,,
1990-11-27,2.19,,
1990-11-28,2.06,,
1990-11-29,2.19,,
1990-11-30,2.38,,
1990-12-03,2.38,,
1990-12-04,2.44,,
1990-12-05,2.69,,
1990-12-06,2.56,,
1990-12-07,2.63,,
1990-12-10,2.53,,
1990-12-11,2.69,,
1990-12-12,2.5,,
1990-12-13,2.53,,
1990-12-14,2.56,,
1990-12-17,2.5,,
1990-12-18,2.38,,
1990-12-19,2.44,,
1990-12-20,2.31,,
1990-12-21,2.41,,
1990-12-24,2.44,,
1990-12-26,2.53,,
1990-12-27,2.44,,
1990-12-28,2.5,,
1990-12-31,2.66,,
1991-01-02,2.44,,
1991-01-03,2.44,,
1991-01-04,2.47,,
1991-01-07,2.44,,
1991-01-08,2.38,,
1991-01-09,2.44,,
1991-01-10,2.53,,
1991-01-11,2.47,,
1991-01-14,2.25,,
1991-01-15,2.38,,
1991-01-16,2.44,,
1991-01-17,2.63,,
1991-01-18,2.63,,
1991-01-21,2.66,,
1991-01-22,2.66,,
1991-01-23,2.69,,
1991-01-24,2.69,,
1991-01-25,2.75,,
1991-01-28,2.75,,
1991-01-29,2.81,,
1991-01-30,3.06,,
1991-01-31,3.13,,
1991-02-01,3.19,,
1991-02-04,3.31,,
1991-02-05,3.56,,
1991-02-06,3.63,,
1991-02-07,3.44,,
1991-02-08,3.5,,
1991-02-11,3.63,,
1991-02-12,3.56,,
1991-02-13,3.44,,
1991-02-14,3.38,,
1991-02-15,3.31,,
1991-02-19,3.5,,
1991-02-20,3.38,,
1991-02-21,3.38,,
1991-02-22,3.31,,
1991-02-25,3.44,,
1991-02-26,3.38,,
1991-02-27,3.34,,
1991-02-28,3.41,,
1991-03-01,3.59,,
1991-03-04,3.81,,
1991-03-05,3.94,,
1991-03-06,4.19,,
1991-03-07,4.19,,
1991-03-08,4.19,,
1991-03-11,4.13,,
1991-03-12,3.94,,
1991-03-13,4.19,,
1991-03-14,3.94,,
1991-03-15,3.59,,
1991-03-18,3.44,,
1991-03-19,3.38,,
1991-03-20,3.44,,
1991-03-21,3.19,,
1991-03-22,3.19,,
1991-03-25,2.97,,
1991-03-26,3.06,,
1991-03-27,3.25,,
1991-03-28,3.22,,
1991-04-01,3.22,,
1991-04-02,3.22,,
1991-04-03,3.25,,
1991-04-04,3.25,,
1991-04-05,3.25,,
1991-04-08,3.38,,
1991-04-09,3.5,,
1991-04-10,3.38,,
1991-04-11,3.34,,
1991-04-12,3.56,,
1991-04-15,3.63,,
1991-04-16,3.56,,
1991-04-17,3.44,,
1991-04-18,3.44,,
1991-04-19,3.56,,
1991-04-22,3.44,,
1991-04-23,3.56,,
1991-04-24,3.69,,
1991-04-25,3.63,,
1991-04-26,3.69,,
1991-04-29,3.66,,
1991-04-30,3.75,,
1991-05-01,3.75,,
1991-05-02,3.69,,
1991-05-03,3.81,,
1991-05-06,3.63,,
1991-05-07,3.56,,
1991-05-08,3.56,,
1991-05-09,3.5,,
1991-05-10,3.47,,
1991-05-13,3.5,,
1991-05-14,3.5,,
1991-05-15,3.38,,
1991-05-16,3.44,,
1991-05-17,3.44,,
1991-05-20,3.44,,
1991-05-21,3.53,,
1991-05-22,3.63,,
1991-05-23,3.5,,
1991-05-24,3.56,,
1991-05-28,3.56,,
1991-05-29,3.38,,
1991-05-30,3.38,,
1991-05-31,3.25,,
1991-06-03,3.25,,
1991-06-04,3.28,,
1991-06-05,3.38,,
1991-06-06,3.28,,
1991-06-07,3.28,,
1991-06-10,3.25,,
1991-06-11,3.38,,
1991-06-12,3.19,,
1991-06-13,3.0,,
1991-06-14,3.06,,
1991-06-17,3.13,,
1991-06-18,3.13,,
1991-06-19,3.09,,
1991-06-20,3.13,,
1991-06-21,3.06,,
1991-06-24,2.88,,
1991-06-25,2.69,,
1991-06-26,2.63,,
1991-06-27,3.0,,
1991-06-28,2.91,,
1991-07-01,2.94,,
1991-07-02,2.81,,
1991-07-03,2.81,,
1991-07-05,2.81,,
1991-07-08,2.78,,
1991-07-09,2.81,,
1991-07-10,2.69,,
1991-07-11,2.69,,
1991-07-12,2.78,,
1991-07-15,2.81,,
1991-07-16,2.94,,
1991-07-17,3.09,,
1991-07-18,3.16,,
1991-07-19,3.19,,
1991-07-22,3.06,,
1991-07-23,3.06,,
1991-07-24,2.97,,
1991-07-25,2.94,,
1991-07-26,2.81,,
1991-07-29,2.88,,
1991-07-30,2.88,,
1991-07-31,2.84,,
1991-08-01,2.78,,
1991-08-02,2.78,,
1991-08-05,2.81,,
1991-08-06,2.81,,
1991-08-07,2.81,,
1991-08-08,2.75,,
1991-08-09,2.88,,
1991-08-12,2.88,,
1991-08-13,2.94,,
1991-08-14,3.06,,
1991-08-15,3.06,,
1991-08-16,3.06,,
1991-08-19,2.91,,
1991-08-20,3.06,,
1991-08-21,3.06,,
1991-08-22,3.13,,
1991-08-23,3.13,,
1991-08-26,3.09,,
1991-08-27,3.06,,
1991-08-28,3.06,,
1991-08-29,3.06,,
1991-08-30,3.09,,
1991-09-03,3.0,,
1991-09-04,2.81,,
1991-09-05,2.75,,
1991-09-06,2.94,,
1991-09-09,2.88,,
1991-09-10,2.94,,
1991-09-11,2.81,,
1991-09-12,2.81,,
1991-09-13,2.91,,
1991-09-16,2.94,,
1991-09-17,2.81,,
1991-09-18,2.88,,
1991-09-19,2.75,,
1991-09-20,2.94,,
1991-09-23,2.75,,
1991-09-24,2.88,,
1991-09-25,2.81,,
1991-09-26,2.75,,
1991-09-27,2.75,,
1991-09-30,2.81,,
1991-10-01,2.75,,
1991-10-02,2.75,,
1991-10-03,2.63,,
1991-10-04,2.75,,
1991-10-07,2.72,,
1991-10-08,2.75,,
1991-10-09,2.81,,
1991-10-10,2.94,,
1991-10-11,3.06,,
1991-10-14,3.0,,
1991-10-15,3.0,,
1991-10-16,3.06,,
1991-10-17,3.06,,
1991-10-18,3.13,,
1991-10-21,3.16,,
1991-10-22,3.16,,
1991-10-23,3.13,,
1991-10-24,3.22,,
1991-10-25,3.16,,
1991-10-28,3.13,,
1991-10-29,3.13,,
1991-10-30,3.25,,
1991-10-31,3.19,,
1991-11-01,3.19,,
1991-11-04,3.19,,
1991-11-05,3.19,,
1991-11-06,3.31,,
1991-11-07,3.25,,
1991-11-08,3.31,,
1991-11-11,3.38,,
1991-11-12,3.31,,
1991-11-13,3.25,,
1991-11-14,3.38,,
1991-11-15,3.25,,
1991-11-18,3.28,,
1991-11-19,3.19,,
1991-11-20,3.13,,
1991-11-21,3.19,,
1991-11-22,3.25,,
1991-11-25,3.19,,
1991-11-26,3.19,,
1991-11-27,3.19,,
1991-11-29,3.25,,
1991-12-02,3.19,,
1991-12-03,3.19,,
1991-12-04,3.19,,
1991-12-05,3.13,,
1991-12-06,3.13,,
1991-12-09,3.25,,
1991-12-10,3.16,,
1991-12-11,3.19,,
1991-12-12,3.25,,
1991-12-13,3.25,,
1991-12-16,3.38,,
1991-12-17,3.28,,
1991-12-18,3.19,,
1991-12-19,3.25,,
1991-12-20,3.19,,
1991-12-23,3.19,,
1991-12-24,3.25,,
1991-12-26,3.19,,
1991-12-27,3.25,,
1991-12-30,3.44,,
1991-12-31,3.44,,
1992-01-02,3.34,,
1992-01-03,3.31,,
1992-01-06,3.31,,
1992-01-07,3.31,,
1992-01-08,3.44,,
1992-01-09,3.44,,
1992-01-10,3.38,,
1992-01-13,3.38,,
1992-01-14,3.25,,
1992-01-15,3.22,,
1992-01-16,3.19,,
1992-01-17,2.88,,
1992-01-20,3.0,,
1992-01-21,3.0,,
1992-01-22,2.94,,
1992-01-23,2.94,,
