date,NBL,NBL_EPS,PE Ratio
1990-11-30,4.28,,
1990-12-03,4.25,,
1990-12-04,4.16,,
1990-12-05,3.97,,
1990-12-06,3.81,,
1990-12-07,3.78,,
1990-12-10,3.72,,
1990-12-11,3.69,,
1990-12-12,3.59,,
1990-12-13,3.72,,
1990-12-14,3.69,,
1990-12-17,3.72,,
1990-12-18,3.66,,
1990-12-19,3.66,,
1990-12-20,3.69,,
1990-12-21,3.53,,
1990-12-24,3.5,,
1990-12-26,3.5,,
1990-12-27,3.59,,
1990-12-28,3.56,,
1990-12-31,3.53,,
1991-01-02,3.66,,
1991-01-03,3.63,,
1991-01-04,3.66,,
1991-01-07,3.63,,
1991-01-08,3.53,,
1991-01-09,3.41,,
1991-01-10,3.41,,
1991-01-11,3.41,,
1991-01-14,3.47,,
1991-01-15,3.44,,
1991-01-16,3.38,,
1991-01-17,3.44,,
1991-01-18,3.38,,
1991-01-21,3.38,,
1991-01-22,3.44,,
1991-01-23,3.53,,
1991-01-24,3.63,,
1991-01-25,3.66,,
1991-01-28,3.69,,
1991-01-29,3.53,,
1991-01-30,3.5,,
1991-01-31,3.53,,
1991-02-01,3.53,,
1991-02-04,3.47,,
1991-02-05,3.5,,
1991-02-06,3.84,,
1991-02-07,3.84,,
1991-02-08,3.84,,
1991-02-11,3.91,,
1991-02-12,3.88,,
1991-02-13,3.72,,
1991-02-14,3.75,,
1991-02-15,3.72,,
1991-02-19,3.69,,
1991-02-20,3.63,,
1991-02-21,3.53,,
1991-02-22,3.53,,
1991-02-25,3.53,,
1991-02-26,3.56,,
1991-02-27,3.91,,
1991-02-28,3.91,,
1991-03-01,3.97,,
1991-03-04,4.0,,
1991-03-05,3.97,,
1991-03-06,3.91,,
1991-03-07,3.94,,
1991-03-08,3.94,,
1991-03-11,3.97,,
1991-03-12,3.94,,
1991-03-13,3.97,,
1991-03-14,3.91,,
1991-03-15,3.94,,
1991-03-18,3.91,,
1991-03-19,3.84,,
1991-03-20,3.69,,
1991-03-21,3.56,,
1991-03-22,3.63,,
1991-03-25,3.63,,
1991-03-26,3.63,,
1991-03-27,3.56,,
1991-03-28,3.53,,
1991-04-01,3.44,,
1991-04-02,3.44,,
1991-04-03,3.53,,
1991-04-04,3.5,,
1991-04-05,3.5,,
1991-04-08,3.5,,
1991-04-09,3.5,,
1991-04-10,3.34,,
1991-04-11,3.34,,
1991-04-12,3.47,,
1991-04-15,3.56,,
1991-04-16,3.69,,
1991-04-17,3.63,,
1991-04-18,3.59,,
1991-04-19,3.53,,
1991-04-22,3.59,,
1991-04-23,3.5,,
1991-04-24,3.5,,
1991-04-25,3.5,,
1991-04-26,3.47,,
1991-04-29,3.47,,
1991-04-30,3.63,,
1991-05-01,3.66,,
1991-05-02,3.69,,
1991-05-03,3.56,,
1991-05-06,3.56,,
1991-05-07,3.53,,
1991-05-08,3.63,,
1991-05-09,3.59,,
1991-05-10,3.53,,
1991-05-13,3.56,,
1991-05-14,3.56,,
1991-05-15,3.5,,
1991-05-16,3.41,,
1991-05-17,3.41,,
1991-05-20,3.41,,
1991-05-21,3.41,,
1991-05-22,3.41,,
1991-05-23,3.47,,
1991-05-24,3.5,,
1991-05-28,3.47,,
1991-05-29,3.47,,
1991-05-30,3.53,,
1991-05-31,3.56,,
1991-06-03,3.56,,
1991-06-04,3.5,,
1991-06-05,3.53,,
1991-06-06,3.56,,
1991-06-07,3.5,,
1991-06-10,3.5,,
1991-06-11,3.5,,
1991-06-12,3.47,,
1991-06-13,3.44,,
1991-06-14,3.47,,
1991-06-17,3.47,,
1991-06-18,3.47,,
1991-06-19,3.41,,
1991-06-20,3.44,,
1991-06-21,3.47,,
1991-06-24,3.41,,
1991-06-25,3.38,,
1991-06-26,3.31,,
1991-06-27,3.41,,
1991-06-28,3.34,,
1991-07-01,3.38,,
1991-07-02,3.28,,
1991-07-03,3.25,,
1991-07-05,3.13,,
1991-07-08,3.19,,
1991-07-09,3.22,,
1991-07-10,3.22,,
1991-07-11,3.16,,
1991-07-12,3.31,,
1991-07-15,3.38,,
1991-07-16,3.44,,
1991-07-17,3.47,,
1991-07-18,3.59,,
1991-07-19,3.5,,
1991-07-22,3.44,,
1991-07-23,3.44,,
1991-07-24,3.31,,
1991-07-25,3.5,,
1991-07-26,3.53,,
1991-07-29,3.56,,
1991-07-30,3.56,,
1991-07-31,3.63,,
1991-08-01,3.5,,
1991-08-02,3.53,,
1991-08-05,3.56,,
1991-08-06,3.59,,
1991-08-07,3.59,,
1991-08-08,3.56,,
1991-08-09,3.53,,
1991-08-12,3.5,,
1991-08-13,3.5,,
1991-08-14,3.53,,
1991-08-15,3.56,,
1991-08-16,3.53,,
1991-08-19,3.47,,
1991-08-20,3.5,,
1991-08-21,3.5,,
1991-08-22,3.47,,
1991-08-23,3.66,,
1991-08-26,3.66,,
1991-08-27,3.84,,
1991-08-28,3.84,,
1991-08-29,3.84,,
1991-08-30,3.81,,
1991-09-03,3.84,,
1991-09-04,3.81,,
1991-09-05,3.88,,
1991-09-06,3.91,,
1991-09-09,3.91,,
1991-09-10,3.75,,
1991-09-11,3.69,,
1991-09-12,3.75,,
1991-09-13,3.69,,
1991-09-16,3.81,,
1991-09-17,3.78,,
1991-09-18,3.81,,
1991-09-19,3.78,,
1991-09-20,3.78,,
1991-09-23,3.78,,
1991-09-24,3.75,,
1991-09-25,3.75,,
1991-09-26,3.91,,
1991-09-27,3.78,,
1991-09-30,3.81,,
1991-10-01,3.91,,
1991-10-02,3.88,,
1991-10-03,4.06,,
1991-10-04,4.25,,
1991-10-07,4.16,,
1991-10-08,4.25,,
1991-10-09,4.22,,
1991-10-10,4.22,,
1991-10-11,4.28,,
1991-10-14,4.38,,
1991-10-15,4.31,,
1991-10-16,4.34,,
1991-10-17,4.38,,
1991-10-18,4.38,,
1991-10-21,4.38,,
1991-10-22,4.25,,
1991-10-23,4.19,,
1991-10-24,4.06,,
1991-10-25,4.25,,
1991-10-28,4.19,,
1991-10-29,4.28,,
1991-10-30,4.31,,
1991-10-31,4.31,,
1991-11-01,4.34,,
1991-11-04,4.41,,
1991-11-05,4.38,,
1991-11-06,4.34,,
1991-11-07,4.31,,
1991-11-08,4.31,,
1991-11-11,4.28,,
1991-11-12,4.25,,
1991-11-13,4.31,,
1991-11-14,4.44,,
1991-11-15,4.31,,
1991-11-18,4.09,,
1991-11-19,4.03,,
1991-11-20,3.91,,
1991-11-21,3.81,,
1991-11-22,3.72,,
1991-11-25,3.72,,
1991-11-26,3.63,,
1991-11-27,3.59,,
1991-11-29,3.59,,
1991-12-02,3.44,,
1991-12-03,3.41,,
1991-12-04,3.31,,
1991-12-05,3.34,,
1991-12-06,3.44,,
1991-12-09,3.59,,
1991-12-10,3.5,,
1991-12-11,3.38,,
1991-12-12,3.34,,
1991-12-13,3.31,,
1991-12-16,3.25,,
1991-12-17,3.31,,
1991-12-18,3.5,,
1991-12-19,3.53,,
1991-12-20,3.41,,
1991-12-23,3.47,,
1991-12-24,3.41,,
1991-12-26,3.44,,
1991-12-27,3.38,,
1991-12-30,3.31,,
1991-12-31,3.41,,
1992-01-02,3.47,,
1992-01-03,3.53,,
1992-01-06,3.47,,
1992-01-07,3.31,,
1992-01-08,3.16,,
1992-01-09,3.09,,
1992-01-10,3.0,,
1992-01-13,3.06,,
1992-01-14,3.22,,
1992-01-15,3.44,,
1992-01-16,3.28,,
1992-01-17,3.47,,
1992-01-20,3.5,,
1992-01-21,3.44,,
1992-01-22,3.53,,
1992-01-23,3.47,,
1992-01-24,3.56,,
1992-01-27,3.38,,
1992-01-28,3.22,,
1992-01-29,3.16,,
1992-01-30,3.09,,
1992-01-31,3.13,,
1992-02-03,3.03,,
1992-02-04,3.09,,
1992-02-05,3.09,,
1992-02-06,3.09,,
1992-02-07,3.16,,
1992-02-10,3.19,,
1992-02-11,3.16,,
1992-02-12,3.19,,
1992-02-13,3.09,,
1992-02-14,3.16,,
1992-02-18,3.0,,
1992-02-19,3.06,,
1992-02-20,3.0,,
1992-02-21,3.09,,
1992-02-24,3.03,,
1992-02-25,2.97,,
1992-02-26,3.06,,
1992-02-27,3.06,,
1992-02-28,3.06,,
1992-03-02,3.06,,
1992-03-03,3.06,,
1992-03-04,3.06,,
1992-03-05,2.97,,
1992-03-06,2.97,,
1992-03-09,2.97,,
1992-03-10,3.0,,
1992-03-11,3.09,,
1992-03-12,3.13,,
1992-03-13,3.16,,
1992-03-16,3.19,,
1992-03-17,3.16,,
1992-03-18,3.13,,
1992-03-19,3.31,,
1992-03-20,3.28,,
1992-03-23,3.38,,
1992-03-24,3.25,,
1992-03-25,3.31,,
1992-03-26,3.28,,
1992-03-27,3.34,,
1992-03-30,3.31,,
1992-03-31,3.38,,
1992-04-01,3.34,,
1992-04-02,3.41,,
1992-04-03,3.38,,
1992-04-06,3.53,,
1992-04-07,3.53,,
1992-04-08,3.47,,
1992-04-09,3.47,,
1992-04-10,3.5,,
1992-04-13,3.56,,
1992-04-14,3.59,,
1992-04-15,3.66,,
1992-04-16,3.56,,
1992-04-20,3.47,,
1992-04-21,3.47,,
1992-04-22,3.56,,
1992-04-23,3.69,,
1992-04-24,3.75,,
1992-04-27,3.72,,
1992-04-28,3.78,,
1992-04-29,3.78,,
1992-04-30,3.69,,
1992-05-01,3.78,,
1992-05-04,3.69,,
1992-05-05,3.81,,
1992-05-06,3.75,,
1992-05-07,3.78,,
1992-05-08,3.75,,
1992-05-11,3.81,,
1992-05-12,3.81,,
1992-05-13,3.88,,
1992-05-14,4.0,,
1992-05-15,3.91,,
1992-05-18,3.84,,
1992-05-19,3.78,,
1992-05-20,3.88,,
1992-05-21,3.91,,
1992-05-22,3.91,,
1992-05-26,4.13,,
1992-05-27,4.03,,
1992-05-28,3.97,,
1992-05-29,4.0,,
1992-06-01,4.03,,
1992-06-02,4.0,,
1992-06-03,3.97,,
1992-06-04,4.0,,
1992-06-05,4.0,,
1992-06-08,4.03,,
1992-06-09,4.0,,
1992-06-10,3.97,,
1992-06-11,3.84,,
1992-06-12,3.88,,
1992-06-15,3.84,,
1992-06-16,3.81,,
1992-06-17,3.84,,
1992-06-18,3.81,,
1992-06-19,3.75,,
1992-06-22,3.69,,
1992-06-23,3.72,,
1992-06-24,3.66,,
1992-06-25,3.69,,
1992-06-26,3.72,,
1992-06-29,3.66,,
1992-06-30,3.72,,
1992-07-01,3.75,,
1992-07-02,3.81,,
1992-07-06,3.88,,
1992-07-07,3.81,,
1992-07-08,3.81,,
1992-07-09,3.75,,
1992-07-10,3.84,,
1992-07-13,4.0,,
1992-07-14,4.19,,
1992-07-15,4.03,,
1992-07-16,4.06,,
1992-07-17,4.03,,
1992-07-20,3.94,,
1992-07-21,4.06,,
1992-07-22,4.03,,
1992-07-23,4.06,,
1992-07-24,4.16,,
1992-07-27,4.16,,
1992-07-28,4.22,,
1992-07-29,4.31,,
1992-07-30,4.31,,
1992-07-31,4.34,,
1992-08-03,4.31,,
1992-08-04,4.31,,
1992-08-05,4.41,,
1992-08-06,4.41,,
1992-08-07,4.34,,
1992-08-10,4.28,,
1992-08-11,4.44,,
1992-08-12,4.47,,
1992-08-13,4.56,,
1992-08-14,4.72,,
1992-08-17,4.59,,
1992-08-18,4.53,,
1992-08-19,4.53,,
1992-08-20,4.44,,
1992-08-21,4.44,,
1992-08-24,4.63,,
1992-08-25,4.69,,
1992-08-26,4.66,,
1992-08-27,4.69,,
1992-08-28,4.81,,
1992-08-31,4.91,,
1992-09-01,4.81,,
1992-09-02,4.81,,
1992-09-03,4.91,,
1992-09-04,4.84,,
1992-09-08,4.88,,
1992-09-09,5.0,,
1992-09-10,4.97,,
1992-09-11,5.0,,
1992-09-14,5.0,,
1992-09-15,5.0,,
1992-09-16,5.0,,
1992-09-17,4.97,,
1992-09-18,4.94,,
1992-09-21,5.03,,
1992-09-22,4.88,,
1992-09-23,5.0,,
1992-09-24,4.91,,
1992-09-25,4.94,,
1992-09-28,4.91,,
1992-09-29,4.91,,
1992-09-30,4.88,,
1992-10-01,4.84,,
1992-10-02,4.81,,
1992-10-05,4.75,,
1992-10-06,4.78,,
1992-10-07,4.75,,
1992-10-08,4.75,,
1992-10-09,4.75,,
1992-10-12,4.69,,
1992-10-13,4.75,,
1992-10-14,4.75,,
1992-10-15,4.72,,
1992-10-16,4.72,,
1992-10-19,4.78,,
1992-10-20,4.84,,
1992-10-21,4.84,,
1992-10-22,4.75,,
1992-10-23,4.72,,
1992-10-26,4.63,,
1992-10-27,4.53,,
1992-10-28,4.69,,
1992-10-29,4.66,,
1992-10-30,4.63,,
1992-11-02,4.63,,
1992-11-03,4.53,,
1992-11-04,4.53,,
1992-11-05,4.28,,
1992-11-06,4.22,,
1992-11-09,4.13,,
1992-11-10,4.13,,
1992-11-11,4.16,,
1992-11-12,4.25,,
1992-11-13,4.25,,
1992-11-16,4.28,,
1992-11-17,4.28,,
1992-11-18,4.31,,
1992-11-19,4.22,,
1992-11-20,4.31,,
1992-11-23,4.28,,
1992-11-24,4.0,,
1992-11-25,4.03,,
1992-11-27,4.03,,
1992-11-30,4.16,,
1992-12-01,4.06,,
1992-12-02,3.88,,
1992-12-03,3.84,,
1992-12-04,4.03,,
1992-12-07,4.03,,
1992-12-08,4.0,,
1992-12-09,4.03,,
1992-12-10,4.19,,
1992-12-11,4.31,,
1992-12-14,4.16,,
1992-12-15,4.22,,
1992-12-16,4.22,,
1992-12-17,4.19,,
1992-12-18,4.28,,
1992-12-21,4.25,,
1992-12-22,4.28,,
1992-12-23,4.25,,
1992-12-24,4.25,,
1992-12-28,4.28,,
1992-12-29,4.22,,
1992-12-30,4.28,,
1992-12-31,4.41,,
1993-01-04,4.31,,
1993-01-05,4.31,,
1993-01-06,4.34,,
1993-01-07,4.19,,
1993-01-08,4.09,,
1993-01-11,4.06,,
1993-01-12,4.06,,
1993-01-13,4.19,,
1993-01-14,4.09,,
1993-01-15,4.13,,
1993-01-18,4.19,,
1993-01-19,4.19,,
1993-01-20,4.34,,
1993-01-21,4.25,,
1993-01-22,4.31,,
1993-01-25,4.56,,
1993-01-26,4.56,,
1993-01-27,4.59,,
1993-01-28,4.63,,
1993-01-29,4.69,,
1993-02-01,4.78,,
1993-02-02,4.88,,
1993-02-03,4.88,,
1993-02-04,4.84,,
1993-02-05,4.88,,
1993-02-08,4.75,,
1993-02-09,4.75,,
1993-02-10,4.75,,
1993-02-11,4.81,,
1993-02-12,4.78,,
1993-02-16,4.75,,
1993-02-17,4.69,,
1993-02-18,4.63,,
1993-02-19,4.97,,
1993-02-22,5.16,,
1993-02-23,5.13,,
1993-02-24,5.16,,
1993-02-25,5.13,,
1993-02-26,5.09,,
1993-03-01,5.25,,
1993-03-02,5.41,,
1993-03-03,5.38,,
1993-03-04,5.38,,
1993-03-05,5.38,,
1993-03-08,5.38,,
1993-03-09,5.47,,
1993-03-10,5.47,,
1993-03-11,5.44,,
1993-03-12,5.47,,
1993-03-15,5.44,,
1993-03-16,5.59,,
1993-03-17,5.69,,
1993-03-18,5.53,,
1993-03-19,5.5,,
1993-03-22,5.53,,
1993-03-23,5.56,,
1993-03-24,5.44,,
1993-03-25,5.56,,
1993-03-26,5.63,,
1993-03-29,5.66,,
1993-03-30,5.59,,
1993-03-31,5.53,,
1993-04-01,5.38,,
1993-04-02,5.25,,
1993-04-05,5.31,,
1993-04-06,5.47,,
1993-04-07,5.53,,
1993-04-08,5.44,,
1993-04-12,5.44,,
1993-04-13,5.63,,
1993-04-14,5.88,,
1993-04-15,5.59,,
1993-04-16,5.69,,
1993-04-19,5.69,,
1993-04-20,5.59,,
1993-04-21,5.53,,
1993-04-22,5.34,,
1993-04-23,5.47,,
1993-04-26,5.41,,
1993-04-27,5.31,,
1993-04-28,5.28,,
1993-04-29,5.34,,
1993-04-30,5.38,,
1993-05-03,5.5,,
1993-05-04,5.47,,
1993-05-05,5.53,,
1993-05-06,5.59,,
1993-05-07,5.53,,
1993-05-10,5.44,,
1993-05-11,5.25,,
1993-05-12,5.25,,
1993-05-13,5.22,,
1993-05-14,5.16,,
1993-05-17,5.22,,
1993-05-18,5.53,,
1993-05-19,5.41,,
1993-05-20,5.47,,
1993-05-21,5.44,,
1993-05-24,5.41,,
1993-05-25,5.41,,
1993-05-26,5.53,,
1993-05-27,5.5,,
1993-05-28,5.38,,
1993-06-01,5.31,,
1993-06-02,5.31,,
1993-06-03,5.69,,
1993-06-04,5.69,,
1993-06-07,5.75,,
1993-06-08,5.72,,
1993-06-09,5.88,,
1993-06-10,5.78,,
1993-06-11,5.75,,
1993-06-14,5.69,,
1993-06-15,5.72,,
1993-06-16,5.72,,
1993-06-17,5.81,,
1993-06-18,5.94,,
1993-06-21,5.97,,
1993-06-22,6.03,,
1993-06-23,6.0,,
1993-06-24,6.06,,
1993-06-25,6.19,,
1993-06-28,6.13,,
1993-06-29,6.16,,
1993-06-30,6.03,,
1993-07-01,6.16,,
1993-07-02,6.09,,
1993-07-06,6.03,,
1993-07-07,6.03,,
1993-07-08,5.97,,
1993-07-09,5.94,,
1993-07-12,5.91,,
1993-07-13,5.94,,
1993-07-14,5.66,,
1993-07-15,5.66,,
1993-07-16,5.69,,
1993-07-19,5.53,,
1993-07-20,5.75,,
1993-07-21,5.75,,
1993-07-22,5.81,,
1993-07-23,6.03,,
1993-07-26,6.06,,
1993-07-27,6.22,,
1993-07-28,6.0,,
1993-07-29,6.41,,
1993-07-30,6.5,,
1993-08-02,6.53,,
1993-08-03,6.25,,
1993-08-04,6.25,,
1993-08-05,6.28,,
1993-08-06,6.31,,
1993-08-09,6.38,,
1993-08-10,6.5,,
1993-08-11,6.56,,
1993-08-12,6.56,,
1993-08-13,6.63,,
1993-08-16,6.75,,
1993-08-17,6.78,,
1993-08-18,6.69,,
1993-08-19,6.56,,
1993-08-20,6.59,,
1993-08-23,6.69,,
1993-08-24,6.69,,
1993-08-25,6.63,,
1993-08-26,6.66,,
1993-08-27,6.91,,
1993-08-30,7.63,,
1993-08-31,7.63,,
1993-09-01,7.44,,
1993-09-02,7.53,,
1993-09-03,7.59,,
1993-09-07,7.59,,
1993-09-08,7.41,,
1993-09-09,7.31,,
1993-09-10,7.25,,
1993-09-13,7.25,,
1993-09-14,7.25,,
1993-09-15,7.25,,
1993-09-16,7.16,,
1993-09-17,7.0,,
1993-09-20,7.09,,
1993-09-21,7.13,,
1993-09-22,7.0,,
1993-09-23,6.81,,
1993-09-24,6.94,,
1993-09-27,7.09,,
1993-09-28,6.97,,
1993-09-29,7.19,,
1993-09-30,7.25,,
1993-10-01,7.38,,
1993-10-04,7.34,,
1993-10-05,7.19,,
1993-10-06,7.13,,
1993-10-07,6.97,,
1993-10-08,7.09,,
1993-10-11,7.19,,
1993-10-12,7.44,,
1993-10-13,7.44,,
1993-10-14,7.38,,
1993-10-15,7.44,,
1993-10-18,7.41,,
1993-10-19,7.22,,
1993-10-20,7.09,,
1993-10-21,7.09,,
1993-10-22,7.13,,
1993-10-25,7.06,,
1993-10-26,7.0,,
1993-10-27,7.09,,
1993-10-28,7.13,,
1993-10-29,6.97,,
1993-11-01,7.06,,
1993-11-02,7.13,,
1993-11-03,7.03,,
1993-11-04,7.09,,
1993-11-05,7.19,,
1993-11-08,7.16,,
1993-11-09,7.16,,
1993-11-10,7.25,,
1993-11-11,7.03,,
1993-11-12,7.16,,
1993-11-15,7.03,,
1993-11-16,6.81,,
1993-11-17,6.84,,
1993-11-18,6.84,,
1993-11-19,6.69,,
1993-11-22,6.59,,
1993-11-23,6.66,,
1993-11-24,6.84,,
1993-11-26,6.69,,
1993-11-29,6.38,,
1993-11-30,6.19,,
1993-12-01,5.97,,
1993-12-02,5.94,,
1993-12-03,5.91,,
1993-12-06,5.94,,
1993-12-07,6.03,,
1993-12-08,6.0,,
1993-12-09,5.84,,
1993-12-10,5.88,,
1993-12-13,6.06,,
1993-12-14,5.97,,
1993-12-15,5.97,,
1993-12-16,6.09,,
1993-12-17,6.13,,
1993-12-20,6.13,,
1993-12-21,6.09,,
1993-12-22,6.13,,
1993-12-23,6.25,,
1993-12-27,6.44,,
1993-12-28,6.5,,
1993-12-29,6.56,,
1993-12-30,6.69,,
1993-12-31,6.63,,
1994-01-03,6.53,,
1994-01-04,6.41,,
1994-01-05,6.81,,
1994-01-06,6.81,,
1994-01-07,6.75,,
1994-01-10,6.59,,
1994-01-11,6.44,,
1994-01-12,6.28,,
1994-01-13,6.22,,
1994-01-14,6.16,,
1994-01-17,6.31,,
1994-01-18,6.56,,
1994-01-19,6.75,,
1994-01-20,6.63,,
1994-01-21,6.88,,
1994-01-24,6.91,,
1994-01-25,6.69,,
1994-01-26,6.59,,
1994-01-27,6.59,,
1994-01-28,6.69,,
1994-01-31,6.84,,
1994-02-01,7.0,,
1994-02-02,7.06,,
1994-02-03,7.16,,
1994-02-04,6.88,,
1994-02-07,6.78,,
1994-02-08,6.84,,
1994-02-09,7.0,,
1994-02-10,6.84,,
1994-02-11,6.72,,
1994-02-14,6.78,,
1994-02-15,6.84,,
1994-02-16,6.91,,
1994-02-17,6.84,,
1994-02-18,6.78,,
1994-02-22,6.88,,
1994-02-23,6.78,,
1994-02-24,6.59,,
1994-02-25,6.53,,
1994-02-28,6.44,,
1994-03-01,6.47,,
1994-03-02,6.63,,
1994-03-03,6.53,,
1994-03-04,6.75,,
1994-03-07,6.81,,
1994-03-08,6.44,,
1994-03-09,6.25,,
1994-03-10,6.13,,
1994-03-11,6.16,,
1994-03-14,6.22,,
1994-03-15,6.22,,
1994-03-16,6.47,,
1994-03-17,6.69,,
1994-03-18,6.91,,
1994-03-21,6.44,,
1994-03-22,6.69,,
1994-03-23,6.44,,
1994-03-24,6.34,,
1994-03-25,6.44,,
1994-03-28,6.16,,
1994-03-29,6.0,,
1994-03-30,5.97,,
1994-03-31,5.94,,
1994-04-04,5.69,,
1994-04-05,5.94,,
1994-04-06,6.0,,
1994-04-07,5.94,,
1994-04-08,5.88,,
1994-04-11,6.03,,
1994-04-12,6.0,,
1994-04-13,5.94,,
1994-04-14,6.16,,
1994-04-15,6.59,,
1994-04-18,6.91,,
1994-04-19,6.78,,
1994-04-20,6.69,,
1994-04-21,6.91,,
1994-04-22,7.03,,
1994-04-25,7.34,,
1994-04-26,7.28,,
1994-04-28,7.06,,
1994-04-29,7.28,,
1994-05-02,7.19,,
1994-05-03,7.22,,
1994-05-04,7.22,,
1994-05-05,7.25,,
1994-05-06,7.28,,
1994-05-09,7.41,,
1994-05-10,7.41,,
1994-05-11,7.38,,
1994-05-12,7.53,,
1994-05-13,7.78,,
1994-05-16,7.56,,
1994-05-17,7.38,,
1994-05-18,7.41,,
1994-05-19,7.47,,
1994-05-20,7.31,,
1994-05-23,7.28,,
1994-05-24,7.13,,
1994-05-25,7.13,,
1994-05-26,7.03,,
1994-05-27,7.03,,
1994-05-31,7.06,,
1994-06-01,7.16,,
1994-06-02,7.16,,
1994-06-03,7.44,,
1994-06-06,7.59,,
1994-06-07,7.53,,
1994-06-08,7.63,,
1994-06-09,7.66,,
1994-06-10,7.78,,
1994-06-13,7.75,,
1994-06-14,7.91,,
1994-06-15,7.75,,
1994-06-16,8.0,,
1994-06-17,7.81,,
1994-06-20,7.75,,
1994-06-21,7.66,,
1994-06-22,7.69,,
1994-06-23,7.72,,
1994-06-24,7.56,,
1994-06-27,7.66,,
1994-06-28,7.53,,
1994-06-29,7.5,,
1994-06-30,7.56,,
1994-07-01,7.5,,
1994-07-05,7.41,,
1994-07-06,7.72,,
1994-07-07,7.5,,
1994-07-08,7.47,,
1994-07-11,7.5,,
1994-07-12,7.5,,
1994-07-13,7.34,,
1994-07-14,7.38,,
1994-07-15,7.34,,
1994-07-18,7.31,,
1994-07-19,7.34,,
1994-07-20,7.19,,
1994-07-21,7.09,,
1994-07-22,7.09,,
1994-07-25,6.81,,
1994-07-26,6.63,,
1994-07-27,6.56,,
1994-07-28,6.63,,
1994-07-29,6.81,,
1994-08-01,6.75,,
1994-08-02,6.78,,
1994-08-03,6.72,,
1994-08-04,6.63,,
1994-08-05,6.56,,
1994-08-08,6.47,,
1994-08-09,6.56,,
1994-08-10,6.66,,
1994-08-11,6.63,,
1994-08-12,6.63,,
1994-08-15,6.59,,
1994-08-16,6.53,,
1994-08-17,6.53,,
1994-08-18,6.44,,
1994-08-19,6.44,,
1994-08-22,6.5,,
1994-08-23,6.47,,
1994-08-24,6.53,,
1994-08-25,6.5,,
1994-08-26,6.5,,
1994-08-29,6.41,,
1994-08-30,6.34,,
1994-08-31,6.44,,
1994-09-01,6.5,,
1994-09-02,6.5,,
1994-09-06,6.56,,
1994-09-07,6.75,,
1994-09-08,7.03,,
1994-09-09,6.97,,
1994-09-12,6.88,,
1994-09-13,7.0,,
1994-09-14,6.97,,
1994-09-15,7.19,,
1994-09-16,7.0,,
1994-09-19,7.0,,
1994-09-20,6.84,,
1994-09-21,6.69,,
1994-09-22,6.66,,
1994-09-23,6.78,,
1994-09-26,6.75,,
1994-09-27,6.72,,
1994-09-28,6.69,,
1994-09-29,6.59,,
1994-09-30,6.69,,
1994-10-03,6.72,,
1994-10-04,6.56,,
1994-10-05,6.53,,
1994-10-06,6.56,,
1994-10-07,6.91,,
1994-10-10,6.78,,
1994-10-11,6.91,,
1994-10-12,6.88,,
1994-10-13,6.69,,
1994-10-14,6.84,,
1994-10-17,6.81,,
1994-10-18,6.78,,
1994-10-19,6.75,,
1994-10-20,6.75,,
1994-10-21,6.75,,
1994-10-24,6.66,,
1994-10-25,6.84,,
1994-10-26,7.0,,
1994-10-27,7.22,,
1994-10-28,7.53,,
1994-10-31,7.5,,
1994-11-01,7.31,,
1994-11-02,7.44,,
1994-11-03,7.41,,
1994-11-04,7.38,,
1994-11-07,7.25,,
1994-11-08,7.41,,
1994-11-09,7.34,,
1994-11-10,7.19,,
1994-11-11,7.19,,
1994-11-14,7.28,,
1994-11-15,7.22,,
1994-11-16,7.03,,
1994-11-17,6.75,,
1994-11-18,6.56,,
1994-11-21,6.47,,
1994-11-22,6.53,,
1994-11-23,6.56,,
1994-11-25,6.63,,
1994-11-28,6.63,,
1994-11-29,6.75,,
1994-11-30,6.91,,
1994-12-01,6.66,,
1994-12-02,6.56,,
1994-12-05,6.25,,
1994-12-06,6.06,,
1994-12-07,6.0,,
1994-12-08,6.16,,
1994-12-09,6.03,,
1994-12-12,6.0,,
1994-12-13,6.25,,
1994-12-14,6.28,,
1994-12-15,6.25,,
1994-12-16,6.22,,
1994-12-19,6.03,,
1994-12-20,6.0,,
1994-12-21,6.03,,
1994-12-22,5.97,,
1994-12-23,5.81,,
1994-12-27,5.72,,
1994-12-28,5.84,,
1994-12-29,6.13,,
1994-12-30,6.19,,
1995-01-03,6.19,,
1995-01-04,6.19,,
1995-01-05,6.13,,
1995-01-06,6.03,,
1995-01-09,5.88,,
1995-01-10,5.69,,
1995-01-11,5.53,,
1995-01-12,5.59,,
1995-01-13,5.53,,
1995-01-16,5.72,,
1995-01-17,5.75,,
1995-01-18,5.75,,
1995-01-19,5.69,,
1995-01-20,5.69,,
1995-01-23,5.72,,
1995-01-24,5.63,,
1995-01-25,5.72,,
1995-01-26,5.78,,
1995-01-27,5.72,,
1995-01-30,5.59,,
1995-01-31,5.47,,
1995-02-01,5.41,,
1995-02-02,5.63,,
1995-02-03,5.78,,
1995-02-06,5.91,,
1995-02-07,5.94,,
1995-02-08,5.91,,
1995-02-09,5.94,,
1995-02-10,5.94,,
1995-02-13,5.91,,
1995-02-14,5.81,,
1995-02-15,5.94,,
1995-02-16,5.88,,
1995-02-17,6.22,,
1995-02-21,6.13,,
1995-02-22,6.22,,
1995-02-23,6.34,,
1995-02-24,6.44,,
1995-02-27,6.31,,
1995-02-28,6.38,,
1995-03-01,6.41,,
1995-03-02,6.53,,
