date,PEG,PEG_EPS,PE Ratio
1995-04-24,13.75,,
1995-04-25,13.75,,
1995-04-26,13.81,,
1995-04-27,13.81,,
1995-04-28,13.75,,
1995-05-01,13.69,,
1995-05-02,13.56,,
1995-05-03,13.75,,
1995-05-04,13.69,,
1995-05-05,14.0,,
1995-05-08,13.94,,
1995-05-09,14.0,,
1995-05-10,14.0,,
1995-05-11,13.88,,
1995-05-12,14.06,,
1995-05-15,14.19,,
1995-05-16,14.25,,
1995-05-17,14.19,,
1995-05-18,14.0,,
1995-05-19,13.94,,
1995-05-22,14.13,,
1995-05-23,14.19,,
1995-05-24,14.25,,
1995-05-25,14.5,,
1995-05-26,14.5,,
1995-05-30,14.69,,
1995-05-31,14.88,,
1995-06-01,14.69,,
1995-06-02,14.88,,
1995-06-05,15.0,,
1995-06-06,15.0,,
1995-06-07,14.81,,
1995-06-08,14.5,,
1995-06-09,14.19,,
1995-06-12,14.31,,
1995-06-13,14.38,,
1995-06-14,13.56,,
1995-06-15,13.56,,
1995-06-16,13.63,,
1995-06-19,13.75,,
1995-06-20,13.69,,
1995-06-21,13.69,,
1995-06-22,13.94,,
1995-06-23,13.94,,
1995-06-26,13.94,,
1995-06-27,13.94,,
1995-06-28,14.06,,
1995-06-29,13.94,,
1995-06-30,13.88,,
1995-07-03,13.88,,
1995-07-05,13.94,,
1995-07-06,14.0,,
1995-07-07,14.0,,
1995-07-10,14.0,,
1995-07-11,13.88,,
1995-07-12,14.06,,
1995-07-13,14.0,,
1995-07-14,14.0,,
1995-07-17,14.06,,
1995-07-18,13.94,,
1995-07-19,13.81,,
1995-07-20,13.75,,
1995-07-21,13.69,,
1995-07-24,13.69,,
1995-07-25,13.81,,
1995-07-26,13.75,,
1995-07-27,13.81,,
1995-07-28,13.75,,
1995-07-31,13.88,,
1995-08-01,13.94,,
1995-08-02,14.0,,
1995-08-03,14.0,,
1995-08-04,13.94,,
1995-08-07,13.94,,
1995-08-08,14.0,,
1995-08-09,13.88,,
1995-08-10,13.94,,
1995-08-11,13.75,,
1995-08-14,13.81,,
1995-08-15,13.75,,
1995-08-16,13.88,,
1995-08-17,14.0,,
1995-08-18,13.94,,
1995-08-21,13.94,,
1995-08-22,13.88,,
1995-08-23,13.81,,
1995-08-24,13.75,,
1995-08-25,13.94,,
1995-08-28,13.88,,
1995-08-29,13.75,,
1995-08-30,13.75,,
1995-08-31,13.75,,
1995-09-01,13.88,,
1995-09-05,13.94,,
1995-09-06,13.44,,
1995-09-07,13.5,,
1995-09-08,13.44,,
1995-09-11,13.44,,
1995-09-12,13.5,,
1995-09-13,13.38,,
1995-09-14,13.44,,
1995-09-15,13.44,,
1995-09-18,13.5,,
1995-09-19,13.63,,
1995-09-20,13.81,,
1995-09-21,13.75,,
1995-09-22,13.81,,
1995-09-25,13.94,,
1995-09-26,14.19,,
1995-09-27,14.38,,
1995-09-28,14.75,,
1995-09-29,14.88,,
1995-10-02,14.94,,
1995-10-03,14.88,,
1995-10-04,14.81,,
1995-10-05,14.69,,
1995-10-06,14.69,,
1995-10-09,14.81,,
1995-10-10,14.81,,
1995-10-11,14.94,,
1995-10-12,14.88,,
1995-10-13,14.63,,
1995-10-16,14.56,,
1995-10-17,14.44,,
1995-10-18,14.56,,
1995-10-19,14.88,,
1995-10-20,14.94,,
1995-10-23,14.94,,
1995-10-24,14.88,,
1995-10-25,14.81,,
1995-10-26,14.81,,
1995-10-27,14.56,,
1995-10-30,14.63,,
1995-10-31,14.69,,
1995-11-01,14.63,,
1995-11-02,14.56,,
1995-11-03,14.5,,
1995-11-06,14.56,,
1995-11-07,14.56,,
1995-11-08,14.63,,
1995-11-09,14.63,,
1995-11-10,14.63,,
1995-11-13,14.44,,
1995-11-14,14.38,,
1995-11-15,14.5,,
1995-11-16,14.69,,
1995-11-17,14.75,,
1995-11-20,14.75,,
1995-11-21,14.75,,
1995-11-22,14.56,,
1995-11-24,14.69,,
1995-11-27,14.75,,
1995-11-28,14.81,,
1995-11-29,14.81,,
1995-11-30,14.81,,
1995-12-01,14.81,,
1995-12-04,14.94,,
1995-12-05,14.63,,
1995-12-06,15.0,,
1995-12-07,14.94,,
1995-12-08,14.94,,
1995-12-11,14.75,,
1995-12-12,14.63,,
1995-12-13,14.63,,
1995-12-14,14.75,,
1995-12-15,14.88,,
1995-12-18,14.94,,
1995-12-19,15.19,,
1995-12-20,15.06,,
1995-12-21,15.06,,
1995-12-22,15.19,,
1995-12-26,15.19,,
1995-12-27,15.25,,
1995-12-28,15.19,,
1995-12-29,15.31,,
1996-01-02,15.44,,
1996-01-03,15.56,,
1996-01-04,15.56,,
1996-01-05,15.69,,
1996-01-08,15.5,,
1996-01-09,15.69,,
1996-01-10,15.38,,
1996-01-11,15.31,,
1996-01-12,15.25,,
1996-01-15,15.5,,
1996-01-16,15.5,,
1996-01-17,15.5,,
1996-01-18,15.25,,
1996-01-19,15.38,,
1996-01-22,15.25,,
1996-01-23,15.25,,
1996-01-24,15.44,,
1996-01-25,15.25,,
1996-01-26,15.25,,
1996-01-29,15.38,,
1996-01-30,15.31,,
1996-01-31,15.63,,
1996-02-01,15.81,,
1996-02-02,15.5,,
1996-02-05,15.44,,
1996-02-06,15.69,,
1996-02-07,15.56,,
1996-02-08,15.69,,
1996-02-09,15.5,,
1996-02-12,15.75,,
1996-02-13,16.0,,
1996-02-14,15.69,,
1996-02-15,15.63,,
1996-02-16,15.5,,
1996-02-20,15.44,,
1996-02-21,15.38,,
1996-02-22,15.56,,
1996-02-23,15.06,,
1996-02-26,14.5,,
1996-02-27,14.5,,
1996-02-28,14.25,,
1996-02-29,14.06,,
1996-03-01,14.13,,
1996-03-04,14.38,,
1996-03-05,14.25,,
1996-03-06,13.88,,
1996-03-07,13.63,,
1996-03-08,13.31,,
1996-03-11,13.38,,
1996-03-12,13.25,,
1996-03-13,13.13,,
1996-03-14,12.94,,
1996-03-15,12.94,,
1996-03-18,13.31,,
1996-03-19,13.13,,
1996-03-20,13.25,,
1996-03-21,13.31,,
1996-03-22,13.25,,
1996-03-25,13.44,,
1996-03-26,13.63,,
1996-03-27,13.81,,
1996-03-28,13.75,,
1996-03-29,13.69,,
1996-04-01,13.75,,
1996-04-02,13.88,,
1996-04-03,13.56,,
1996-04-04,13.56,,
1996-04-08,13.25,,
1996-04-09,13.38,,
1996-04-10,13.25,,
1996-04-11,13.19,,
1996-04-12,13.19,,
1996-04-15,13.13,,
1996-04-16,13.19,,
1996-04-17,13.06,,
1996-04-18,13.0,,
1996-04-19,12.88,,
1996-04-22,12.81,,
1996-04-23,12.88,,
1996-04-24,13.13,,
1996-04-25,13.06,,
1996-04-26,13.06,,
1996-04-29,13.0,,
1996-04-30,13.06,,
1996-05-01,13.06,,
1996-05-02,12.94,,
1996-05-03,12.69,,
1996-05-06,12.75,,
1996-05-07,12.75,,
1996-05-08,13.13,,
1996-05-09,13.06,,
1996-05-10,13.19,,
1996-05-13,13.44,,
1996-05-14,13.5,,
1996-05-15,13.44,,
1996-05-16,13.31,,
1996-05-17,13.44,,
1996-05-20,13.44,,
1996-05-21,13.38,,
1996-05-22,13.63,,
1996-05-23,13.5,,
1996-05-24,13.69,,
1996-05-28,13.5,,
1996-05-29,13.44,,
1996-05-30,13.44,,
1996-05-31,13.25,,
1996-06-03,13.13,,
1996-06-04,13.25,,
1996-06-05,13.13,,
1996-06-06,13.0,,
1996-06-07,13.0,,
1996-06-10,12.81,,
1996-06-11,12.81,,
1996-06-12,12.69,,
1996-06-13,12.75,,
1996-06-14,12.75,,
1996-06-17,12.81,,
1996-06-18,12.69,,
1996-06-19,12.69,,
1996-06-20,12.69,,
1996-06-21,12.88,,
1996-06-24,12.94,,
1996-06-25,13.06,,
1996-06-26,13.06,,
1996-06-27,13.25,,
1996-06-28,13.75,,
1996-07-01,13.75,,
1996-07-02,13.81,,
1996-07-03,13.75,,
1996-07-05,13.5,,
1996-07-08,13.44,,
1996-07-09,13.44,,
1996-07-10,13.5,,
1996-07-11,13.38,,
1996-07-12,13.5,,
1996-07-15,13.13,,
1996-07-16,13.19,,
1996-07-17,13.19,,
1996-07-18,13.25,,
1996-07-19,13.25,,
1996-07-22,13.06,,
1996-07-23,13.06,,
1996-07-24,13.06,,
1996-07-25,13.0,,
1996-07-26,12.94,,
1996-07-29,12.94,,
1996-07-30,13.0,,
1996-07-31,13.0,,
1996-08-01,13.19,,
1996-08-02,13.63,,
1996-08-05,13.63,,
1996-08-06,13.5,,
1996-08-07,13.56,,
1996-08-08,13.5,,
1996-08-09,13.5,,
1996-08-12,13.69,,
1996-08-13,13.56,,
1996-08-14,13.56,,
1996-08-15,13.56,,
1996-08-16,13.69,,
1996-08-19,13.69,,
1996-08-20,13.56,,
1996-08-21,13.56,,
1996-08-22,13.63,,
1996-08-23,13.5,,
1996-08-26,13.63,,
1996-08-27,13.69,,
1996-08-28,13.81,,
1996-08-29,13.69,,
1996-08-30,13.56,,
1996-09-03,13.63,,
1996-09-04,13.75,,
1996-09-05,13.25,,
1996-09-06,13.25,,
1996-09-09,13.31,,
1996-09-10,13.31,,
1996-09-11,13.38,,
1996-09-12,13.5,,
1996-09-13,13.75,,
1996-09-16,13.69,,
1996-09-17,13.75,,
1996-09-18,13.5,,
1996-09-19,13.63,,
1996-09-20,13.56,,
1996-09-23,13.56,,
1996-09-24,13.5,,
1996-09-25,13.38,,
1996-09-26,13.38,,
1996-09-27,13.5,,
1996-09-30,13.38,,
1996-10-01,13.44,,
1996-10-02,13.38,,
1996-10-03,13.19,,
1996-10-04,13.38,,
1996-10-07,13.38,,
1996-10-08,13.44,,
1996-10-09,13.44,,
1996-10-10,13.38,,
1996-10-11,13.44,,
1996-10-14,13.44,,
1996-10-15,13.56,,
1996-10-16,13.56,,
1996-10-17,13.56,,
1996-10-18,13.63,,
1996-10-21,13.56,,
1996-10-22,13.5,,
1996-10-23,13.44,,
1996-10-24,13.38,,
1996-10-25,13.38,,
1996-10-28,13.31,,
1996-10-29,13.38,,
1996-10-30,13.44,,
1996-10-31,13.44,,
1996-11-01,13.5,,
1996-11-04,13.5,,
1996-11-05,13.75,,
1996-11-06,14.0,,
1996-11-07,13.88,,
1996-11-08,14.0,,
1996-11-11,14.0,,
1996-11-12,13.94,,
1996-11-13,13.88,,
1996-11-14,13.88,,
1996-11-15,14.13,,
1996-11-18,14.06,,
1996-11-19,14.0,,
1996-11-20,14.13,,
1996-11-21,14.38,,
1996-11-22,14.44,,
1996-11-25,14.44,,
1996-11-26,14.25,,
1996-11-27,14.25,,
1996-11-29,14.31,,
1996-12-02,14.19,,
1996-12-03,14.25,,
1996-12-04,14.38,,
1996-12-05,14.5,,
1996-12-06,14.0,,
1996-12-09,14.25,,
1996-12-10,14.0,,
1996-12-11,13.88,,
1996-12-12,13.75,,
1996-12-13,13.75,,
1996-12-16,13.63,,
1996-12-17,13.69,,
1996-12-18,13.63,,
1996-12-19,13.63,,
1996-12-20,13.75,,
1996-12-23,13.75,,
1996-12-24,13.88,,
1996-12-26,13.81,,
1996-12-27,13.88,,
1996-12-30,13.88,,
1996-12-31,13.63,,
1997-01-02,13.81,,
1997-01-03,13.81,,
1997-01-06,13.81,,
1997-01-07,14.13,,
1997-01-08,14.19,,
1997-01-09,14.38,,
1997-01-10,14.38,,
1997-01-13,14.5,,
1997-01-14,14.56,,
1997-01-15,14.44,,
1997-01-16,14.31,,
1997-01-17,14.25,,
1997-01-20,14.06,,
1997-01-21,14.19,,
1997-01-22,14.19,,
1997-01-23,14.06,,
1997-01-24,13.75,,
1997-01-27,13.69,,
1997-01-28,13.69,,
1997-01-29,13.38,,
1997-01-30,13.69,,
1997-01-31,13.69,,
1997-02-03,13.63,,
1997-02-04,13.81,,
1997-02-05,13.75,,
1997-02-06,13.81,,
1997-02-07,13.94,,
1997-02-10,13.94,,
1997-02-11,13.81,,
1997-02-12,13.81,,
1997-02-13,13.75,,
1997-02-14,13.81,,
1997-02-18,13.88,,
1997-02-19,13.94,,
1997-02-20,13.88,,
1997-02-21,13.94,,
1997-02-24,14.0,,
1997-02-25,14.06,,
1997-02-26,14.0,,
1997-02-27,14.06,,
1997-02-28,14.13,,
1997-03-03,14.13,,
1997-03-04,14.13,,
1997-03-05,14.19,,
1997-03-06,13.63,,
1997-03-07,13.63,,
1997-03-10,13.5,,
1997-03-11,13.44,,
1997-03-12,13.25,,
1997-03-13,13.19,,
1997-03-14,13.25,,
1997-03-17,13.44,,
1997-03-18,13.25,,
1997-03-19,13.38,,
1997-03-20,13.31,,
1997-03-21,13.31,,
1997-03-24,13.63,,
1997-03-25,13.69,,
1997-03-26,13.56,,
1997-03-27,13.31,,
1997-03-31,13.13,,
1997-04-01,13.19,,
1997-04-02,13.13,,
1997-04-03,12.94,,
1997-04-04,12.88,,
1997-04-07,12.25,,
1997-04-08,12.25,,
1997-04-09,11.94,,
1997-04-10,12.19,,
1997-04-11,12.06,,
1997-04-14,12.06,,
1997-04-15,12.06,,
1997-04-16,12.06,,
1997-04-17,12.0,,
1997-04-18,11.94,,
1997-04-21,11.88,,
1997-04-22,11.94,,
1997-04-23,11.94,,
1997-04-24,11.63,,
1997-04-25,11.56,,
1997-04-28,11.94,,
1997-04-29,12.19,,
1997-04-30,12.06,,
1997-05-01,12.0,,
1997-05-02,12.38,,
1997-05-05,12.88,,
1997-05-06,12.75,,
1997-05-07,12.56,,
1997-05-08,12.38,,
1997-05-09,12.38,,
1997-05-12,12.38,,
1997-05-13,12.38,,
1997-05-14,12.63,,
1997-05-15,12.56,,
1997-05-16,12.5,,
1997-05-19,12.5,,
1997-05-20,12.38,,
1997-05-21,12.31,,
1997-05-22,12.13,,
1997-05-23,12.19,,
1997-05-27,12.38,,
1997-05-28,12.31,,
1997-05-29,12.44,,
1997-05-30,12.38,,
1997-06-02,12.31,,
1997-06-03,12.31,,
1997-06-04,12.31,,
1997-06-05,12.0,,
1997-06-06,12.13,,
1997-06-09,12.06,,
1997-06-10,12.06,,
1997-06-11,12.13,,
1997-06-12,12.44,,
1997-06-13,12.31,,
1997-06-16,12.31,,
1997-06-17,12.38,,
1997-06-18,12.44,,
1997-06-19,12.75,,
1997-06-20,12.56,,
1997-06-23,12.19,,
1997-06-24,12.53,,
1997-06-25,12.31,,
1997-06-26,12.31,,
1997-06-27,12.53,,
1997-06-30,12.5,,
1997-07-01,12.56,,
1997-07-02,12.75,,
1997-07-03,12.91,,
1997-07-07,12.78,,
1997-07-08,12.91,,
1997-07-09,12.88,,
1997-07-10,12.84,,
1997-07-11,12.81,,
1997-07-14,12.75,,
1997-07-15,12.75,,
1997-07-16,12.66,,
1997-07-17,12.5,,
1997-07-18,12.41,,
1997-07-21,12.34,,
1997-07-22,12.5,,
1997-07-23,12.34,,
1997-07-24,12.31,,
1997-07-25,12.25,,
1997-07-28,12.16,,
1997-07-29,12.28,,
1997-07-30,12.28,,
1997-07-31,12.38,,
1997-08-01,12.16,,
1997-08-04,12.09,,
1997-08-05,12.22,,
1997-08-06,12.22,,
1997-08-07,12.31,,
1997-08-08,12.06,,
1997-08-11,12.34,,
1997-08-12,12.34,,
1997-08-13,12.25,,
1997-08-14,12.25,,
1997-08-15,12.13,,
1997-08-18,12.31,,
1997-08-19,12.38,,
1997-08-20,12.53,,
1997-08-21,12.38,,
1997-08-22,12.41,,
1997-08-25,12.53,,
1997-08-26,12.53,,
1997-08-27,12.59,,
1997-08-28,12.53,,
1997-08-29,12.41,,
1997-09-02,12.66,,
1997-09-03,12.69,,
1997-09-04,12.75,,
1997-09-05,12.34,,
1997-09-08,12.44,,
1997-09-09,12.47,,
1997-09-10,12.56,,
1997-09-11,12.5,,
1997-09-12,12.59,,
1997-09-15,12.63,,
1997-09-16,12.78,,
1997-09-17,12.66,,
1997-09-18,12.69,,
1997-09-19,12.78,,
1997-09-22,12.81,,
1997-09-23,12.84,,
1997-09-24,12.97,,
1997-09-25,12.91,,
1997-09-26,12.91,,
1997-09-29,12.97,,
1997-09-30,12.88,,
1997-10-01,13.09,,
1997-10-02,13.09,,
1997-10-03,13.22,,
1997-10-06,13.31,,
1997-10-07,13.38,,
1997-10-08,13.06,,
1997-10-09,12.94,,
1997-10-10,13.13,,
1997-10-13,13.22,,
1997-10-14,13.25,,
1997-10-15,13.13,,
1997-10-16,13.13,,
1997-10-17,13.09,,
1997-10-20,13.13,,
1997-10-21,13.22,,
1997-10-22,13.06,,
1997-10-23,12.94,,
1997-10-24,13.03,,
1997-10-27,12.97,,
1997-10-28,12.97,,
1997-10-29,13.0,,
1997-10-30,12.88,,
1997-10-31,12.97,,
1997-11-03,13.0,,
1997-11-04,13.19,,
1997-11-05,13.16,,
1997-11-06,13.13,,
1997-11-07,13.13,,
1997-11-10,13.19,,
1997-11-11,13.31,,
1997-11-12,13.28,,
1997-11-13,13.41,,
1997-11-14,13.53,,
1997-11-17,13.72,,
1997-11-18,13.78,,
1997-11-19,14.06,,
1997-11-20,14.16,,
1997-11-21,14.28,,
1997-11-24,14.28,,
1997-11-25,14.53,,
1997-11-26,14.44,,
1997-11-28,14.59,,
1997-12-01,14.81,,
1997-12-02,14.72,,
1997-12-03,14.72,,
1997-12-04,14.75,,
1997-12-05,14.75,,
1997-12-08,14.28,,
1997-12-09,14.38,,
1997-12-10,14.19,,
1997-12-11,14.06,,
1997-12-12,14.38,,
1997-12-15,14.75,,
1997-12-16,14.78,,
1997-12-17,14.84,,
1997-12-18,14.84,,
1997-12-19,14.97,,
1997-12-22,15.38,,
1997-12-23,15.41,,
1997-12-24,15.28,,
1997-12-26,15.38,,
1997-12-29,15.44,,
1997-12-30,15.63,,
1997-12-31,15.91,,
1998-01-02,15.91,,
1998-01-05,15.66,,
1998-01-06,15.44,,
1998-01-07,15.38,,
1998-01-08,15.59,,
1998-01-09,15.5,,
1998-01-12,15.69,,
1998-01-13,15.59,,
1998-01-14,15.59,,
1998-01-15,15.53,,
1998-01-16,15.63,,
1998-01-20,15.78,,
1998-01-21,16.13,,
1998-01-22,16.13,,
1998-01-23,15.91,,
1998-01-26,15.97,,
1998-01-27,15.69,,
1998-01-28,15.47,,
1998-01-29,15.53,,
1998-01-30,15.5,,
1998-02-02,15.66,,
1998-02-03,15.63,,
1998-02-04,15.5,,
1998-02-05,15.66,,
1998-02-06,15.88,,
1998-02-09,15.81,,
1998-02-10,15.94,,
1998-02-11,15.88,,
1998-02-12,15.88,,
1998-02-13,15.88,,
1998-02-17,16.0,,
1998-02-18,15.94,,
1998-02-19,15.75,,
1998-02-20,15.84,,
1998-02-23,16.13,,
1998-02-24,16.0,,
1998-02-25,16.09,,
1998-02-26,16.03,,
1998-02-27,16.13,,
1998-03-02,16.06,,
1998-03-03,16.19,,
1998-03-04,16.16,,
1998-03-05,16.22,,
1998-03-06,16.25,,
1998-03-09,16.25,,
1998-03-10,16.31,,
1998-03-11,16.31,,
1998-03-12,16.38,,
1998-03-13,16.22,,
1998-03-16,16.38,,
1998-03-17,16.97,,
1998-03-18,17.13,,
1998-03-19,17.44,,
1998-03-20,18.13,,
1998-03-23,18.44,,
1998-03-24,18.53,,
1998-03-25,18.59,,
1998-03-26,18.84,,
1998-03-27,18.66,,
1998-03-30,18.63,,
1998-03-31,18.88,,
1998-04-01,18.63,,
1998-04-02,18.84,,
1998-04-03,18.72,,
1998-04-06,18.63,,
1998-04-07,18.44,,
1998-04-08,18.25,,
1998-04-09,18.41,,
1998-04-13,18.03,,
1998-04-14,18.09,,
1998-04-15,17.97,,
1998-04-16,17.75,,
1998-04-17,17.78,,
1998-04-20,17.59,,
1998-04-21,17.44,,
1998-04-22,17.09,,
1998-04-23,16.81,,
1998-04-24,17.03,,
1998-04-27,16.59,,
1998-04-28,16.72,,
1998-04-29,16.72,,
1998-04-30,16.78,,
1998-05-01,16.72,,
1998-05-04,16.91,,
1998-05-05,16.59,,
1998-05-06,16.72,,
1998-05-07,16.66,,
1998-05-08,16.78,,
1998-05-11,16.72,,
1998-05-12,16.78,,
1998-05-13,16.59,,
1998-05-14,16.59,,
1998-05-15,16.69,,
1998-05-18,16.56,,
1998-05-19,16.38,,
1998-05-20,16.44,,
1998-05-21,16.38,,
1998-05-22,16.34,,
1998-05-26,16.09,,
1998-05-27,16.19,,
1998-05-28,16.31,,
1998-05-29,16.56,,
1998-06-01,17.13,,
1998-06-02,17.22,,
1998-06-03,17.31,,
1998-06-04,17.03,,
1998-06-05,16.94,,
1998-06-08,16.69,,
1998-06-09,16.66,,
1998-06-10,16.91,,
1998-06-11,17.16,,
1998-06-12,17.28,,
1998-06-15,17.19,,
1998-06-16,17.28,,
1998-06-17,17.09,,
1998-06-18,17.25,,
1998-06-19,17.13,,
1998-06-22,17.09,,
1998-06-23,17.16,,
1998-06-24,17.0,,
1998-06-25,16.91,,
1998-06-26,17.03,,
1998-06-29,17.16,,
1998-06-30,17.22,,
1998-07-01,17.19,,
1998-07-02,17.09,,
1998-07-06,17.25,,
1998-07-07,17.09,,
1998-07-08,16.94,,
1998-07-09,16.84,,
1998-07-10,16.88,,
1998-07-13,16.63,,
1998-07-14,16.72,,
1998-07-15,16.69,,
1998-07-16,16.78,,
1998-07-17,16.75,,
1998-07-20,16.66,,
1998-07-21,16.53,,
1998-07-22,16.78,,
1998-07-23,16.53,,
1998-07-24,16.47,,
1998-07-27,16.69,,
1998-07-28,16.63,,
1998-07-29,16.53,,
1998-07-30,16.75,,
1998-07-31,16.34,,
1998-08-03,16.69,,
1998-08-04,16.5,,
1998-08-05,16.56,,
1998-08-06,16.75,,
1998-08-07,16.94,,
1998-08-10,17.06,,
1998-08-11,16.84,,
1998-08-12,17.16,,
1998-08-13,16.91,,
1998-08-14,16.69,,
1998-08-17,17.19,,
1998-08-18,17.25,,
1998-08-19,17.13,,
1998-08-20,17.19,,
1998-08-21,17.47,,
1998-08-24,17.75,,
1998-08-25,17.53,,
1998-08-26,17.97,,
1998-08-27,17.94,,
1998-08-28,18.19,,
1998-08-31,18.25,,
1998-09-01,18.25,,
1998-09-02,18.38,,
1998-09-03,18.19,,
1998-09-04,17.5,,
1998-09-08,17.69,,
1998-09-09,17.84,,
1998-09-10,18.0,,
1998-09-11,18.25,,
1998-09-14,18.44,,
1998-09-15,18.78,,
1998-09-16,19.06,,
1998-09-17,19.25,,
1998-09-18,19.25,,
1998-09-21,19.13,,
1998-09-22,19.19,,
1998-09-23,19.44,,
1998-09-24,19.09,,
1998-09-25,19.25,,
1998-09-28,19.59,,
1998-09-29,19.72,,
1998-09-30,19.66,,
1998-10-01,19.88,,
1998-10-02,20.25,,
1998-10-05,21.09,,
1998-10-06,20.81,,
1998-10-07,21.0,,
1998-10-08,20.88,,
1998-10-09,20.0,,
1998-10-12,19.44,,
1998-10-13,19.66,,
1998-10-14,19.94,,
1998-10-15,20.5,,
1998-10-16,19.88,,
1998-10-19,19.5,,
1998-10-20,19.19,,
1998-10-21,19.06,,
1998-10-22,19.06,,
1998-10-23,18.91,,
1998-10-26,18.59,,
1998-10-27,18.56,,
1998-10-28,18.81,,
1998-10-29,18.66,,
1998-10-30,19.0,,
1998-11-02,19.09,,
1998-11-03,19.28,,
1998-11-04,19.16,,
1998-11-05,19.22,,
1998-11-06,19.13,,
1998-11-09,19.06,,
1998-11-10,19.72,,
1998-11-11,19.47,,
1998-11-12,19.63,,
1998-11-13,19.63,,
1998-11-16,19.69,,
1998-11-17,19.56,,
1998-11-18,19.31,,
1998-11-19,19.38,,
1998-11-20,19.31,,
1998-11-23,19.56,,
1998-11-24,19.75,,
1998-11-25,19.88,,
1998-11-27,19.81,,
1998-11-30,19.5,,
1998-12-01,19.78,,
1998-12-02,19.91,,
1998-12-03,19.66,,
1998-12-04,20.16,,
1998-12-07,20.25,,
1998-12-08,20.06,,
1998-12-09,20.06,,
1998-12-10,19.75,,
1998-12-11,19.81,,
1998-12-14,19.78,,
1998-12-15,19.75,,
1998-12-16,19.84,,
1998-12-17,20.16,,
1998-12-18,20.16,,
1998-12-21,20.0,,
1998-12-22,19.84,,
1998-12-23,20.0,,
1998-12-24,19.97,,
1998-12-28,20.0,,
1998-12-29,20.13,,
1998-12-30,19.97,,
1998-12-31,20.0,,
1999-01-04,19.84,,
1999-01-05,19.75,,
1999-01-06,19.94,,
1999-01-07,19.94,,
1999-01-08,20.06,,
1999-01-11,19.91,,
1999-01-12,19.91,,
1999-01-13,19.88,,
1999-01-14,19.78,,
1999-01-15,19.78,,
1999-01-19,19.75,,
1999-01-20,19.66,,
1999-01-21,19.75,,
1999-01-22,19.88,,
1999-01-25,19.94,,
1999-01-26,19.88,,
1999-01-27,19.59,,
1999-01-28,19.91,,
1999-01-29,19.78,,
1999-02-01,19.31,,
1999-02-02,19.28,,
1999-02-03,19.31,,
1999-02-04,19.16,,
1999-02-05,19.25,,
1999-02-08,19.22,,
1999-02-09,19.06,,
1999-02-10,18.97,,
1999-02-11,18.84,,
1999-02-12,18.31,,
1999-02-16,18.53,,
1999-02-17,18.88,,
1999-02-18,19.28,,
1999-02-19,19.09,,
1999-02-22,19.41,,
1999-02-23,19.16,,
1999-02-24,19.31,,
1999-02-25,19.13,,
1999-02-26,19.0,,
1999-03-01,18.84,,
1999-03-02,18.97,,
1999-03-03,18.94,,
1999-03-04,19.31,,
1999-03-05,19.66,,
1999-03-08,19.31,,
1999-03-09,18.94,,
1999-03-10,19.06,,
1999-03-11,19.06,,
1999-03-12,19.44,,
1999-03-15,19.19,,
1999-03-16,19.22,,
1999-03-17,18.91,,
1999-03-18,19.19,,
1999-03-19,19.34,,
1999-03-22,19.16,,
1999-03-23,19.13,,
1999-03-24,19.41,,
1999-03-25,19.63,,
1999-03-26,19.41,,
1999-03-29,19.5,,
1999-03-30,19.22,,
1999-03-31,19.09,,
1999-04-01,19.28,,
1999-04-05,19.56,,
1999-04-06,19.31,,
1999-04-07,19.19,,
1999-04-08,19.38,,
1999-04-09,19.34,,
1999-04-12,19.44,,
1999-04-13,19.16,,
1999-04-14,18.78,,
1999-04-15,18.78,,
1999-04-16,18.88,,
1999-04-19,19.03,,
1999-04-20,19.72,,
1999-04-21,19.38,,
1999-04-22,19.53,,
1999-04-23,19.59,,
1999-04-26,19.81,,
1999-04-27,19.94,,
1999-04-28,20.0,,
1999-04-29,20.16,,
1999-04-30,20.0,,
1999-05-03,20.38,,
1999-05-04,20.25,,
1999-05-05,20.41,,
1999-05-06,20.34,,
1999-05-07,20.34,,
1999-05-10,20.38,,
1999-05-11,20.28,,
1999-05-12,20.22,,
1999-05-13,20.5,,
1999-05-14,20.31,,
1999-05-17,20.38,,
1999-05-18,20.31,,
1999-05-19,20.5,,
1999-05-20,20.53,,
1999-05-21,20.72,,
1999-05-24,20.69,,
1999-05-25,20.88,,
1999-05-26,21.0,,
1999-05-27,20.56,,
1999-05-28,20.97,,
1999-06-01,20.66,,
1999-06-02,20.59,,
1999-06-03,20.75,,
1999-06-04,20.94,,
1999-06-07,20.69,,
1999-06-08,20.56,,
1999-06-09,20.56,,
1999-06-10,20.28,,
1999-06-11,20.25,,
1999-06-14,20.41,,
1999-06-15,20.69,,
1999-06-16,21.03,,
1999-06-17,20.94,,
1999-06-18,20.91,,
1999-06-21,20.66,,
1999-06-22,21.0,,
1999-06-23,20.81,,
1999-06-24,20.56,,
1999-06-25,20.66,,
1999-06-28,20.69,,
1999-06-29,20.69,,
1999-06-30,20.41,,
1999-07-01,20.31,,
1999-07-02,20.41,,
1999-07-06,20.38,,
1999-07-07,20.19,,
1999-07-08,20.09,,
1999-07-09,20.16,,
1999-07-12,20.16,,
1999-07-13,20.28,,
1999-07-14,20.34,,
1999-07-15,20.44,,
1999-07-16,20.16,,
1999-07-19,20.09,,
1999-07-20,20.66,,
1999-07-21,20.59,,
1999-07-22,20.56,,
1999-07-23,20.56,,
1999-07-26,20.84,,
