date,K,K_EPS,PE Ratio
1985-12-24,8.48,,
1985-12-26,8.5,,
1985-12-27,8.48,,
1985-12-30,8.53,,
1985-12-31,8.69,,
1986-01-02,8.63,,
1986-01-03,8.66,,
1986-01-06,8.59,,
1986-01-07,8.73,,
1986-01-08,8.56,,
1986-01-09,8.25,,
1986-01-10,8.27,,
1986-01-13,8.14,,
1986-01-14,8.2,,
1986-01-15,8.17,,
1986-01-16,8.14,,
1986-01-17,8.14,,
1986-01-20,8.14,,
1986-01-21,8.14,,
1986-01-22,8.22,,
1986-01-23,8.34,,
1986-01-24,8.38,,
1986-01-27,8.39,,
1986-01-28,8.84,,
1986-01-29,9.0,,
1986-01-30,9.03,,
1986-01-31,9.19,,
1986-02-03,9.31,,
1986-02-04,9.19,,
1986-02-05,8.94,,
1986-02-06,8.75,,
1986-02-07,8.69,,
1986-02-10,8.66,,
1986-02-11,8.56,,
1986-02-12,8.56,,
1986-02-13,8.56,,
1986-02-14,8.53,,
1986-02-18,8.69,,
1986-02-19,8.91,,
1986-02-20,9.06,,
1986-02-21,9.09,,
1986-02-24,9.03,,
1986-02-25,9.13,,
1986-02-26,9.22,,
1986-02-27,9.44,,
1986-02-28,9.66,,
1986-03-03,9.69,,
1986-03-04,9.69,,
1986-03-05,9.69,,
1986-03-06,9.81,,
1986-03-07,9.78,,
1986-03-10,9.75,,
1986-03-11,9.81,,
1986-03-12,9.91,,
1986-03-13,9.84,,
1986-03-14,9.94,,
1986-03-17,9.94,,
1986-03-18,10.03,,
1986-03-19,10.16,,
1986-03-20,10.34,,
1986-03-21,10.0,,
1986-03-24,10.22,,
1986-03-25,10.03,,
1986-03-26,10.28,,
1986-03-27,10.59,,
1986-03-31,10.69,,
1986-04-01,10.69,,
1986-04-02,10.63,,
1986-04-03,10.25,,
1986-04-04,9.75,,
1986-04-07,9.59,,
1986-04-08,10.34,,
1986-04-09,10.47,,
1986-04-10,10.41,,
1986-04-11,10.41,,
1986-04-14,10.47,,
1986-04-15,10.59,,
1986-04-16,10.84,,
1986-04-17,10.69,,
1986-04-18,10.81,,
1986-04-21,10.88,,
1986-04-22,10.78,,
1986-04-23,10.81,,
1986-04-24,10.97,,
1986-04-25,10.81,,
1986-04-28,10.81,,
1986-04-29,10.69,,
1986-04-30,10.5,,
1986-05-01,10.5,,
1986-05-02,10.47,,
1986-05-05,10.59,,
1986-05-06,10.56,,
1986-05-07,10.56,,
1986-05-08,10.59,,
1986-05-09,10.88,,
1986-05-12,10.81,,
1986-05-13,10.78,,
1986-05-14,10.88,,
1986-05-15,10.88,,
1986-05-16,11.25,,
1986-05-19,11.41,,
1986-05-20,11.38,,
1986-05-21,11.28,,
1986-05-22,11.88,,
1986-05-23,11.91,,
1986-05-27,12.22,,
1986-05-28,11.97,,
1986-05-29,12.0,,
1986-05-30,12.03,,
1986-06-02,11.88,,
1986-06-03,12.0,,
1986-06-04,12.0,,
1986-06-05,11.88,,
1986-06-06,11.81,,
1986-06-09,11.25,,
1986-06-10,11.34,,
1986-06-11,11.72,,
1986-06-12,11.78,,
1986-06-13,11.88,,
1986-06-16,12.09,,
1986-06-17,12.0,,
1986-06-18,12.09,,
1986-06-19,12.09,,
1986-06-20,13.25,,
1986-06-23,13.0,,
1986-06-24,13.25,,
1986-06-25,13.75,,
1986-06-26,13.88,,
1986-06-27,14.25,,
1986-06-30,14.38,,
1986-07-01,14.25,,
1986-07-02,14.25,,
1986-07-03,14.28,,
1986-07-07,13.59,,
1986-07-08,13.25,,
1986-07-09,13.63,,
1986-07-10,13.63,,
1986-07-11,13.69,,
1986-07-14,13.09,,
1986-07-15,12.59,,
1986-07-16,12.88,,
1986-07-17,13.06,,
1986-07-18,13.0,,
1986-07-21,12.75,,
1986-07-22,12.91,,
1986-07-23,12.88,,
1986-07-24,13.03,,
1986-07-25,13.38,,
1986-07-28,13.06,,
1986-07-29,13.06,,
1986-07-30,13.44,,
1986-07-31,13.53,,
1986-08-01,13.53,,
1986-08-04,13.5,,
1986-08-05,13.44,,
1986-08-06,13.34,,
1986-08-07,13.13,,
1986-08-08,13.06,,
1986-08-11,13.19,,
1986-08-12,13.25,,
1986-08-13,13.41,,
1986-08-14,13.5,,
1986-08-15,13.44,,
1986-08-18,13.75,,
1986-08-19,13.72,,
1986-08-20,13.69,,
1986-08-21,13.59,,
1986-08-22,13.56,,
1986-08-25,13.53,,
1986-08-26,13.72,,
1986-08-27,13.69,,
1986-08-28,13.78,,
1986-08-29,13.81,,
1986-09-02,13.25,,
1986-09-03,13.34,,
1986-09-04,13.38,,
1986-09-05,12.88,,
1986-09-08,12.5,,
1986-09-09,12.28,,
1986-09-10,12.5,,
1986-09-11,11.66,,
1986-09-12,10.91,,
1986-09-15,10.84,,
1986-09-16,10.91,,
1986-09-17,10.94,,
1986-09-18,10.88,,
1986-09-19,11.31,,
1986-09-22,12.25,,
1986-09-23,12.0,,
1986-09-24,11.97,,
1986-09-25,11.63,,
1986-09-26,11.72,,
1986-09-29,11.47,,
1986-09-30,11.59,,
1986-10-01,11.84,,
1986-10-02,12.0,,
1986-10-03,12.03,,
1986-10-06,12.13,,
1986-10-07,12.09,,
1986-10-08,12.22,,
1986-10-09,12.38,,
1986-10-10,12.22,,
1986-10-13,12.25,,
1986-10-14,12.22,,
1986-10-15,13.0,,
1986-10-16,12.81,,
1986-10-17,12.59,,
1986-10-20,12.16,,
1986-10-21,12.16,,
1986-10-22,12.09,,
1986-10-23,12.19,,
1986-10-24,12.13,,
1986-10-27,12.34,,
1986-10-28,12.69,,
1986-10-29,12.81,,
1986-10-30,12.97,,
1986-10-31,12.81,,
1986-11-03,12.72,,
1986-11-04,12.75,,
1986-11-05,12.94,,
1986-11-06,12.75,,
1986-11-07,12.56,,
1986-11-10,12.5,,
1986-11-11,12.84,,
1986-11-12,12.72,,
1986-11-13,12.69,,
1986-11-14,12.91,,
1986-11-17,12.56,,
1986-11-18,11.91,,
1986-11-19,12.13,,
1986-11-20,12.38,,
1986-11-21,12.66,,
1986-11-24,13.03,,
1986-11-25,13.0,,
1986-11-26,13.03,,
1986-11-28,13.16,,
1986-12-01,13.13,,
1986-12-02,13.5,,
1986-12-03,13.44,,
1986-12-04,13.5,,
1986-12-05,13.41,,
1986-12-08,13.53,,
1986-12-09,13.22,,
1986-12-10,13.28,,
1986-12-11,12.91,,
1986-12-12,12.94,,
1986-12-15,12.81,,
1986-12-16,13.06,,
1986-12-17,13.13,,
1986-12-18,13.09,,
1986-12-19,13.75,,
1986-12-22,13.69,,
1986-12-23,13.44,,
1986-12-24,13.28,,
1986-12-26,13.25,,
1986-12-29,13.06,,
1986-12-30,12.78,,
1986-12-31,12.94,,
1987-01-02,13.19,,
1987-01-05,13.34,,
1987-01-06,13.38,,
1987-01-07,13.69,,
1987-01-08,13.63,,
1987-01-09,13.81,,
1987-01-12,13.94,,
1987-01-13,13.94,,
1987-01-14,13.94,,
1987-01-15,13.91,,
1987-01-16,14.16,,
1987-01-19,14.19,,
1987-01-20,14.16,,
1987-01-21,14.16,,
1987-01-22,14.88,,
1987-01-23,14.41,,
1987-01-26,14.41,,
1987-01-27,14.84,,
1987-01-28,15.06,,
1987-01-29,15.22,,
1987-01-30,14.97,,
1987-02-02,14.81,,
1987-02-03,14.81,,
1987-02-04,15.31,,
1987-02-05,15.06,,
1987-02-06,15.06,,
1987-02-09,14.63,,
1987-02-10,14.47,,
1987-02-11,14.59,,
1987-02-12,14.47,,
1987-02-13,14.84,,
1987-02-17,15.28,,
1987-02-18,15.31,,
1987-02-19,15.38,,
1987-02-20,15.34,,
1987-02-23,15.03,,
1987-02-24,15.06,,
1987-02-25,15.5,,
1987-02-26,15.13,,
1987-02-27,15.09,,
1987-03-02,15.41,,
1987-03-03,15.25,,
1987-03-04,15.25,,
1987-03-05,15.25,,
1987-03-06,15.47,,
1987-03-09,15.5,,
1987-03-10,15.31,,
1987-03-11,15.28,,
1987-03-12,15.53,,
1987-03-13,15.16,,
1987-03-16,14.97,,
1987-03-17,15.03,,
1987-03-18,14.78,,
1987-03-19,14.81,,
1987-03-20,15.09,,
1987-03-23,15.28,,
1987-03-24,15.78,,
1987-03-25,15.72,,
1987-03-26,16.03,,
1987-03-27,15.63,,
1987-03-30,14.81,,
1987-03-31,14.75,,
1987-04-01,14.84,,
1987-04-02,14.63,,
1987-04-03,15.13,,
1987-04-06,15.0,,
1987-04-07,14.5,,
1987-04-08,14.81,,
1987-04-09,14.56,,
1987-04-10,14.56,,
1987-04-13,14.06,,
1987-04-14,13.44,,
1987-04-15,14.25,,
1987-04-16,14.5,,
1987-04-20,14.38,,
1987-04-21,14.75,,
1987-04-22,14.28,,
1987-04-23,14.28,,
1987-04-24,14.47,,
1987-04-27,14.16,,
1987-04-28,14.22,,
1987-04-29,14.34,,
1987-04-30,14.44,,
1987-05-01,14.47,,
1987-05-04,14.47,,
1987-05-05,14.88,,
1987-05-06,14.66,,
1987-05-07,14.56,,
1987-05-08,14.47,,
1987-05-11,14.41,,
1987-05-12,14.41,,
1987-05-13,14.69,,
1987-05-14,14.72,,
1987-05-15,14.31,,
1987-05-18,14.06,,
1987-05-19,13.63,,
1987-05-20,13.97,,
1987-05-21,14.03,,
1987-05-22,14.16,,
1987-05-26,14.78,,
1987-05-27,15.0,,
1987-05-28,15.53,,
1987-05-29,15.13,,
1987-06-01,15.28,,
1987-06-02,15.28,,
1987-06-03,15.47,,
1987-06-04,15.44,,
1987-06-05,15.41,,
1987-06-08,15.66,,
1987-06-09,15.59,,
1987-06-10,16.0,,
1987-06-11,16.09,,
1987-06-12,16.81,,
1987-06-15,16.53,,
1987-06-16,16.63,,
1987-06-17,16.66,,
1987-06-18,16.47,,
1987-06-19,16.94,,
1987-06-22,17.16,,
1987-06-23,17.16,,
1987-06-24,16.97,,
1987-06-25,16.81,,
1987-06-26,16.31,,
1987-06-29,16.59,,
1987-06-30,16.44,,
1987-07-01,16.34,,
1987-07-02,16.63,,
1987-07-06,16.47,,
1987-07-07,16.53,,
1987-07-08,16.63,,
1987-07-09,16.53,,
1987-07-10,16.59,,
1987-07-13,16.56,,
1987-07-14,16.44,,
1987-07-15,16.41,,
1987-07-16,16.16,,
1987-07-17,16.22,,
1987-07-20,15.94,,
1987-07-21,15.47,,
1987-07-22,15.56,,
1987-07-23,15.47,,
1987-07-24,15.19,,
1987-07-27,15.44,,
1987-07-28,15.56,,
1987-07-29,15.91,,
1987-07-30,16.03,,
1987-07-31,15.81,,
1987-08-03,15.41,,
1987-08-04,15.31,,
1987-08-05,15.69,,
1987-08-06,15.94,,
1987-08-07,16.28,,
1987-08-10,16.5,,
1987-08-11,16.88,,
1987-08-12,16.66,,
1987-08-13,16.44,,
1987-08-14,16.38,,
1987-08-17,16.53,,
1987-08-18,16.34,,
1987-08-19,16.31,,
1987-08-20,16.56,,
1987-08-21,16.5,,
1987-08-24,16.5,,
1987-08-25,16.81,,
1987-08-26,16.38,,
1987-08-27,16.25,,
1987-08-28,16.06,,
1987-08-31,16.13,,
1987-09-01,15.5,,
1987-09-02,15.5,,
1987-09-03,15.44,,
1987-09-04,15.31,,
1987-09-08,15.34,,
1987-09-09,15.44,,
1987-09-10,15.78,,
1987-09-11,16.22,,
1987-09-14,16.13,,
1987-09-15,15.66,,
1987-09-16,15.63,,
1987-09-17,15.53,,
1987-09-18,15.44,,
1987-09-21,15.31,,
1987-09-22,15.56,,
1987-09-23,15.47,,
1987-09-24,15.34,,
1987-09-25,15.19,,
1987-09-28,15.53,,
1987-09-29,15.5,,
1987-09-30,15.44,,
1987-10-01,15.84,,
1987-10-02,15.97,,
1987-10-05,15.53,,
1987-10-06,15.41,,
1987-10-07,15.34,,
1987-10-08,15.13,,
1987-10-09,15.03,,
1987-10-12,14.78,,
1987-10-13,14.97,,
1987-10-14,14.44,,
1987-10-15,13.91,,
1987-10-16,13.31,,
1987-10-19,9.81,,
1987-10-20,12.13,,
1987-10-21,13.13,,
1987-10-22,13.16,,
1987-10-23,13.38,,
1987-10-26,12.44,,
1987-10-27,12.53,,
1987-10-28,12.66,,
1987-10-29,13.56,,
1987-10-30,14.41,,
1987-11-02,14.47,,
1987-11-03,14.06,,
1987-11-04,13.72,,
1987-11-05,14.0,,
1987-11-06,13.63,,
1987-11-09,13.56,,
1987-11-10,12.94,,
1987-11-11,13.69,,
1987-11-12,14.0,,
1987-11-13,13.56,,
1987-11-16,13.75,,
1987-11-17,13.5,,
1987-11-18,13.59,,
1987-11-19,13.16,,
1987-11-20,13.34,,
1987-11-23,13.28,,
1987-11-24,13.59,,
1987-11-25,13.63,,
1987-11-27,13.44,,
1987-11-30,12.84,,
1987-12-01,12.81,,
1987-12-02,12.66,,
1987-12-03,12.47,,
1987-12-04,12.59,,
1987-12-07,12.47,,
1987-12-08,12.81,,
1987-12-09,13.03,,
1987-12-10,12.84,,
1987-12-11,12.75,,
1987-12-14,13.25,,
1987-12-15,13.25,,
1987-12-16,13.16,,
1987-12-17,13.16,,
1987-12-18,13.5,,
1987-12-21,13.5,,
1987-12-22,13.38,,
1987-12-23,13.38,,
1987-12-24,13.34,,
1987-12-28,12.94,,
1987-12-29,12.75,,
1987-12-30,13.13,,
1987-12-31,13.09,,
1988-01-04,13.47,,
1988-01-05,13.56,,
1988-01-06,13.19,,
1988-01-07,13.44,,
1988-01-08,12.31,,
1988-01-11,12.69,,
1988-01-12,12.94,,
1988-01-13,12.84,,
1988-01-14,12.81,,
1988-01-15,12.75,,
1988-01-18,12.72,,
1988-01-19,12.66,,
1988-01-20,12.59,,
1988-01-21,12.75,,
1988-01-22,12.84,,
1988-01-25,13.03,,
1988-01-26,12.88,,
1988-01-27,12.78,,
1988-01-28,13.0,,
1988-01-29,13.22,,
1988-02-01,13.53,,
1988-02-02,13.78,,
1988-02-03,13.38,,
1988-02-04,13.22,,
1988-02-05,13.09,,
1988-02-08,12.69,,
1988-02-09,12.78,,
1988-02-10,13.13,,
1988-02-11,12.97,,
1988-02-12,13.09,,
1988-02-16,13.13,,
1988-02-17,13.0,,
1988-02-18,12.97,,
1988-02-19,12.97,,
1988-02-22,13.13,,
1988-02-23,12.97,,
1988-02-24,12.94,,
1988-02-25,12.66,,
1988-02-26,12.63,,
1988-02-29,12.88,,
1988-03-01,12.84,,
1988-03-02,12.75,,
1988-03-03,12.84,,
1988-03-04,12.81,,
1988-03-07,12.94,,
1988-03-08,13.03,,
1988-03-09,12.94,,
1988-03-10,12.88,,
1988-03-11,12.91,,
1988-03-14,12.69,,
1988-03-15,12.63,,
1988-03-16,12.72,,
1988-03-17,12.94,,
1988-03-18,13.19,,
1988-03-21,13.13,,
1988-03-22,13.22,,
1988-03-23,13.28,,
1988-03-24,13.13,,
1988-03-25,12.72,,
1988-03-28,12.97,,
1988-03-29,13.0,,
1988-03-30,13.0,,
1988-03-31,13.03,,
1988-04-04,12.94,,
1988-04-05,13.16,,
1988-04-06,13.47,,
1988-04-07,13.5,,
1988-04-08,13.56,,
1988-04-11,13.53,,
1988-04-12,13.34,,
1988-04-13,13.25,,
1988-04-14,12.94,,
1988-04-15,12.75,,
1988-04-18,12.81,,
1988-04-19,12.88,,
1988-04-20,12.81,,
1988-04-21,12.94,,
1988-04-22,13.13,,
1988-04-25,13.03,,
1988-04-26,13.06,,
1988-04-27,13.09,,
1988-04-28,13.09,,
1988-04-29,12.94,,
1988-05-02,12.84,,
1988-05-03,12.75,,
1988-05-04,12.72,,
1988-05-05,12.72,,
1988-05-06,12.78,,
1988-05-09,12.78,,
1988-05-10,12.91,,
1988-05-11,12.66,,
1988-05-12,12.66,,
1988-05-13,12.75,,
1988-05-16,13.13,,
1988-05-17,12.88,,
1988-05-18,12.72,,
1988-05-19,12.88,,
1988-05-20,13.0,,
1988-05-23,12.81,,
1988-05-24,13.0,,
1988-05-25,13.16,,
1988-05-26,13.19,,
1988-05-27,13.13,,
1988-05-31,13.44,,
1988-06-01,13.84,,
1988-06-02,13.66,,
1988-06-03,13.59,,
1988-06-06,13.56,,
1988-06-07,13.16,,
1988-06-08,13.47,,
1988-06-09,13.41,,
1988-06-10,13.5,,
1988-06-13,13.53,,
1988-06-14,13.81,,
1988-06-15,13.81,,
1988-06-16,13.44,,
1988-06-17,13.38,,
1988-06-20,13.28,,
1988-06-21,13.31,,
1988-06-22,13.66,,
1988-06-23,13.69,,
1988-06-24,13.78,,
1988-06-27,13.28,,
1988-06-28,13.34,,
1988-06-29,13.53,,
1988-06-30,13.66,,
1988-07-01,13.53,,
1988-07-05,13.38,,
1988-07-06,13.5,,
1988-07-07,13.38,,
1988-07-08,13.34,,
1988-07-11,13.44,,
1988-07-12,13.34,,
1988-07-13,13.28,,
1988-07-14,13.34,,
1988-07-15,13.44,,
1988-07-18,13.34,,
1988-07-19,13.28,,
1988-07-20,13.34,,
1988-07-21,13.16,,
1988-07-22,13.13,,
1988-07-25,13.28,,
1988-07-26,13.25,,
1988-07-27,13.31,,
1988-07-28,13.56,,
1988-07-29,13.84,,
1988-08-01,13.94,,
1988-08-02,14.19,,
1988-08-03,14.47,,
1988-08-04,14.41,,
1988-08-05,14.22,,
1988-08-08,14.19,,
1988-08-09,14.0,,
1988-08-10,14.09,,
1988-08-11,14.19,,
1988-08-12,14.09,,
1988-08-15,14.03,,
1988-08-16,14.25,,
1988-08-17,14.5,,
1988-08-18,14.59,,
1988-08-19,14.44,,
1988-08-22,14.09,,
1988-08-23,14.03,,
1988-08-24,14.41,,
1988-08-25,14.22,,
1988-08-26,14.47,,
1988-08-29,14.44,,
1988-08-30,14.38,,
1988-08-31,14.34,,
1988-09-01,14.28,,
1988-09-02,14.38,,
1988-09-06,14.5,,
1988-09-07,14.72,,
1988-09-08,14.84,,
1988-09-09,15.06,,
1988-09-12,14.97,,
1988-09-13,15.16,,
1988-09-14,15.16,,
1988-09-15,15.03,,
1988-09-16,15.06,,
1988-09-19,15.09,,
1988-09-20,15.25,,
1988-09-21,15.63,,
1988-09-22,15.44,,
1988-09-23,15.59,,
1988-09-26,15.66,,
1988-09-27,15.59,,
1988-09-28,15.56,,
1988-09-29,15.59,,
1988-09-30,15.25,,
1988-10-03,15.25,,
1988-10-04,15.59,,
1988-10-05,15.63,,
1988-10-06,15.59,,
1988-10-07,16.19,,
1988-10-10,16.63,,
1988-10-11,16.13,,
1988-10-12,15.63,,
1988-10-13,15.69,,
1988-10-14,15.88,,
1988-10-17,16.0,,
1988-10-18,16.09,,
1988-10-19,16.13,,
1988-10-20,16.22,,
1988-10-21,16.28,,
1988-10-24,16.13,,
1988-10-25,16.06,,
1988-10-26,15.91,,
1988-10-27,15.5,,
1988-10-28,15.69,,
1988-10-31,15.69,,
1988-11-01,15.5,,
1988-11-02,15.59,,
1988-11-03,15.72,,
1988-11-04,15.47,,
1988-11-07,15.22,,
1988-11-08,15.38,,
1988-11-09,15.16,,
1988-11-10,15.06,,
1988-11-11,14.66,,
1988-11-14,14.78,,
1988-11-15,14.97,,
1988-11-16,14.63,,
1988-11-17,14.94,,
1988-11-18,15.03,,
1988-11-21,15.0,,
1988-11-22,15.0,,
1988-11-23,15.0,,
1988-11-25,14.91,,
1988-11-28,14.94,,
1988-11-29,15.09,,
1988-11-30,15.38,,
1988-12-01,15.38,,
1988-12-02,15.19,,
1988-12-05,15.5,,
1988-12-06,15.75,,
1988-12-07,15.91,,
1988-12-08,15.84,,
1988-12-09,16.03,,
1988-12-12,16.09,,
1988-12-13,16.0,,
1988-12-14,15.97,,
1988-12-15,15.69,,
1988-12-16,15.88,,
1988-12-19,16.03,,
1988-12-20,16.06,,
1988-12-21,16.16,,
1988-12-22,16.0,,
1988-12-23,16.03,,
1988-12-27,15.94,,
1988-12-28,16.03,,
1988-12-29,16.16,,
1988-12-30,16.06,,
1989-01-03,15.94,,
1989-01-04,16.13,,
1989-01-05,16.0,,
1989-01-06,15.97,,
1989-01-09,16.16,,
1989-01-10,16.09,,
1989-01-11,16.38,,
1989-01-12,16.5,,
1989-01-13,16.19,,
1989-01-16,16.22,,
1989-01-17,16.28,,
1989-01-18,16.47,,
1989-01-19,16.5,,
1989-01-20,16.38,,
1989-01-23,16.25,,
1989-01-24,16.38,,
1989-01-25,16.19,,
1989-01-26,16.22,,
1989-01-27,16.31,,
1989-01-30,16.5,,
1989-01-31,16.53,,
1989-02-01,16.34,,
1989-02-02,16.25,,
1989-02-03,16.09,,
1989-02-06,16.19,,
1989-02-07,16.13,,
1989-02-08,16.03,,
1989-02-09,16.03,,
1989-02-10,15.88,,
1989-02-13,16.09,,
1989-02-14,15.81,,
1989-02-15,15.69,,
1989-02-16,15.56,,
1989-02-17,15.97,,
1989-02-21,15.97,,
1989-02-22,15.59,,
1989-02-23,15.5,,
1989-02-24,15.19,,
1989-02-27,15.06,,
1989-02-28,15.0,,
1989-03-01,14.84,,
1989-03-02,15.0,,
1989-03-03,15.06,,
1989-03-06,15.06,,
1989-03-07,14.91,,
1989-03-08,14.91,,
1989-03-09,15.06,,
1989-03-10,15.0,,
1989-03-13,15.06,,
1989-03-14,15.09,,
1989-03-15,14.91,,
1989-03-16,15.0,,
1989-03-17,14.69,,
1989-03-20,14.53,,
1989-03-21,14.75,,
1989-03-22,14.63,,
1989-03-23,14.75,,
1989-03-27,14.88,,
1989-03-28,15.0,,
1989-03-29,15.0,,
1989-03-30,15.31,,
1989-03-31,15.91,,
1989-04-03,15.91,,
1989-04-04,15.94,,
1989-04-05,15.91,,
1989-04-06,15.94,,
1989-04-07,15.97,,
1989-04-10,15.94,,
1989-04-11,15.94,,
1989-04-12,16.06,,
1989-04-13,15.94,,
1989-04-14,16.25,,
1989-04-17,16.19,,
1989-04-18,16.47,,
1989-04-19,16.5,,
1989-04-20,16.31,,
1989-04-21,16.34,,
1989-04-24,16.31,,
1989-04-25,16.31,,
1989-04-26,16.31,,
1989-04-27,16.53,,
1989-04-28,16.34,,
1989-05-01,16.22,,
1989-05-02,16.16,,
1989-05-03,16.56,,
1989-05-04,16.53,,
1989-05-05,16.59,,
1989-05-08,16.56,,
1989-05-09,16.44,,
1989-05-10,16.5,,
1989-05-11,16.56,,
1989-05-12,16.97,,
1989-05-15,17.31,,
1989-05-16,17.16,,
1989-05-17,17.09,,
1989-05-18,17.31,,
1989-05-19,17.47,,
1989-05-22,17.75,,
1989-05-23,17.81,,
1989-05-24,17.84,,
1989-05-25,17.75,,
1989-05-26,17.56,,
1989-05-30,17.38,,
1989-05-31,17.28,,
1989-06-01,17.28,,
1989-06-02,17.69,,
1989-06-05,17.59,,
1989-06-06,17.69,,
1989-06-07,17.91,,
1989-06-08,17.91,,
1989-06-09,18.25,,
1989-06-12,17.97,,
1989-06-13,17.91,,
1989-06-14,17.88,,
1989-06-15,17.5,,
1989-06-16,17.5,,
1989-06-19,17.53,,
1989-06-20,17.53,,
1989-06-21,17.69,,
1989-06-22,18.19,,
1989-06-23,18.53,,
1989-06-26,18.25,,
1989-06-27,18.13,,
1989-06-28,17.84,,
1989-06-29,17.63,,
1989-06-30,17.66,,
1989-07-03,17.75,,
1989-07-05,17.66,,
1989-07-06,17.47,,
1989-07-07,17.97,,
1989-07-10,18.16,,
1989-07-11,18.22,,
1989-07-12,18.34,,
1989-07-13,18.25,,
1989-07-14,18.59,,
1989-07-17,18.63,,
1989-07-18,18.41,,
1989-07-19,18.72,,
1989-07-20,18.72,,
1989-07-21,18.91,,
1989-07-24,18.75,,
1989-07-25,19.03,,
1989-07-26,19.34,,
1989-07-27,19.69,,
1989-07-28,19.69,,
1989-07-31,19.94,,
1989-08-01,20.38,,
1989-08-02,20.06,,
1989-08-03,19.88,,
1989-08-04,19.75,,
1989-08-07,20.03,,
1989-08-08,19.88,,
1989-08-09,19.5,,
1989-08-10,19.75,,
1989-08-11,19.25,,
1989-08-14,19.06,,
1989-08-15,19.19,,
1989-08-16,19.19,,
1989-08-17,19.13,,
1989-08-18,19.22,,
1989-08-21,19.03,,
1989-08-22,19.09,,
1989-08-23,19.34,,
1989-08-24,19.91,,
1989-08-25,20.0,,
1989-08-28,20.0,,
1989-08-29,19.75,,
1989-08-30,19.41,,
1989-08-31,19.63,,
1989-09-01,19.69,,
1989-09-05,19.47,,
1989-09-06,19.28,,
1989-09-07,19.0,,
1989-09-08,19.19,,
1989-09-11,18.81,,
1989-09-12,18.88,,
1989-09-13,18.56,,
1989-09-14,18.5,,
1989-09-15,18.72,,
1989-09-18,18.66,,
1989-09-19,18.81,,
1989-09-20,18.56,,
1989-09-21,18.44,,
1989-09-22,18.25,,
1989-09-25,18.03,,
1989-09-26,17.66,,
1989-09-27,17.63,,
1989-09-28,18.38,,
1989-09-29,18.41,,
1989-10-02,17.84,,
1989-10-03,18.0,,
1989-10-04,18.47,,
1989-10-05,18.44,,
1989-10-06,18.41,,
1989-10-09,18.28,,
1989-10-10,18.03,,
1989-10-11,17.75,,
1989-10-12,17.69,,
1989-10-13,16.31,,
1989-10-16,17.47,,
1989-10-17,17.84,,
1989-10-18,17.69,,
1989-10-19,17.78,,
1989-10-20,17.75,,
1989-10-23,17.69,,
1989-10-24,18.75,,
1989-10-25,18.31,,
1989-10-26,18.13,,
1989-10-27,17.94,,
1989-10-30,17.44,,
1989-10-31,17.44,,
1989-11-01,17.44,,
1989-11-02,17.31,,
1989-11-03,17.19,,
1989-11-06,16.78,,
1989-11-07,17.03,,
1989-11-08,17.0,,
1989-11-09,17.34,,
1989-11-10,17.25,,
1989-11-13,17.25,,
1989-11-14,17.25,,
1989-11-15,17.56,,
1989-11-16,17.69,,
1989-11-17,17.75,,
1989-11-20,17.72,,
1989-11-21,17.72,,
1989-11-22,17.97,,
1989-11-24,18.06,,
1989-11-27,18.09,,
1989-11-28,18.09,,
1989-11-29,17.66,,
1989-11-30,17.75,,
1989-12-01,17.78,,
1989-12-04,17.13,,
1989-12-05,16.78,,
1989-12-06,16.41,,
1989-12-07,16.5,,
1989-12-08,16.88,,
1989-12-11,17.03,,
1989-12-12,17.34,,
1989-12-13,17.44,,
1989-12-14,17.38,,
1989-12-15,17.25,,
1989-12-18,17.06,,
1989-12-19,16.91,,
1989-12-20,17.0,,
1989-12-21,17.0,,
1989-12-22,17.03,,
1989-12-26,16.91,,
1989-12-27,16.81,,
1989-12-28,16.88,,
1989-12-29,16.91,,
1990-01-02,17.13,,
1990-01-03,16.91,,
1990-01-04,16.84,,
1990-01-05,16.78,,
1990-01-08,16.72,,
1990-01-09,16.63,,
1990-01-10,16.44,,
1990-01-11,16.5,,
1990-01-12,16.38,,
1990-01-15,16.31,,
1990-01-16,16.84,,
1990-01-17,16.66,,
1990-01-18,16.69,,
1990-01-19,16.38,,
1990-01-22,16.13,,
1990-01-23,16.13,,
1990-01-24,16.06,,
1990-01-25,16.0,,
1990-01-26,16.0,,
1990-01-29,15.88,,
1990-01-30,16.03,,
1990-01-31,16.16,,
1990-02-01,16.06,,
1990-02-02,16.06,,
1990-02-05,15.94,,
1990-02-06,15.72,,
1990-02-07,15.88,,
1990-02-08,15.81,,
1990-02-09,16.09,,
1990-02-12,15.88,,
1990-02-13,15.94,,
1990-02-14,15.94,,
1990-02-15,15.91,,
1990-02-16,15.97,,
1990-02-20,15.78,,
1990-02-21,15.69,,
1990-02-22,15.56,,
1990-02-23,15.59,,
1990-02-26,15.41,,
1990-02-27,15.31,,
1990-02-28,15.25,,
1990-03-01,15.06,,
1990-03-02,14.88,,
1990-03-05,14.84,,
1990-03-06,15.13,,
1990-03-07,15.13,,
1990-03-08,15.22,,
1990-03-09,15.0,,
1990-03-12,15.03,,
1990-03-13,14.94,,
1990-03-14,14.97,,
1990-03-15,15.06,,
1990-03-16,15.22,,
1990-03-19,15.22,,
1990-03-20,15.5,,
1990-03-21,15.44,,
1990-03-22,15.16,,
1990-03-23,15.09,,
1990-03-26,15.0,,
