date,close price,ADI_SHE,ADI_TA,ADI_TL,market cap,PB Ratio
1980-09-15,1.28,370000000.0,459000000.0,89000000.0,,
1980-09-16,1.28,370000000.0,459000000.0,89000000.0,,
1980-09-17,1.3,370000000.0,459000000.0,89000000.0,,
1980-09-18,1.3,370000000.0,459000000.0,89000000.0,,
1980-09-19,1.29,370000000.0,459000000.0,89000000.0,,
1980-09-22,1.29,370000000.0,459000000.0,89000000.0,,
1980-09-23,1.31,370000000.0,459000000.0,89000000.0,,
1980-09-24,1.28,370000000.0,459000000.0,89000000.0,,
1980-09-25,1.25,370000000.0,459000000.0,89000000.0,,
1980-09-26,1.18,370000000.0,459000000.0,89000000.0,,
1980-09-29,1.11,370000000.0,459000000.0,89000000.0,,
1980-09-30,1.17,370000000.0,459000000.0,89000000.0,,
1980-10-01,1.18,370000000.0,459000000.0,89000000.0,,
1980-10-02,1.19,370000000.0,459000000.0,89000000.0,,
1980-10-03,1.21,370000000.0,459000000.0,89000000.0,,
1980-10-06,1.24,370000000.0,459000000.0,89000000.0,,
1980-10-07,1.26,370000000.0,459000000.0,89000000.0,,
1980-10-08,1.27,370000000.0,459000000.0,89000000.0,,
1980-10-09,1.3,370000000.0,459000000.0,89000000.0,,
1980-10-10,1.27,370000000.0,459000000.0,89000000.0,,
1980-10-13,1.24,370000000.0,459000000.0,89000000.0,,
1980-10-14,1.24,370000000.0,459000000.0,89000000.0,,
1980-10-15,1.26,370000000.0,459000000.0,89000000.0,,
1980-10-16,1.22,370000000.0,459000000.0,89000000.0,,
1980-10-17,1.19,370000000.0,459000000.0,89000000.0,,
1980-10-20,1.19,370000000.0,459000000.0,89000000.0,,
1980-10-21,1.2,370000000.0,459000000.0,89000000.0,,
1980-10-22,1.21,370000000.0,459000000.0,89000000.0,,
1980-10-23,1.2,370000000.0,459000000.0,89000000.0,,
1980-10-24,1.2,370000000.0,459000000.0,89000000.0,,
1980-10-27,1.19,370000000.0,459000000.0,89000000.0,,
1980-10-28,1.19,370000000.0,459000000.0,89000000.0,,
1980-10-29,1.17,370000000.0,459000000.0,89000000.0,,
1980-10-30,1.16,370000000.0,459000000.0,89000000.0,,
1980-10-31,1.18,370000000.0,459000000.0,89000000.0,,
1980-11-03,1.21,370000000.0,459000000.0,89000000.0,,
1980-11-05,1.23,370000000.0,459000000.0,89000000.0,,
1980-11-06,1.21,370000000.0,459000000.0,89000000.0,,
1980-11-07,1.2,370000000.0,459000000.0,89000000.0,,
1980-11-10,1.23,370000000.0,459000000.0,89000000.0,,
1980-11-11,1.23,370000000.0,459000000.0,89000000.0,,
1980-11-12,1.27,370000000.0,459000000.0,89000000.0,,
1980-11-13,1.37,370000000.0,459000000.0,89000000.0,,
1980-11-14,1.42,370000000.0,459000000.0,89000000.0,,
1980-11-17,1.47,370000000.0,459000000.0,89000000.0,,
1980-11-18,1.47,370000000.0,459000000.0,89000000.0,,
1980-11-19,1.49,370000000.0,459000000.0,89000000.0,,
1980-11-20,1.47,370000000.0,459000000.0,89000000.0,,
1980-11-21,1.43,370000000.0,459000000.0,89000000.0,,
1980-11-24,1.44,370000000.0,459000000.0,89000000.0,,
1980-11-25,1.48,370000000.0,459000000.0,89000000.0,,
1980-11-26,1.52,370000000.0,459000000.0,89000000.0,,
1980-11-28,1.54,370000000.0,459000000.0,89000000.0,,
1980-12-01,1.53,370000000.0,459000000.0,89000000.0,,
1980-12-02,1.51,370000000.0,459000000.0,89000000.0,,
1980-12-03,1.51,370000000.0,459000000.0,89000000.0,,
1980-12-04,1.53,370000000.0,459000000.0,89000000.0,,
1980-12-05,1.48,370000000.0,459000000.0,89000000.0,,
1980-12-08,1.46,370000000.0,459000000.0,89000000.0,,
1980-12-09,1.46,370000000.0,459000000.0,89000000.0,,
1980-12-10,1.45,370000000.0,459000000.0,89000000.0,,
1980-12-11,1.36,370000000.0,459000000.0,89000000.0,,
1980-12-12,1.4,370000000.0,459000000.0,89000000.0,,
1980-12-15,1.46,370000000.0,459000000.0,89000000.0,,
1980-12-16,1.46,370000000.0,459000000.0,89000000.0,,
1980-12-17,1.46,370000000.0,459000000.0,89000000.0,,
1980-12-18,1.47,370000000.0,459000000.0,89000000.0,,
1980-12-19,1.47,370000000.0,459000000.0,89000000.0,,
1980-12-22,1.47,370000000.0,459000000.0,89000000.0,,
1980-12-23,1.46,370000000.0,459000000.0,89000000.0,,
1980-12-24,1.44,370000000.0,459000000.0,89000000.0,,
1980-12-26,1.45,370000000.0,459000000.0,89000000.0,,
1980-12-29,1.44,370000000.0,459000000.0,89000000.0,,
1980-12-30,1.44,370000000.0,459000000.0,89000000.0,,
1980-12-31,1.41,370000000.0,459000000.0,89000000.0,,
1981-01-02,1.42,370000000.0,459000000.0,89000000.0,,
1981-01-05,1.38,370000000.0,459000000.0,89000000.0,,
1981-01-06,1.42,370000000.0,459000000.0,89000000.0,,
1981-01-07,1.33,370000000.0,459000000.0,89000000.0,,
1981-01-08,1.28,370000000.0,459000000.0,89000000.0,,
1981-01-09,1.3,370000000.0,459000000.0,89000000.0,,
1981-01-12,1.28,370000000.0,459000000.0,89000000.0,,
1981-01-13,1.25,370000000.0,459000000.0,89000000.0,,
1981-01-14,1.25,370000000.0,459000000.0,89000000.0,,
1981-01-15,1.34,370000000.0,459000000.0,89000000.0,,
1981-01-16,1.35,370000000.0,459000000.0,89000000.0,,
1981-01-19,1.37,370000000.0,459000000.0,89000000.0,,
1981-01-20,1.35,370000000.0,459000000.0,89000000.0,,
1981-01-21,1.33,370000000.0,459000000.0,89000000.0,,
1981-01-22,1.36,370000000.0,459000000.0,89000000.0,,
1981-01-23,1.37,370000000.0,459000000.0,89000000.0,,
1981-01-26,1.38,370000000.0,459000000.0,89000000.0,,
1981-01-27,1.38,370000000.0,459000000.0,89000000.0,,
1981-01-28,1.38,370000000.0,459000000.0,89000000.0,,
1981-01-29,1.38,370000000.0,459000000.0,89000000.0,,
1981-01-30,1.38,370000000.0,459000000.0,89000000.0,,
1981-02-02,1.32,370000000.0,459000000.0,89000000.0,,
1981-02-03,1.27,370000000.0,459000000.0,89000000.0,,
1981-02-04,1.27,370000000.0,459000000.0,89000000.0,,
1981-02-05,1.3,370000000.0,459000000.0,89000000.0,,
1981-02-06,1.26,370000000.0,459000000.0,89000000.0,,
1981-02-09,1.26,370000000.0,459000000.0,89000000.0,,
1981-02-10,1.24,370000000.0,459000000.0,89000000.0,,
1981-02-11,1.23,370000000.0,459000000.0,89000000.0,,
1981-02-12,1.16,370000000.0,459000000.0,89000000.0,,
1981-02-13,1.12,370000000.0,459000000.0,89000000.0,,
1981-02-17,1.16,370000000.0,459000000.0,89000000.0,,
1981-02-18,1.21,370000000.0,459000000.0,89000000.0,,
1981-02-19,1.19,370000000.0,459000000.0,89000000.0,,
1981-02-20,1.18,370000000.0,459000000.0,89000000.0,,
1981-02-23,1.17,370000000.0,459000000.0,89000000.0,,
1981-02-24,1.19,370000000.0,459000000.0,89000000.0,,
1981-02-25,1.17,370000000.0,459000000.0,89000000.0,,
1981-02-26,1.18,370000000.0,459000000.0,89000000.0,,
1981-02-27,1.18,370000000.0,459000000.0,89000000.0,,
1981-03-02,1.08,370000000.0,459000000.0,89000000.0,,
1981-03-03,1.12,370000000.0,459000000.0,89000000.0,,
1981-03-04,1.17,370000000.0,459000000.0,89000000.0,,
1981-03-05,1.2,370000000.0,459000000.0,89000000.0,,
1981-03-06,1.19,370000000.0,459000000.0,89000000.0,,
1981-03-09,1.17,370000000.0,459000000.0,89000000.0,,
1981-03-10,1.17,370000000.0,459000000.0,89000000.0,,
1981-03-11,1.2,370000000.0,459000000.0,89000000.0,,
1981-03-12,1.21,370000000.0,459000000.0,89000000.0,,
1981-03-13,1.24,370000000.0,459000000.0,89000000.0,,
1981-03-16,1.22,370000000.0,459000000.0,89000000.0,,
1981-03-17,1.25,370000000.0,459000000.0,89000000.0,,
1981-03-18,1.27,370000000.0,459000000.0,89000000.0,,
1981-03-19,1.3,370000000.0,459000000.0,89000000.0,,
1981-03-20,1.28,370000000.0,459000000.0,89000000.0,,
1981-03-23,1.3,370000000.0,459000000.0,89000000.0,,
1981-03-24,1.27,370000000.0,459000000.0,89000000.0,,
1981-03-25,1.25,370000000.0,459000000.0,89000000.0,,
1981-03-26,1.25,370000000.0,459000000.0,89000000.0,,
1981-03-27,1.22,370000000.0,459000000.0,89000000.0,,
1981-03-30,1.19,370000000.0,459000000.0,89000000.0,,
1981-03-31,1.17,370000000.0,459000000.0,89000000.0,,
1981-04-01,1.13,370000000.0,459000000.0,89000000.0,,
1981-04-02,1.16,370000000.0,459000000.0,89000000.0,,
1981-04-03,1.19,370000000.0,459000000.0,89000000.0,,
1981-04-06,1.22,370000000.0,459000000.0,89000000.0,,
1981-04-07,1.21,370000000.0,459000000.0,89000000.0,,
1981-04-08,1.24,370000000.0,459000000.0,89000000.0,,
1981-04-09,1.26,370000000.0,459000000.0,89000000.0,,
1981-04-10,1.38,370000000.0,459000000.0,89000000.0,,
1981-04-13,1.4,370000000.0,459000000.0,89000000.0,,
1981-04-14,1.38,370000000.0,459000000.0,89000000.0,,
1981-04-15,1.38,370000000.0,459000000.0,89000000.0,,
1981-04-16,1.36,370000000.0,459000000.0,89000000.0,,
1981-04-20,1.33,370000000.0,459000000.0,89000000.0,,
1981-04-21,1.31,370000000.0,459000000.0,89000000.0,,
1981-04-22,1.34,370000000.0,459000000.0,89000000.0,,
1981-04-23,1.36,370000000.0,459000000.0,89000000.0,,
1981-04-24,1.37,370000000.0,459000000.0,89000000.0,,
1981-04-27,1.33,370000000.0,459000000.0,89000000.0,,
1981-04-28,1.29,370000000.0,459000000.0,89000000.0,,
1981-04-29,1.27,370000000.0,459000000.0,89000000.0,,
1981-04-30,1.27,370000000.0,459000000.0,89000000.0,,
1981-05-01,1.28,370000000.0,459000000.0,89000000.0,,
1981-05-04,1.27,370000000.0,459000000.0,89000000.0,,
1981-05-05,1.26,370000000.0,459000000.0,89000000.0,,
1981-05-06,1.28,370000000.0,459000000.0,89000000.0,,
1981-05-07,1.29,370000000.0,459000000.0,89000000.0,,
1981-05-08,1.32,370000000.0,459000000.0,89000000.0,,
1981-05-11,1.31,370000000.0,459000000.0,89000000.0,,
1981-05-12,1.31,370000000.0,459000000.0,89000000.0,,
1981-05-13,1.3,370000000.0,459000000.0,89000000.0,,
1981-05-14,1.21,370000000.0,459000000.0,89000000.0,,
1981-05-15,1.15,370000000.0,459000000.0,89000000.0,,
1981-05-18,1.14,370000000.0,459000000.0,89000000.0,,
1981-05-19,1.15,370000000.0,459000000.0,89000000.0,,
1981-05-20,1.16,370000000.0,459000000.0,89000000.0,,
1981-05-21,1.19,370000000.0,459000000.0,89000000.0,,
1981-05-22,1.2,370000000.0,459000000.0,89000000.0,,
1981-05-26,1.23,370000000.0,459000000.0,89000000.0,,
1981-05-27,1.29,370000000.0,459000000.0,89000000.0,,
1981-05-28,1.23,370000000.0,459000000.0,89000000.0,,
1981-05-29,1.19,370000000.0,459000000.0,89000000.0,,
1981-06-01,1.25,370000000.0,459000000.0,89000000.0,,
1981-06-02,1.21,370000000.0,459000000.0,89000000.0,,
1981-06-03,1.18,370000000.0,459000000.0,89000000.0,,
1981-06-04,1.19,370000000.0,459000000.0,89000000.0,,
1981-06-05,1.25,370000000.0,459000000.0,89000000.0,,
1981-06-08,1.25,370000000.0,459000000.0,89000000.0,,
1981-06-09,1.23,370000000.0,459000000.0,89000000.0,,
1981-06-10,1.21,370000000.0,459000000.0,89000000.0,,
1981-06-11,1.2,370000000.0,459000000.0,89000000.0,,
1981-06-12,1.21,370000000.0,459000000.0,89000000.0,,
1981-06-15,1.16,370000000.0,459000000.0,89000000.0,,
1981-06-16,1.15,370000000.0,459000000.0,89000000.0,,
1981-06-17,1.16,370000000.0,459000000.0,89000000.0,,
1981-06-18,1.15,370000000.0,459000000.0,89000000.0,,
1981-06-19,1.15,370000000.0,459000000.0,89000000.0,,
1981-06-22,1.14,370000000.0,459000000.0,89000000.0,,
1981-06-23,1.14,370000000.0,459000000.0,89000000.0,,
1981-06-24,1.13,370000000.0,459000000.0,89000000.0,,
1981-06-25,1.13,370000000.0,459000000.0,89000000.0,,
1981-06-26,1.13,370000000.0,459000000.0,89000000.0,,
1981-06-29,1.09,370000000.0,459000000.0,89000000.0,,
1981-06-30,1.03,370000000.0,459000000.0,89000000.0,,
1981-07-01,1.0,370000000.0,459000000.0,89000000.0,,
1981-07-02,1.02,370000000.0,459000000.0,89000000.0,,
1981-07-06,0.98,370000000.0,459000000.0,89000000.0,,
1981-07-07,0.98,370000000.0,459000000.0,89000000.0,,
1981-07-08,0.98,370000000.0,459000000.0,89000000.0,,
1981-07-09,0.99,370000000.0,459000000.0,89000000.0,,
1981-07-10,0.98,370000000.0,459000000.0,89000000.0,,
1981-07-13,0.96,370000000.0,459000000.0,89000000.0,,
1981-07-14,0.93,370000000.0,459000000.0,89000000.0,,
1981-07-15,0.94,370000000.0,459000000.0,89000000.0,,
1981-07-16,0.94,370000000.0,459000000.0,89000000.0,,
1981-07-17,0.94,370000000.0,459000000.0,89000000.0,,
1981-07-20,0.91,370000000.0,459000000.0,89000000.0,,
1981-07-21,0.89,370000000.0,459000000.0,89000000.0,,
1981-07-22,0.88,370000000.0,459000000.0,89000000.0,,
1981-07-23,0.9,370000000.0,459000000.0,89000000.0,,
1981-07-24,0.94,370000000.0,459000000.0,89000000.0,,
1981-07-27,0.95,370000000.0,459000000.0,89000000.0,,
1981-07-28,0.95,370000000.0,459000000.0,89000000.0,,
1981-07-29,0.97,370000000.0,459000000.0,89000000.0,,
1981-07-30,0.96,370000000.0,459000000.0,89000000.0,,
1981-07-31,0.98,370000000.0,459000000.0,89000000.0,,
1981-08-03,0.95,370000000.0,459000000.0,89000000.0,,
1981-08-04,0.91,370000000.0,459000000.0,89000000.0,,
1981-08-05,0.93,370000000.0,459000000.0,89000000.0,,
1981-08-06,0.9,370000000.0,459000000.0,89000000.0,,
1981-08-07,0.9,370000000.0,459000000.0,89000000.0,,
1981-08-10,0.88,370000000.0,459000000.0,89000000.0,,
1981-08-11,0.89,370000000.0,459000000.0,89000000.0,,
1981-08-12,0.93,370000000.0,459000000.0,89000000.0,,
1981-08-13,0.92,370000000.0,459000000.0,89000000.0,,
1981-08-14,0.91,370000000.0,459000000.0,89000000.0,,
1981-08-17,0.88,370000000.0,459000000.0,89000000.0,,
1981-08-18,0.89,370000000.0,459000000.0,89000000.0,,
1981-08-19,0.86,370000000.0,459000000.0,89000000.0,,
1981-08-20,0.86,370000000.0,459000000.0,89000000.0,,
1981-08-21,0.86,370000000.0,459000000.0,89000000.0,,
1981-08-24,0.85,370000000.0,459000000.0,89000000.0,,
1981-08-25,0.83,370000000.0,459000000.0,89000000.0,,
1981-08-26,0.84,370000000.0,459000000.0,89000000.0,,
1981-08-27,0.8,370000000.0,459000000.0,89000000.0,,
1981-08-28,0.8,370000000.0,459000000.0,89000000.0,,
1981-08-31,0.8,370000000.0,459000000.0,89000000.0,,
1981-09-01,0.83,370000000.0,459000000.0,89000000.0,,
1981-09-02,0.83,370000000.0,459000000.0,89000000.0,,
1981-09-03,0.83,370000000.0,459000000.0,89000000.0,,
1981-09-04,0.82,370000000.0,459000000.0,89000000.0,,
1981-09-08,0.8,370000000.0,459000000.0,89000000.0,,
1981-09-09,0.79,370000000.0,459000000.0,89000000.0,,
1981-09-10,0.84,370000000.0,459000000.0,89000000.0,,
1981-09-11,0.87,370000000.0,459000000.0,89000000.0,,
1981-09-14,0.84,370000000.0,459000000.0,89000000.0,,
1981-09-15,0.84,370000000.0,459000000.0,89000000.0,,
1981-09-16,0.81,370000000.0,459000000.0,89000000.0,,
1981-09-17,0.8,370000000.0,459000000.0,89000000.0,,
1981-09-18,0.79,370000000.0,459000000.0,89000000.0,,
1981-09-21,0.83,370000000.0,459000000.0,89000000.0,,
1981-09-22,0.83,370000000.0,459000000.0,89000000.0,,
1981-09-23,0.81,370000000.0,459000000.0,89000000.0,,
1981-09-24,0.79,370000000.0,459000000.0,89000000.0,,
1981-09-25,0.79,370000000.0,459000000.0,89000000.0,,
1981-09-28,0.83,370000000.0,459000000.0,89000000.0,,
1981-09-29,0.9,370000000.0,459000000.0,89000000.0,,
1981-09-30,0.88,370000000.0,459000000.0,89000000.0,,
1981-10-01,0.89,370000000.0,459000000.0,89000000.0,,
1981-10-02,0.91,370000000.0,459000000.0,89000000.0,,
1981-10-05,0.94,370000000.0,459000000.0,89000000.0,,
1981-10-06,0.94,370000000.0,459000000.0,89000000.0,,
1981-10-07,1.0,370000000.0,459000000.0,89000000.0,,
1981-10-08,0.99,370000000.0,459000000.0,89000000.0,,
1981-10-09,0.98,370000000.0,459000000.0,89000000.0,,
1981-10-12,0.95,370000000.0,459000000.0,89000000.0,,
1981-10-13,0.96,370000000.0,459000000.0,89000000.0,,
1981-10-14,0.99,370000000.0,459000000.0,89000000.0,,
1981-10-15,0.94,370000000.0,459000000.0,89000000.0,,
1981-10-16,0.91,370000000.0,459000000.0,89000000.0,,
1981-10-19,0.89,370000000.0,459000000.0,89000000.0,,
1981-10-20,0.88,370000000.0,459000000.0,89000000.0,,
1981-10-21,0.88,370000000.0,459000000.0,89000000.0,,
1981-10-22,0.86,370000000.0,459000000.0,89000000.0,,
1981-10-23,0.84,370000000.0,459000000.0,89000000.0,,
1981-10-26,0.85,370000000.0,459000000.0,89000000.0,,
1981-10-27,0.86,370000000.0,459000000.0,89000000.0,,
1981-10-28,0.9,370000000.0,459000000.0,89000000.0,,
1981-10-29,0.9,370000000.0,459000000.0,89000000.0,,
1981-10-30,0.91,370000000.0,459000000.0,89000000.0,,
1981-11-02,0.91,370000000.0,459000000.0,89000000.0,,
1981-11-03,0.91,370000000.0,459000000.0,89000000.0,,
1981-11-04,0.91,370000000.0,459000000.0,89000000.0,,
1981-11-05,0.9,370000000.0,459000000.0,89000000.0,,
1981-11-06,0.9,370000000.0,459000000.0,89000000.0,,
1981-11-09,0.89,370000000.0,459000000.0,89000000.0,,
1981-11-10,0.87,370000000.0,459000000.0,89000000.0,,
1981-11-11,0.87,370000000.0,459000000.0,89000000.0,,
1981-11-12,0.86,370000000.0,459000000.0,89000000.0,,
1981-11-13,0.85,370000000.0,459000000.0,89000000.0,,
1981-11-16,0.86,370000000.0,459000000.0,89000000.0,,
1981-11-17,0.85,370000000.0,459000000.0,89000000.0,,
1981-11-18,0.81,370000000.0,459000000.0,89000000.0,,
1981-11-19,0.81,370000000.0,459000000.0,89000000.0,,
1981-11-20,0.85,370000000.0,459000000.0,89000000.0,,
1981-11-23,0.88,370000000.0,459000000.0,89000000.0,,
1981-11-24,0.88,370000000.0,459000000.0,89000000.0,,
1981-11-25,0.87,370000000.0,459000000.0,89000000.0,,
1981-11-27,0.9,370000000.0,459000000.0,89000000.0,,
1981-11-30,0.94,370000000.0,459000000.0,89000000.0,,
1981-12-01,0.92,370000000.0,459000000.0,89000000.0,,
1981-12-02,0.9,370000000.0,459000000.0,89000000.0,,
1981-12-03,0.9,370000000.0,459000000.0,89000000.0,,
1981-12-04,0.9,370000000.0,459000000.0,89000000.0,,
1981-12-07,0.89,370000000.0,459000000.0,89000000.0,,
1981-12-08,0.88,370000000.0,459000000.0,89000000.0,,
1981-12-09,0.88,370000000.0,459000000.0,89000000.0,,
1981-12-10,0.9,370000000.0,459000000.0,89000000.0,,
1981-12-11,0.87,370000000.0,459000000.0,89000000.0,,
1981-12-14,0.88,370000000.0,459000000.0,89000000.0,,
1981-12-15,0.89,370000000.0,459000000.0,89000000.0,,
1981-12-16,0.88,370000000.0,459000000.0,89000000.0,,
1981-12-17,0.89,370000000.0,459000000.0,89000000.0,,
1981-12-18,0.88,370000000.0,459000000.0,89000000.0,,
1981-12-21,0.88,370000000.0,459000000.0,89000000.0,,
1981-12-22,0.88,370000000.0,459000000.0,89000000.0,,
1981-12-23,0.88,370000000.0,459000000.0,89000000.0,,
1981-12-24,0.91,370000000.0,459000000.0,89000000.0,,
1981-12-28,0.9,370000000.0,459000000.0,89000000.0,,
1981-12-29,0.9,370000000.0,459000000.0,89000000.0,,
1981-12-30,0.87,370000000.0,459000000.0,89000000.0,,
1981-12-31,0.88,370000000.0,459000000.0,89000000.0,,
1982-01-04,0.88,370000000.0,459000000.0,89000000.0,,
1982-01-05,0.86,370000000.0,459000000.0,89000000.0,,
1982-01-06,0.87,370000000.0,459000000.0,89000000.0,,
1982-01-07,0.88,370000000.0,459000000.0,89000000.0,,
1982-01-08,0.88,370000000.0,459000000.0,89000000.0,,
1982-01-11,0.86,370000000.0,459000000.0,89000000.0,,
1982-01-12,0.84,370000000.0,459000000.0,89000000.0,,
1982-01-13,0.86,370000000.0,459000000.0,89000000.0,,
1982-01-14,0.88,370000000.0,459000000.0,89000000.0,,
1982-01-15,0.89,370000000.0,459000000.0,89000000.0,,
1982-01-18,0.91,370000000.0,459000000.0,89000000.0,,
1982-01-19,0.93,370000000.0,459000000.0,89000000.0,,
1982-01-20,0.94,370000000.0,459000000.0,89000000.0,,
1982-01-21,0.94,370000000.0,459000000.0,89000000.0,,
1982-01-22,0.93,370000000.0,459000000.0,89000000.0,,
1982-01-25,0.93,370000000.0,459000000.0,89000000.0,,
1982-01-26,0.93,370000000.0,459000000.0,89000000.0,,
1982-01-27,0.96,370000000.0,459000000.0,89000000.0,,
1982-01-28,0.97,370000000.0,459000000.0,89000000.0,,
1982-01-29,1.01,370000000.0,459000000.0,89000000.0,,
1982-02-01,0.98,370000000.0,459000000.0,89000000.0,,
1982-02-02,0.98,370000000.0,459000000.0,89000000.0,,
1982-02-03,0.98,370000000.0,459000000.0,89000000.0,,
1982-02-04,0.98,370000000.0,459000000.0,89000000.0,,
1982-02-05,1.01,370000000.0,459000000.0,89000000.0,,
1982-02-08,1.0,370000000.0,459000000.0,89000000.0,,
1982-02-09,0.96,370000000.0,459000000.0,89000000.0,,
1982-02-10,0.95,370000000.0,459000000.0,89000000.0,,
1982-02-11,0.95,370000000.0,459000000.0,89000000.0,,
1982-02-12,0.97,370000000.0,459000000.0,89000000.0,,
1982-02-16,0.98,370000000.0,459000000.0,89000000.0,,
1982-02-17,1.01,370000000.0,459000000.0,89000000.0,,
1982-02-18,1.0,370000000.0,459000000.0,89000000.0,,
1982-02-19,1.0,370000000.0,459000000.0,89000000.0,,
1982-02-22,1.0,370000000.0,459000000.0,89000000.0,,
1982-02-23,0.99,370000000.0,459000000.0,89000000.0,,
1982-02-24,1.01,370000000.0,459000000.0,89000000.0,,
1982-02-25,1.06,370000000.0,459000000.0,89000000.0,,
1982-02-26,1.06,370000000.0,459000000.0,89000000.0,,
1982-03-01,1.13,370000000.0,459000000.0,89000000.0,,
1982-03-02,1.19,370000000.0,459000000.0,89000000.0,,
1982-03-03,1.12,370000000.0,459000000.0,89000000.0,,
1982-03-04,1.03,370000000.0,459000000.0,89000000.0,,
1982-03-05,1.01,370000000.0,459000000.0,89000000.0,,
1982-03-08,0.99,370000000.0,459000000.0,89000000.0,,
1982-03-09,1.01,370000000.0,459000000.0,89000000.0,,
1982-03-10,1.01,370000000.0,459000000.0,89000000.0,,
1982-03-11,1.07,370000000.0,459000000.0,89000000.0,,
1982-03-12,1.01,370000000.0,459000000.0,89000000.0,,
1982-03-15,0.98,370000000.0,459000000.0,89000000.0,,
1982-03-16,1.03,370000000.0,459000000.0,89000000.0,,
1982-03-17,0.99,370000000.0,459000000.0,89000000.0,,
1982-03-18,1.02,370000000.0,459000000.0,89000000.0,,
1982-03-19,1.05,370000000.0,459000000.0,89000000.0,,
1982-03-22,1.12,370000000.0,459000000.0,89000000.0,,
1982-03-23,1.16,370000000.0,459000000.0,89000000.0,,
1982-03-24,1.14,370000000.0,459000000.0,89000000.0,,
1982-03-25,1.15,370000000.0,459000000.0,89000000.0,,
1982-03-26,1.14,370000000.0,459000000.0,89000000.0,,
1982-03-29,1.13,370000000.0,459000000.0,89000000.0,,
1982-03-30,1.13,370000000.0,459000000.0,89000000.0,,
1982-03-31,1.1,370000000.0,459000000.0,89000000.0,,
1982-04-01,1.11,370000000.0,459000000.0,89000000.0,,
1982-04-02,1.14,370000000.0,459000000.0,89000000.0,,
1982-04-05,1.14,370000000.0,459000000.0,89000000.0,,
1982-04-06,1.15,370000000.0,459000000.0,89000000.0,,
1982-04-07,1.17,370000000.0,459000000.0,89000000.0,,
1982-04-08,1.16,370000000.0,459000000.0,89000000.0,,
1982-04-12,1.13,370000000.0,459000000.0,89000000.0,,
1982-04-13,1.1,370000000.0,459000000.0,89000000.0,,
1982-04-14,1.11,370000000.0,459000000.0,89000000.0,,
1982-04-15,1.21,370000000.0,459000000.0,89000000.0,,
1982-04-16,1.25,370000000.0,459000000.0,89000000.0,,
1982-04-19,1.23,370000000.0,459000000.0,89000000.0,,
1982-04-20,1.16,370000000.0,459000000.0,89000000.0,,
1982-04-21,1.23,370000000.0,459000000.0,89000000.0,,
1982-04-22,1.22,370000000.0,459000000.0,89000000.0,,
1982-04-23,1.18,370000000.0,459000000.0,89000000.0,,
1982-04-26,1.19,370000000.0,459000000.0,89000000.0,,
1982-04-27,1.19,370000000.0,459000000.0,89000000.0,,
1982-04-28,1.19,370000000.0,459000000.0,89000000.0,,
1982-04-29,1.2,370000000.0,459000000.0,89000000.0,,
1982-04-30,1.24,370000000.0,459000000.0,89000000.0,,
1982-05-03,1.23,370000000.0,459000000.0,89000000.0,,
1982-05-04,1.24,370000000.0,459000000.0,89000000.0,,
1982-05-05,1.22,370000000.0,459000000.0,89000000.0,,
1982-05-06,1.22,370000000.0,459000000.0,89000000.0,,
1982-05-07,1.24,370000000.0,459000000.0,89000000.0,,
1982-05-10,1.22,370000000.0,459000000.0,89000000.0,,
1982-05-11,1.22,370000000.0,459000000.0,89000000.0,,
1982-05-12,1.2,370000000.0,459000000.0,89000000.0,,
1982-05-13,1.21,370000000.0,459000000.0,89000000.0,,
1982-05-14,1.25,370000000.0,459000000.0,89000000.0,,
1982-05-17,1.25,370000000.0,459000000.0,89000000.0,,
1982-05-18,1.23,370000000.0,459000000.0,89000000.0,,
1982-05-19,1.19,370000000.0,459000000.0,89000000.0,,
1982-05-20,1.17,370000000.0,459000000.0,89000000.0,,
1982-05-21,1.19,370000000.0,459000000.0,89000000.0,,
1982-05-24,1.19,370000000.0,459000000.0,89000000.0,,
1982-05-25,1.17,370000000.0,459000000.0,89000000.0,,
1982-05-26,1.16,370000000.0,459000000.0,89000000.0,,
1982-05-27,1.13,370000000.0,459000000.0,89000000.0,,
1982-05-28,1.1,370000000.0,459000000.0,89000000.0,,
1982-06-01,1.11,370000000.0,459000000.0,89000000.0,,
1982-06-02,1.1,370000000.0,459000000.0,89000000.0,,
1982-06-03,1.09,370000000.0,459000000.0,89000000.0,,
1982-06-04,1.09,370000000.0,459000000.0,89000000.0,,
1982-06-07,1.11,370000000.0,459000000.0,89000000.0,,
1982-06-08,1.12,370000000.0,459000000.0,89000000.0,,
1982-06-09,1.09,370000000.0,459000000.0,89000000.0,,
1982-06-10,1.09,370000000.0,459000000.0,89000000.0,,
1982-06-11,1.11,370000000.0,459000000.0,89000000.0,,
1982-06-14,1.09,370000000.0,459000000.0,89000000.0,,
1982-06-15,1.09,370000000.0,459000000.0,89000000.0,,
1982-06-16,1.09,370000000.0,459000000.0,89000000.0,,
1982-06-17,1.05,370000000.0,459000000.0,89000000.0,,
1982-06-18,1.03,370000000.0,459000000.0,89000000.0,,
1982-06-21,1.09,370000000.0,459000000.0,89000000.0,,
1982-06-22,1.08,370000000.0,459000000.0,89000000.0,,
1982-06-23,1.14,370000000.0,459000000.0,89000000.0,,
1982-06-24,1.13,370000000.0,459000000.0,89000000.0,,
1982-06-25,1.12,370000000.0,459000000.0,89000000.0,,
