date,close price,RF_SHE,RF_TA,RF_TL,market cap,PB Ratio
1980-06-27,1.84,,,,,
1980-06-30,1.84,,,,,
1980-07-01,1.82,,,,,
1980-07-02,1.82,,,,,
1980-07-03,1.79,,,,,
1980-07-07,1.84,,,,,
1980-07-08,1.84,,,,,
1980-07-09,1.84,,,,,
1980-07-10,1.82,,,,,
1980-07-11,1.84,,,,,
1980-07-14,1.84,,,,,
1980-07-15,1.84,,,,,
1980-07-16,1.86,,,,,
1980-07-17,1.89,,,,,
1980-07-18,1.91,,,,,
1980-07-21,1.93,,,,,
1980-07-22,1.96,,,,,
1980-07-23,1.93,,,,,
1980-07-24,1.98,,,,,
1980-07-25,1.98,,,,,
1980-07-28,2.0,,,,,
1980-07-29,2.02,,,,,
1980-07-30,2.05,,,,,
1980-07-31,2.07,,,,,
1980-08-01,2.09,,,,,
1980-08-04,2.09,,,,,
1980-08-05,2.09,,,,,
1980-08-06,2.09,,,,,
1980-08-07,2.12,,,,,
1980-08-08,2.16,,,,,
1980-08-11,2.23,,,,,
1980-08-12,2.26,,,,,
1980-08-13,2.26,,,,,
1980-08-14,2.26,,,,,
1980-08-15,2.26,,,,,
1980-08-18,2.26,,,,,
1980-08-19,2.26,,,,,
1980-08-20,2.26,,,,,
1980-08-21,2.26,,,,,
1980-08-22,2.26,,,,,
1980-08-25,2.23,,,,,
1980-08-26,2.24,,,,,
1980-08-27,2.23,,,,,
1980-08-28,2.23,,,,,
1980-08-29,2.23,,,,,
1980-09-02,2.23,,,,,
1980-09-03,2.23,,,,,
1980-09-04,2.23,,,,,
1980-09-05,2.23,,,,,
1980-09-08,2.23,,,,,
1980-09-09,2.23,,,,,
1980-09-10,2.23,,,,,
1980-09-11,2.23,,,,,
1980-09-12,2.23,,,,,
1980-09-15,2.23,,,,,
1980-09-16,2.23,,,,,
1980-09-17,2.26,,,,,
1980-09-18,2.26,,,,,
1980-09-19,2.26,,,,,
1980-09-22,2.26,,,,,
1980-09-23,2.27,,,,,
1980-09-24,2.26,,,,,
1980-09-25,2.26,,,,,
1980-09-26,2.26,,,,,
1980-09-29,2.26,,,,,
1980-09-30,2.26,,,,,
1980-10-01,2.26,,,,,
1980-10-02,2.26,,,,,
1980-10-03,2.3,,,,,
1980-10-06,2.3,,,,,
1980-10-07,2.3,,,,,
1980-10-08,2.3,,,,,
1980-10-09,2.3,,,,,
1980-10-10,2.3,,,,,
1980-10-13,2.3,,,,,
1980-10-14,2.32,,,,,
1980-10-15,2.37,,,,,
1980-10-16,2.37,,,,,
1980-10-17,2.37,,,,,
1980-10-20,2.37,,,,,
1980-10-21,2.37,,,,,
1980-10-22,2.37,,,,,
1980-10-23,2.37,,,,,
1980-10-24,2.37,,,,,
1980-10-27,2.37,,,,,
1980-10-28,2.39,,,,,
1980-10-29,2.39,,,,,
1980-10-30,2.39,,,,,
1980-10-31,2.39,,,,,
1980-11-03,2.39,,,,,
1980-11-05,2.42,,,,,
1980-11-06,2.42,,,,,
1980-11-07,2.39,,,,,
1980-11-10,2.3,,,,,
1980-11-11,2.3,,,,,
1980-11-12,2.32,,,,,
1980-11-13,2.35,,,,,
1980-11-14,2.35,,,,,
1980-11-17,2.35,,,,,
1980-11-18,2.35,,,,,
1980-11-19,2.35,,,,,
1980-11-20,2.35,,,,,
1980-11-21,2.35,,,,,
1980-11-24,2.35,,,,,
1980-11-25,2.35,,,,,
1980-11-26,2.37,,,,,
1980-11-28,2.37,,,,,
1980-12-01,2.35,,,,,
1980-12-02,2.35,,,,,
1980-12-03,2.37,,,,,
1980-12-04,2.37,,,,,
1980-12-05,2.37,,,,,
1980-12-08,2.35,,,,,
1980-12-09,2.32,,,,,
1980-12-10,2.32,,,,,
1980-12-11,2.26,,,,,
1980-12-12,2.26,,,,,
1980-12-15,2.26,,,,,
1980-12-16,2.26,,,,,
1980-12-17,2.28,,,,,
1980-12-18,2.32,,,,,
1980-12-19,2.37,,,,,
1980-12-22,2.37,,,,,
1980-12-23,2.37,,,,,
1980-12-24,2.37,,,,,
1980-12-26,2.39,,,,,
1980-12-29,2.39,,,,,
1980-12-30,2.39,,,,,
1980-12-31,2.37,,,,,
1981-01-02,2.37,,,,,
1981-01-05,2.37,,,,,
1981-01-06,2.37,,,,,
1981-01-07,2.3,,,,,
1981-01-08,2.3,,,,,
1981-01-09,2.3,,,,,
1981-01-12,2.32,,,,,
1981-01-13,2.32,,,,,
1981-01-14,2.35,,,,,
1981-01-15,2.35,,,,,
1981-01-16,2.44,,,,,
1981-01-19,2.46,,,,,
1981-01-20,2.46,,,,,
1981-01-21,2.44,,,,,
1981-01-22,2.39,,,,,
1981-01-23,2.39,,,,,
1981-01-26,2.39,,,,,
1981-01-27,2.39,,,,,
1981-01-28,2.35,,,,,
1981-01-29,2.35,,,,,
1981-01-30,2.32,,,,,
1981-02-02,2.32,,,,,
1981-02-03,2.32,,,,,
1981-02-04,2.35,,,,,
1981-02-05,2.36,,,,,
1981-02-06,2.36,,,,,
1981-02-09,2.37,,,,,
1981-02-10,2.37,,,,,
1981-02-11,2.37,,,,,
1981-02-12,2.37,,,,,
1981-02-13,2.37,,,,,
1981-02-17,2.39,,,,,
1981-02-18,2.39,,,,,
1981-02-19,2.35,,,,,
1981-02-20,2.35,,,,,
1981-02-23,2.35,,,,,
1981-02-24,2.37,,,,,
1981-02-25,2.37,,,,,
1981-02-26,2.37,,,,,
1981-02-27,2.37,,,,,
1981-03-02,2.37,,,,,
1981-03-03,2.37,,,,,
1981-03-04,2.35,,,,,
1981-03-05,2.35,,,,,
1981-03-06,2.35,,,,,
1981-03-09,2.35,,,,,
1981-03-10,2.35,,,,,
1981-03-11,2.35,,,,,
1981-03-12,2.35,,,,,
1981-03-13,2.36,,,,,
1981-03-16,2.37,,,,,
1981-03-17,2.39,,,,,
1981-03-18,2.42,,,,,
1981-03-19,2.42,,,,,
1981-03-20,2.46,,,,,
1981-03-23,2.49,,,,,
1981-03-24,2.49,,,,,
1981-03-25,2.51,,,,,
1981-03-26,2.53,,,,,
1981-03-27,2.53,,,,,
1981-03-30,2.53,,,,,
1981-03-31,2.53,,,,,
1981-04-01,2.55,,,,,
1981-04-02,2.58,,,,,
1981-04-03,2.58,,,,,
1981-04-06,2.58,,,,,
1981-04-07,2.55,,,,,
1981-04-08,2.55,,,,,
1981-04-09,2.55,,,,,
1981-04-10,2.55,,,,,
1981-04-13,2.53,,,,,
1981-04-14,2.51,,,,,
1981-04-15,2.51,,,,,
1981-04-16,2.53,,,,,
1981-04-20,2.53,,,,,
1981-04-21,2.55,,,,,
1981-04-22,2.55,,,,,
1981-04-23,2.58,,,,,
1981-04-24,2.58,,,,,
1981-04-27,2.58,,,,,
1981-04-28,2.58,,,,,
1981-04-29,2.58,,,,,
1981-04-30,2.55,,,,,
1981-05-01,2.55,,,,,
1981-05-04,2.55,,,,,
1981-05-05,2.55,,,,,
1981-05-06,2.55,,,,,
1981-05-07,2.55,,,,,
1981-05-08,2.58,,,,,
1981-05-11,2.62,,,,,
1981-05-12,2.62,,,,,
1981-05-13,2.62,,,,,
1981-05-14,2.62,,,,,
1981-05-15,2.63,,,,,
1981-05-18,2.65,,,,,
1981-05-19,2.65,,,,,
1981-05-20,2.65,,,,,
1981-05-21,2.65,,,,,
1981-05-22,2.65,,,,,
1981-05-26,2.65,,,,,
1981-05-27,2.65,,,,,
1981-05-28,2.67,,,,,
1981-05-29,2.67,,,,,
1981-06-01,2.67,,,,,
1981-06-02,2.67,,,,,
1981-06-03,2.67,,,,,
1981-06-04,2.67,,,,,
1981-06-05,2.67,,,,,
1981-06-08,2.67,,,,,
1981-06-09,2.67,,,,,
1981-06-10,2.62,,,,,
1981-06-11,2.62,,,,,
1981-06-12,2.62,,,,,
1981-06-15,2.62,,,,,
1981-06-16,2.62,,,,,
1981-06-17,2.67,,,,,
1981-06-18,2.67,,,,,
1981-06-19,2.67,,,,,
1981-06-22,2.69,,,,,
1981-06-23,2.69,,,,,
1981-06-24,2.69,,,,,
1981-06-25,2.69,,,,,
1981-06-26,2.69,,,,,
1981-06-29,2.69,,,,,
1981-06-30,2.72,,,,,
1981-07-01,2.72,,,,,
1981-07-02,2.72,,,,,
1981-07-06,2.72,,,,,
1981-07-07,2.72,,,,,
1981-07-08,2.72,,,,,
1981-07-09,2.72,,,,,
1981-07-10,2.72,,,,,
1981-07-13,2.72,,,,,
1981-07-14,2.72,,,,,
1981-07-15,2.72,,,,,
1981-07-16,2.72,,,,,
1981-07-17,2.72,,,,,
1981-07-20,2.72,,,,,
1981-07-21,2.69,,,,,
1981-07-22,2.69,,,,,
1981-07-23,2.67,,,,,
1981-07-24,2.69,,,,,
1981-07-27,2.69,,,,,
1981-07-28,2.67,,,,,
1981-07-29,2.65,,,,,
1981-07-30,2.65,,,,,
1981-07-31,2.67,,,,,
1981-08-03,2.67,,,,,
1981-08-04,2.67,,,,,
1981-08-05,2.67,,,,,
1981-08-06,2.67,,,,,
1981-08-07,2.67,,,,,
1981-08-10,2.67,,,,,
1981-08-11,2.69,,,,,
1981-08-12,2.69,,,,,
1981-08-13,2.69,,,,,
1981-08-14,2.69,,,,,
1981-08-17,2.69,,,,,
1981-08-18,2.69,,,,,
1981-08-19,2.69,,,,,
1981-08-20,2.69,,,,,
1981-08-21,2.69,,,,,
1981-08-24,2.67,,,,,
1981-08-25,2.65,,,,,
1981-08-26,2.65,,,,,
1981-08-27,2.62,,,,,
1981-08-28,2.62,,,,,
1981-08-31,2.62,,,,,
1981-09-01,2.6,,,,,
1981-09-02,2.51,,,,,
1981-09-03,2.44,,,,,
1981-09-04,2.42,,,,,
1981-09-08,2.37,,,,,
1981-09-09,2.37,,,,,
1981-09-10,2.37,,,,,
1981-09-11,2.37,,,,,
1981-09-14,2.37,,,,,
1981-09-15,2.39,,,,,
1981-09-16,2.42,,,,,
1981-09-17,2.44,,,,,
1981-09-18,2.46,,,,,
1981-09-21,2.46,,,,,
1981-09-22,2.46,,,,,
1981-09-23,2.46,,,,,
1981-09-24,2.46,,,,,
1981-09-25,2.46,,,,,
1981-09-28,2.46,,,,,
1981-09-29,2.46,,,,,
1981-09-30,2.46,,,,,
1981-10-01,2.49,,,,,
1981-10-02,2.51,,,,,
1981-10-05,2.58,,,,,
1981-10-06,2.58,,,,,
1981-10-07,2.58,,,,,
1981-10-08,2.58,,,,,
1981-10-09,2.58,,,,,
1981-10-12,2.6,,,,,
1981-10-13,2.6,,,,,
1981-10-14,2.6,,,,,
1981-10-15,2.6,,,,,
1981-10-16,2.6,,,,,
1981-10-19,2.6,,,,,
1981-10-20,2.62,,,,,
1981-10-21,2.65,,,,,
1981-10-22,2.62,,,,,
1981-10-23,2.62,,,,,
1981-10-26,2.62,,,,,
1981-10-27,2.62,,,,,
1981-10-28,2.62,,,,,
1981-10-29,2.35,,,,,
1981-10-30,2.35,,,,,
1981-11-02,2.37,,,,,
1981-11-03,2.37,,,,,
1981-11-04,2.46,,,,,
1981-11-05,2.49,,,,,
1981-11-06,2.55,,,,,
1981-11-09,2.55,,,,,
1981-11-10,2.62,,,,,
1981-11-11,2.61,,,,,
1981-11-12,2.62,,,,,
1981-11-13,2.62,,,,,
1981-11-16,2.6,,,,,
1981-11-17,2.6,,,,,
1981-11-18,2.6,,,,,
1981-11-19,2.6,,,,,
1981-11-20,2.6,,,,,
1981-11-23,2.61,,,,,
1981-11-24,2.61,,,,,
1981-11-25,2.62,,,,,
1981-11-27,2.62,,,,,
1981-11-30,2.65,,,,,
1981-12-01,2.65,,,,,
1981-12-02,2.65,,,,,
1981-12-03,2.65,,,,,
1981-12-04,2.65,,,,,
1981-12-07,2.65,,,,,
1981-12-08,2.62,,,,,
1981-12-09,2.62,,,,,
1981-12-10,2.62,,,,,
1981-12-11,2.62,,,,,
1981-12-14,2.58,,,,,
1981-12-15,2.53,,,,,
1981-12-16,2.53,,,,,
1981-12-17,2.53,,,,,
1981-12-18,2.53,,,,,
1981-12-21,2.53,,,,,
1981-12-22,2.53,,,,,
1981-12-23,2.55,,,,,
1981-12-24,2.58,,,,,
1981-12-28,2.6,,,,,
1981-12-29,2.6,,,,,
1981-12-30,2.6,,,,,
1981-12-31,2.67,,,,,
1982-01-04,2.67,,,,,
1982-01-05,2.6,,,,,
1982-01-06,2.53,,,,,
1982-01-07,2.46,,,,,
1982-01-08,2.46,,,,,
1982-01-11,2.46,,,,,
1982-01-12,2.42,,,,,
1982-01-13,2.42,,,,,
1982-01-14,2.42,,,,,
1982-01-15,2.42,,,,,
1982-01-18,2.39,,,,,
1982-01-19,2.39,,,,,
1982-01-20,2.39,,,,,
1982-01-21,2.39,,,,,
1982-01-22,2.39,,,,,
1982-01-25,2.35,,,,,
1982-01-26,2.37,,,,,
1982-01-27,2.37,,,,,
1982-01-28,2.37,,,,,
1982-01-29,2.39,,,,,
1982-02-01,2.39,,,,,
1982-02-02,2.39,,,,,
1982-02-03,2.42,,,,,
1982-02-04,2.44,,,,,
1982-02-05,2.44,,,,,
1982-02-08,2.44,,,,,
1982-02-09,2.44,,,,,
1982-02-10,2.44,,,,,
1982-02-11,2.46,,,,,
1982-02-12,2.49,,,,,
1982-02-16,2.53,,,,,
1982-02-17,2.53,,,,,
1982-02-18,2.53,,,,,
1982-02-19,2.49,,,,,
1982-02-22,2.49,,,,,
1982-02-23,2.37,,,,,
1982-02-24,2.37,,,,,
1982-02-25,2.37,,,,,
1982-02-26,2.37,,,,,
1982-03-01,2.37,,,,,
1982-03-02,2.39,,,,,
1982-03-03,2.39,,,,,
1982-03-04,2.39,,,,,
1982-03-05,2.39,,,,,
1982-03-08,2.37,,,,,
1982-03-09,2.35,,,,,
1982-03-10,2.35,,,,,
1982-03-11,2.35,,,,,
1982-03-12,2.37,,,,,
1982-03-15,2.37,,,,,
1982-03-16,2.42,,,,,
1982-03-17,2.44,,,,,
1982-03-18,2.44,,,,,
1982-03-19,2.46,,,,,
1982-03-22,2.55,,,,,
1982-03-23,2.55,,,,,
1982-03-24,2.55,,,,,
1982-03-25,2.55,,,,,
1982-03-26,2.44,,,,,
1982-03-29,2.37,,,,,
1982-03-30,2.37,,,,,
1982-03-31,2.37,,,,,
1982-04-01,2.37,,,,,
1982-04-02,2.37,,,,,
1982-04-05,2.37,,,,,
1982-04-06,2.37,,,,,
1982-04-07,2.37,,,,,
1982-04-08,2.37,,,,,
1982-04-12,2.37,,,,,
1982-04-13,2.37,,,,,
1982-04-14,2.37,,,,,
1982-04-15,2.35,,,,,
1982-04-16,2.35,,,,,
1982-04-19,2.32,,,,,
1982-04-20,2.3,,,,,
1982-04-21,2.3,,,,,
1982-04-22,2.3,,,,,
1982-04-23,2.3,,,,,
1982-04-26,2.3,,,,,
1982-04-27,2.3,,,,,
1982-04-28,2.28,,,,,
1982-04-29,2.28,,,,,
1982-04-30,2.28,,,,,
1982-05-03,2.26,,,,,
1982-05-04,2.26,,,,,
1982-05-05,2.26,,,,,
1982-05-06,2.28,,,,,
1982-05-07,2.28,,,,,
1982-05-10,2.28,,,,,
1982-05-11,2.28,,,,,
1982-05-12,2.26,,,,,
1982-05-13,2.26,,,,,
1982-05-14,2.26,,,,,
1982-05-17,2.26,,,,,
1982-05-18,2.26,,,,,
1982-05-19,2.26,,,,,
1982-05-20,2.26,,,,,
1982-05-21,2.23,,,,,
1982-05-24,2.23,,,,,
1982-05-25,2.23,,,,,
1982-05-26,2.23,,,,,
1982-05-27,2.21,,,,,
1982-05-28,2.23,,,,,
1982-06-01,2.19,,,,,
1982-06-02,2.19,,,,,
1982-06-03,2.19,,,,,
1982-06-04,2.19,,,,,
1982-06-07,2.19,,,,,
1982-06-08,2.19,,,,,
1982-06-09,2.16,,,,,
1982-06-10,2.12,,,,,
1982-06-11,2.12,,,,,
1982-06-14,2.07,,,,,
1982-06-15,2.05,,,,,
1982-06-16,2.07,,,,,
1982-06-17,2.05,,,,,
1982-06-18,2.0,,,,,
1982-06-21,2.0,,,,,
1982-06-22,2.0,,,,,
1982-06-23,2.0,,,,,
1982-06-24,2.0,,,,,
1982-06-25,2.0,,,,,
1982-06-28,2.02,,,,,
1982-06-29,2.0,,,,,
1982-06-30,2.0,,,,,
1982-07-01,1.98,,,,,
1982-07-02,1.98,,,,,
1982-07-06,1.96,,,,,
1982-07-07,1.98,,,,,
1982-07-08,1.93,,,,,
1982-07-09,1.93,,,,,
1982-07-12,1.93,,,,,
1982-07-13,1.91,,,,,
1982-07-14,1.91,,,,,
1982-07-15,1.91,,,,,
1982-07-16,2.02,,,,,
1982-07-19,2.02,,,,,
1982-07-20,2.05,,,,,
1982-07-21,2.05,,,,,
1982-07-22,2.05,,,,,
1982-07-23,2.05,,,,,
1982-07-26,2.05,,,,,
1982-07-27,2.05,,,,,
1982-07-28,2.05,,,,,
1982-07-29,2.05,,,,,
1982-07-30,2.05,,,,,
1982-08-02,2.05,,,,,
1982-08-03,2.05,,,,,
1982-08-04,2.05,,,,,
1982-08-05,2.05,,,,,
1982-08-06,2.05,,,,,
1982-08-09,2.05,,,,,
1982-08-10,2.05,,,,,
1982-08-11,2.05,,,,,
1982-08-12,2.05,,,,,
1982-08-13,2.16,,,,,
1982-08-16,2.19,,,,,
1982-08-17,2.21,,,,,
1982-08-18,2.32,,,,,
1982-08-19,2.32,,,,,
1982-08-20,2.35,,,,,
1982-08-23,2.35,,,,,
1982-08-24,2.35,,,,,
1982-08-25,2.12,,,,,
1982-08-26,2.14,,,,,
1982-08-27,2.16,,,,,
1982-08-30,2.16,,,,,
1982-08-31,2.16,,,,,
1982-09-01,2.19,,,,,
1982-09-02,2.19,,,,,
1982-09-03,2.21,,,,,
1982-09-07,2.21,,,,,
1982-09-08,2.21,,,,,
1982-09-09,2.21,,,,,
1982-09-10,2.21,,,,,
1982-09-13,2.21,,,,,
1982-09-14,2.23,,,,,
1982-09-15,2.28,,,,,
1982-09-16,2.28,,,,,
1982-09-17,2.32,,,,,
1982-09-20,2.32,,,,,
1982-09-21,2.32,,,,,
1982-09-22,2.35,,,,,
1982-09-23,2.35,,,,,
1982-09-24,2.37,,,,,
1982-09-27,2.37,,,,,
1982-09-28,2.37,,,,,
1982-09-29,2.37,,,,,
1982-09-30,2.37,,,,,
1982-10-01,2.37,,,,,
1982-10-04,2.35,,,,,
1982-10-05,2.35,,,,,
1982-10-06,2.35,,,,,
1982-10-07,2.35,,,,,
1982-10-08,2.35,,,,,
1982-10-11,2.46,,,,,
1982-10-12,2.49,,,,,
1982-10-13,2.49,,,,,
1982-10-14,2.49,,,,,
1982-10-15,2.49,,,,,
1982-10-18,2.49,,,,,
1982-10-19,2.51,,,,,
1982-10-20,2.51,,,,,
1982-10-21,2.53,,,,,
1982-10-22,2.53,,,,,
1982-10-25,2.51,,,,,
1982-10-26,2.49,,,,,
1982-10-27,2.49,,,,,
1982-10-28,2.49,,,,,
1982-10-29,2.49,,,,,
1982-11-01,2.51,,,,,
1982-11-02,2.53,,,,,
1982-11-03,2.55,,,,,
1982-11-04,2.6,,,,,
1982-11-05,2.62,,,,,
1982-11-08,2.62,,,,,
1982-11-09,2.65,,,,,
1982-11-10,2.69,,,,,
1982-11-11,2.69,,,,,
1982-11-12,2.69,,,,,
1982-11-15,2.67,,,,,
1982-11-16,2.67,,,,,
1982-11-17,2.67,,,,,
1982-11-18,2.67,,,,,
1982-11-19,2.62,,,,,
1982-11-22,2.58,,,,,
1982-11-23,2.55,,,,,
1982-11-24,2.53,,,,,
1982-11-26,2.53,,,,,
1982-11-29,2.51,,,,,
1982-11-30,2.49,,,,,
1982-12-01,2.51,,,,,
1982-12-02,2.51,,,,,
1982-12-03,2.51,,,,,
1982-12-06,2.51,,,,,
1982-12-07,2.51,,,,,
1982-12-08,2.51,,,,,
1982-12-09,2.51,,,,,
1982-12-10,2.51,,,,,
1982-12-13,2.51,,,,,
1982-12-14,2.51,,,,,
1982-12-15,2.51,,,,,
1982-12-16,2.51,,,,,
1982-12-17,2.51,,,,,
1982-12-20,2.51,,,,,
1982-12-21,2.51,,,,,
1982-12-22,2.51,,,,,
1982-12-23,2.49,,,,,
1982-12-27,2.46,,,,,
1982-12-28,2.46,,,,,
1982-12-29,2.46,,,,,
1982-12-30,2.46,,,,,
1982-12-31,2.44,,,,,
1983-01-03,2.42,,,,,
1983-01-04,2.42,,,,,
1983-01-05,2.42,,,,,
1983-01-06,2.42,,,,,
1983-01-07,2.42,,,,,
1983-01-10,2.42,,,,,
1983-01-11,2.42,,,,,
1983-01-12,2.44,,,,,
1983-01-13,2.44,,,,,
1983-01-14,2.44,,,,,
1983-01-17,2.44,,,,,
1983-01-18,2.44,,,,,
1983-01-19,2.44,,,,,
1983-01-20,2.44,,,,,
1983-01-21,2.44,,,,,
1983-01-24,2.42,,,,,
1983-01-25,2.42,,,,,
1983-01-26,2.42,,,,,
1983-01-27,2.42,,,,,
1983-01-28,2.42,,,,,
1983-01-31,2.42,,,,,
1983-02-01,2.42,,,,,
1983-02-02,2.42,,,,,
1983-02-03,2.42,,,,,
1983-02-04,2.42,,,,,
1983-02-07,2.42,,,,,
1983-02-08,2.42,,,,,
1983-02-09,2.42,,,,,
1983-02-10,2.42,,,,,
1983-02-11,2.42,,,,,
1983-02-14,2.42,,,,,
1983-02-15,2.46,,,,,
1983-02-16,2.46,,,,,
1983-02-17,2.46,,,,,
1983-02-18,2.51,,,,,
1983-02-22,2.55,,,,,
1983-02-23,2.6,,,,,
1983-02-24,2.62,,,,,
1983-02-25,2.62,,,,,
1983-02-28,2.62,,,,,
1983-03-01,2.62,,,,,
1983-03-02,2.62,,,,,
1983-03-03,2.62,,,,,
1983-03-04,2.62,,,,,
1983-03-07,2.69,,,,,
1983-03-08,2.72,,,,,
1983-03-09,2.72,,,,,
1983-03-10,2.76,,,,,
1983-03-11,2.76,,,,,
1983-03-14,2.74,,,,,
1983-03-15,2.72,,,,,
1983-03-16,2.69,,,,,
1983-03-17,2.69,,,,,
1983-03-18,2.69,,,,,
1983-03-21,2.69,,,,,
1983-03-22,2.67,,,,,
1983-03-23,2.67,,,,,
1983-03-24,2.67,,,,,
1983-03-25,2.67,,,,,
1983-03-28,2.67,,,,,
1983-03-29,2.65,,,,,
1983-03-30,2.62,,,,,
1983-03-31,2.55,,,,,
1983-04-04,2.51,,,,,
1983-04-05,2.51,,,,,
1983-04-06,2.6,,,,,
1983-04-07,2.62,,,,,
1983-04-08,2.62,,,,,
1983-04-11,2.67,,,,,
1983-04-12,2.72,,,,,
1983-04-13,2.74,,,,,
1983-04-14,2.83,,,,,
1983-04-15,2.88,,,,,
1983-04-18,2.9,,,,,
1983-04-19,2.88,,,,,
1983-04-20,2.83,,,,,
1983-04-21,2.85,,,,,
1983-04-22,2.85,,,,,
1983-04-25,2.85,,,,,
1983-04-26,2.83,,,,,
1983-04-27,2.83,,,,,
1983-04-28,2.83,,,,,
1983-04-29,2.85,,,,,
1983-05-02,2.83,,,,,
1983-05-03,2.76,,,,,
1983-05-04,2.83,,,,,
1983-05-05,2.88,,,,,
1983-05-06,2.95,,,,,
1983-05-09,2.92,,,,,
1983-05-10,2.92,,,,,
1983-05-11,2.92,,,,,
1983-05-12,2.92,,,,,
1983-05-13,2.92,,,,,
1983-05-16,2.95,,,,,
1983-05-17,2.92,,,,,
1983-05-18,2.95,,,,,
1983-05-19,2.95,,,,,
1983-05-20,2.95,,,,,
1983-05-23,2.97,,,,,
1983-05-24,2.99,,,,,
1983-05-25,3.04,,,,,
1983-05-26,3.13,,,,,
1983-05-27,3.13,,,,,
1983-05-31,3.13,,,,,
1983-06-01,3.13,,,,,
1983-06-02,3.13,,,,,
1983-06-03,3.08,,,,,
1983-06-06,3.08,,,,,
1983-06-07,3.08,,,,,
1983-06-08,3.08,,,,,
1983-06-09,3.08,,,,,
1983-06-10,3.11,,,,,
1983-06-13,3.13,,,,,
1983-06-14,3.13,,,,,
1983-06-15,3.13,,,,,
1983-06-16,3.15,,,,,
1983-06-17,3.15,,,,,
1983-06-20,3.18,,,,,
1983-06-21,3.2,,,,,
1983-06-22,3.22,,,,,
1983-06-23,3.24,,,,,
1983-06-24,3.24,,,,,
1983-06-27,3.22,,,,,
1983-06-28,3.11,,,,,
1983-06-29,3.06,,,,,
1983-06-30,3.06,,,,,
1983-07-01,3.15,,,,,
1983-07-05,3.18,,,,,
1983-07-06,3.18,,,,,
1983-07-07,3.18,,,,,
1983-07-08,3.18,,,,,
1983-07-11,3.18,,,,,
1983-07-12,3.18,,,,,
1983-07-13,3.15,,,,,
1983-07-14,3.18,,,,,
1983-07-15,3.18,,,,,
1983-07-18,3.18,,,,,
1983-07-19,3.27,,,,,
1983-07-20,3.31,,,,,
1983-07-21,3.27,,,,,
1983-07-22,3.31,,,,,
1983-07-25,3.31,,,,,
1983-07-26,3.31,,,,,
1983-07-27,3.27,,,,,
1983-07-28,3.2,,,,,
1983-07-29,3.15,,,,,
1983-08-01,3.01,,,,,
1983-08-02,3.04,,,,,
1983-08-03,3.08,,,,,
1983-08-04,3.06,,,,,
1983-08-05,3.01,,,,,
1983-08-08,3.01,,,,,
1983-08-09,3.01,,,,,
1983-08-10,2.99,,,,,
1983-08-11,3.01,,,,,
1983-08-12,3.04,,,,,
1983-08-15,2.99,,,,,
1983-08-16,3.04,,,,,
1983-08-17,3.06,,,,,
1983-08-18,3.11,,,,,
1983-08-19,3.08,,,,,
1983-08-22,3.06,,,,,
1983-08-23,3.01,,,,,
