date,VTR,dcf,Deviation
1997-10-08,23.73,,
1997-10-09,23.62,,
1997-10-10,24.12,,
1997-10-13,24.44,,
1997-10-14,24.59,,
1997-10-15,24.55,,
1997-10-16,24.16,,
1997-10-17,23.84,,
1997-10-20,24.05,,
1997-10-21,24.34,,
1997-10-22,17.41,,
1997-10-23,16.56,,
1997-10-24,17.2,,
1997-10-27,15.99,,
1997-10-28,16.84,,
1997-10-29,16.13,,
1997-10-30,15.42,,
1997-10-31,15.42,,
1997-11-03,15.77,,
1997-11-04,15.74,,
1997-11-05,15.49,,
1997-11-06,15.27,,
1997-11-07,15.27,,
1997-11-10,15.1,,
1997-11-11,15.06,,
1997-11-12,14.42,,
1997-11-13,14.38,,
1997-11-14,14.45,,
1997-11-17,14.74,,
1997-11-18,14.38,,
1997-11-19,14.42,,
1997-11-20,14.52,,
1997-11-21,14.2,,
1997-11-24,13.85,,
1997-11-25,13.99,,
1997-11-26,13.67,,
1997-11-28,13.85,,
1997-12-01,13.77,,
1997-12-02,13.28,,
1997-12-03,13.13,,
1997-12-04,13.52,,
1997-12-05,13.67,,
1997-12-08,13.6,,
1997-12-09,13.7,,
1997-12-10,13.7,,
1997-12-11,14.13,,
1997-12-12,14.06,,
1997-12-15,14.35,,
1997-12-16,14.13,,
1997-12-17,14.35,,
1997-12-18,14.56,,
1997-12-19,14.17,,
1997-12-22,13.92,,
1997-12-23,13.81,,
1997-12-24,13.74,,
1997-12-26,13.74,,
1997-12-29,13.7,,
1997-12-30,13.77,,
1997-12-31,13.95,,
1998-01-02,13.85,,
1998-01-05,13.92,,
1998-01-06,13.74,,
1998-01-07,13.7,,
1998-01-08,13.56,,
1998-01-09,13.03,,
1998-01-12,12.74,,
1998-01-13,12.85,,
1998-01-14,13.06,,
1998-01-15,13.45,,
1998-01-16,14.49,,
1998-01-20,14.35,,
1998-01-21,14.35,,
1998-01-22,14.02,,
1998-01-23,13.95,,
1998-01-26,13.77,,
1998-01-27,13.63,,
1998-01-28,13.7,,
1998-01-29,13.95,,
1998-01-30,13.99,,
1998-02-02,15.27,,
1998-02-03,14.92,,
1998-02-04,14.88,,
1998-02-05,15.27,,
1998-02-06,15.7,,
1998-02-09,15.63,,
1998-02-10,15.77,,
1998-02-11,15.74,,
1998-02-12,15.63,,
1998-02-13,15.59,,
1998-02-17,15.7,,
1998-02-18,15.59,,
1998-02-19,16.63,,
1998-02-20,16.59,,
1998-02-23,16.56,,
1998-02-24,16.31,,
1998-02-25,16.42,,
1998-02-26,16.45,,
1998-02-27,16.38,,
1998-03-02,16.31,,
1998-03-03,16.27,,
1998-03-04,16.27,,
1998-03-05,16.09,,
1998-03-06,15.99,,
1998-03-09,15.95,,
1998-03-10,16.31,,
1998-03-11,16.09,,
1998-03-12,16.02,,
1998-03-13,15.99,,
1998-03-16,15.99,,
1998-03-17,16.13,,
1998-03-18,16.13,,
1998-03-19,16.42,,
1998-03-20,16.38,,
1998-03-23,16.49,,
1998-03-24,16.81,,
1998-03-25,16.63,,
1998-03-26,17.16,,
1998-03-27,17.16,,
1998-03-30,16.95,,
1998-03-31,17.09,,
1998-04-01,17.09,,
1998-04-02,16.88,,
1998-04-03,16.74,,
1998-04-06,16.84,,
1998-04-07,16.92,,
1998-04-08,16.77,,
1998-04-09,16.56,,
1998-04-13,16.52,,
1998-04-14,16.52,,
1998-04-15,16.31,,
1998-04-16,16.34,,
1998-04-17,16.56,,
1998-04-20,16.99,,
1998-04-21,16.67,,
1998-04-22,15.99,,
1998-04-23,15.99,,
1998-04-24,15.95,,
1998-04-27,15.45,,
1998-04-28,15.17,,
1998-04-29,15.17,,
1998-04-30,15.49,,
1998-05-01,19.91,,
1998-05-04,19.98,,
1998-05-05,19.48,,
1998-05-06,18.77,,
1998-05-07,18.56,,
1998-05-08,18.84,,
1998-05-11,18.84,,
1998-05-12,18.98,,
1998-05-13,19.63,,
1998-05-14,19.34,,
1998-05-15,18.7,,
1998-05-18,18.7,,
1998-05-19,18.84,,
1998-05-20,18.63,,
1998-05-21,18.84,,
1998-05-22,18.49,,
1998-05-26,17.99,,
1998-05-27,18.13,,
1998-05-28,18.2,,
1998-05-29,18.41,,
1998-06-01,18.2,,
1998-06-02,18.13,,
1998-06-03,17.84,,
1998-06-04,17.7,,
1998-06-05,16.92,,
1998-06-08,16.84,,
1998-06-09,17.13,,
1998-06-10,17.2,,
1998-06-11,16.84,,
1998-06-12,16.63,,
1998-06-15,15.84,,
1998-06-16,16.2,,
1998-06-17,16.34,,
1998-06-18,16.63,,
1998-06-19,16.34,,
1998-06-22,16.13,,
1998-06-23,16.56,,
1998-06-24,16.42,,
1998-06-25,15.84,,
1998-06-26,16.27,,
1998-06-29,15.92,,
1998-06-30,15.77,,
1998-07-01,15.99,,
1998-07-02,16.27,,
1998-07-06,17.06,,
1998-07-07,16.77,,
1998-07-08,16.77,,
1998-07-09,16.77,,
1998-07-10,16.49,,
1998-07-13,15.77,,
1998-07-14,15.7,,
1998-07-15,14.49,,
1998-07-16,12.78,,
1998-07-17,13.13,,
1998-07-20,12.78,,
1998-07-21,12.49,,
1998-07-22,12.63,,
1998-07-23,12.92,,
1998-07-24,13.42,,
1998-07-27,13.28,,
1998-07-28,13.7,,
1998-07-29,13.92,,
1998-07-30,13.49,,
1998-07-31,13.35,,
1998-08-03,13.13,,
1998-08-04,12.85,,
1998-08-05,12.78,,
1998-08-06,12.99,,
1998-08-07,13.13,,
1998-08-10,12.7,,
1998-08-11,12.42,,
1998-08-12,12.7,,
1998-08-13,13.2,,
1998-08-14,13.56,,
1998-08-17,13.35,,
1998-08-18,13.35,,
1998-08-19,13.28,,
1998-08-20,13.13,,
1998-08-21,12.99,,
1998-08-24,12.56,,
1998-08-25,12.7,,
1998-08-26,12.63,,
1998-08-27,12.56,,
1998-08-28,12.28,,
1998-08-31,12.13,,
1998-09-01,12.78,,
1998-09-02,12.2,,
1998-09-03,11.99,,
1998-09-04,12.56,,
1998-09-08,12.7,,
1998-09-09,12.35,,
1998-09-10,11.99,,
1998-09-11,12.35,,
1998-09-14,12.99,,
1998-09-15,12.92,,
1998-09-16,13.13,,
1998-09-17,12.92,,
1998-09-18,12.92,,
1998-09-21,12.85,,
1998-09-22,12.92,,
1998-09-23,13.2,,
1998-09-24,13.77,,
1998-09-25,13.85,,
1998-09-28,13.7,,
1998-09-29,13.63,,
1998-09-30,13.56,,
1998-10-01,13.13,,
1998-10-02,13.28,,
1998-10-05,12.85,,
1998-10-06,12.42,,
1998-10-07,12.06,,
1998-10-08,11.42,,
1998-10-09,12.85,,
1998-10-12,12.56,,
1998-10-13,12.06,,
1998-10-14,12.42,,
1998-10-15,12.42,,
1998-10-16,12.35,,
1998-10-19,12.42,,
1998-10-20,12.06,,
1998-10-21,11.92,,
1998-10-22,12.63,,
1998-10-23,12.7,,
1998-10-26,12.92,,
1998-10-27,12.99,,
1998-10-28,12.78,,
1998-10-29,13.06,,
1998-10-30,13.06,,
1998-11-02,13.56,,
1998-11-03,13.7,,
1998-11-04,13.99,,
1998-11-05,13.99,,
1998-11-06,14.27,,
1998-11-09,14.42,,
1998-11-10,14.7,,
1998-11-11,14.7,,
1998-11-12,14.77,,
1998-11-13,14.49,,
1998-11-16,14.42,,
1998-11-17,14.27,,
1998-11-18,14.27,,
1998-11-19,13.7,,
1998-11-20,13.42,,
1998-11-23,13.49,,
1998-11-24,13.56,,
1998-11-25,13.56,,
1998-11-27,13.63,,
1998-11-30,13.7,,
1998-12-01,13.49,,
1998-12-02,13.7,,
1998-12-03,13.49,,
1998-12-04,13.63,,
1998-12-07,13.56,,
1998-12-08,13.2,,
1998-12-09,12.99,,
1998-12-10,13.28,,
1998-12-11,13.56,,
1998-12-14,13.28,,
1998-12-15,13.28,,
1998-12-16,13.35,,
1998-12-17,13.56,,
1998-12-18,13.63,,
1998-12-21,13.49,,
1998-12-22,13.63,,
1998-12-23,13.85,,
1998-12-24,13.85,,
1998-12-28,13.7,,
1998-12-29,13.63,,
1998-12-30,13.56,,
1998-12-31,13.92,,
1999-01-04,14.27,,
1999-01-05,14.7,,
1999-01-06,14.85,,
1999-01-07,14.63,,
1999-01-08,14.42,,
1999-01-11,14.77,,
1999-01-12,14.77,,
1999-01-13,14.92,,
1999-01-14,15.2,,
1999-01-15,15.27,,
1999-01-19,14.85,,
1999-01-20,14.63,,
1999-01-21,14.27,,
1999-01-22,14.42,,
1999-01-25,14.27,,
1999-01-26,13.56,,
1999-01-27,12.7,,
1999-01-28,12.99,,
1999-01-29,13.06,,
1999-02-01,12.28,,
1999-02-02,11.99,,
1999-02-03,11.49,,
1999-02-04,11.42,,
1999-02-05,10.85,,
1999-02-08,10.21,,
1999-02-09,9.78,,
1999-02-10,9.78,,
1999-02-11,9.49,,
1999-02-12,8.71,,
1999-02-16,8.56,,
1999-02-17,8.42,,
1999-02-18,8.35,,
1999-02-19,9.49,,
1999-02-22,9.35,,
1999-02-23,9.35,,
1999-02-24,9.14,,
1999-02-25,9.28,,
1999-02-26,9.21,,
1999-03-01,9.06,,
1999-03-02,9.21,,
1999-03-03,8.99,,
1999-03-04,8.78,,
1999-03-05,9.35,,
1999-03-08,9.28,,
1999-03-09,9.06,,
1999-03-10,8.99,,
1999-03-11,7.21,,
1999-03-12,5.78,,
1999-03-15,5.71,,
1999-03-16,5.71,,
1999-03-17,6.21,,
1999-03-18,6.0,,
1999-03-19,5.92,,
1999-03-22,5.64,,
1999-03-23,5.64,,
1999-03-24,5.57,,
1999-03-25,5.64,,
1999-03-26,5.85,,
1999-03-29,5.85,,
1999-03-30,6.0,,
1999-03-31,6.85,,
1999-04-01,5.28,,
1999-04-05,5.0,,
1999-04-06,4.85,,
1999-04-07,4.21,,
1999-04-08,3.93,,
1999-04-09,4.14,,
1999-04-12,4.0,,
1999-04-13,4.71,,
1999-04-14,4.57,,
1999-04-15,4.78,,
1999-04-16,4.14,,
1999-04-19,4.0,,
1999-04-20,3.78,,
1999-04-21,4.28,,
1999-04-22,4.71,,
1999-04-23,5.0,,
1999-04-26,5.21,,
1999-04-27,5.5,,
1999-04-28,5.21,,
1999-04-29,5.14,,
1999-04-30,5.14,,
1999-05-03,5.0,,
1999-05-04,5.0,,
1999-05-05,5.14,,
1999-05-06,5.0,,
1999-05-07,5.07,,
1999-05-10,4.85,,
1999-05-11,5.35,,
1999-05-12,5.21,,
1999-05-13,5.35,,
1999-05-14,5.71,,
1999-05-17,5.78,,
1999-05-18,6.07,,
1999-05-19,6.42,,
1999-05-20,6.78,,
1999-05-21,6.78,,
1999-05-24,6.71,,
1999-05-25,6.57,,
1999-05-26,6.14,,
1999-05-27,5.85,,
1999-05-28,6.14,,
1999-06-01,6.14,,
1999-06-02,6.07,,
1999-06-03,6.07,,
1999-06-04,6.14,,
1999-06-07,6.21,,
1999-06-08,6.14,,
1999-06-09,6.21,,
1999-06-10,6.42,,
1999-06-11,6.49,,
1999-06-14,6.57,,
1999-06-15,6.57,,
1999-06-16,6.07,,
1999-06-17,6.49,,
1999-06-18,6.49,,
1999-06-21,6.21,,
1999-06-22,6.42,,
1999-06-23,6.21,,
1999-06-24,6.07,,
1999-06-25,5.5,,
1999-06-28,5.42,,
1999-06-29,5.85,,
1999-06-30,6.14,,
1999-07-01,6.07,,
1999-07-02,6.14,,
1999-07-06,5.71,,
1999-07-07,5.57,,
1999-07-08,5.64,,
1999-07-09,5.57,,
1999-07-12,5.5,,
1999-07-13,5.71,,
1999-07-14,5.64,,
1999-07-15,5.57,,
1999-07-16,5.78,,
1999-07-19,5.78,,
1999-07-20,5.78,,
1999-07-21,5.85,,
1999-07-22,5.78,,
1999-07-23,5.64,,
1999-07-26,5.71,,
1999-07-27,5.78,,
1999-07-28,5.57,,
1999-07-29,5.07,,
1999-07-30,5.07,,
1999-08-02,4.92,,
1999-08-03,4.78,,
1999-08-04,4.43,,
1999-08-05,5.0,,
1999-08-06,5.21,,
1999-08-09,5.07,,
1999-08-10,4.78,,
1999-08-11,4.78,,
1999-08-12,4.85,,
1999-08-13,4.64,,
1999-08-16,4.57,,
1999-08-17,4.78,,
1999-08-18,4.71,,
1999-08-19,4.5,,
1999-08-20,4.57,,
1999-08-23,4.43,,
1999-08-24,4.5,,
1999-08-25,4.35,,
1999-08-26,4.28,,
1999-08-27,4.43,,
1999-08-30,4.28,,
1999-08-31,4.35,,
1999-09-01,4.43,,
1999-09-02,4.43,,
1999-09-03,4.57,,
1999-09-07,4.57,,
1999-09-08,4.57,,
1999-09-09,4.5,,
1999-09-10,4.57,,
1999-09-13,4.5,,
1999-09-14,5.71,,
1999-09-15,5.92,,
1999-09-16,5.85,,
1999-09-17,5.78,,
1999-09-20,5.71,,
1999-09-21,5.71,,
1999-09-22,6.0,,
1999-09-23,5.85,,
1999-09-24,5.85,,
1999-09-27,5.64,,
1999-09-28,5.57,,
1999-09-29,5.64,,
1999-09-30,5.42,,
1999-10-01,5.5,,
1999-10-04,5.5,,
1999-10-05,5.64,,
1999-10-06,5.71,,
1999-10-07,5.71,,
1999-10-08,5.71,,
1999-10-11,5.71,,
1999-10-12,5.71,,
1999-10-13,5.64,,
1999-10-14,5.64,,
1999-10-15,5.57,,
1999-10-18,5.42,,
1999-10-19,5.28,,
1999-10-20,5.35,,
1999-10-21,5.28,,
1999-10-22,5.28,,
1999-10-25,5.28,,
1999-10-26,5.21,,
1999-10-27,5.14,,
1999-10-28,5.28,,
1999-10-29,5.57,,
1999-11-01,5.92,,
1999-11-02,5.85,,
1999-11-03,5.85,,
1999-11-04,5.78,,
1999-11-05,5.78,,
1999-11-08,5.85,,
1999-11-09,5.78,,
1999-11-10,5.78,,
1999-11-11,5.57,,
1999-11-12,5.5,,
1999-11-15,5.64,,
1999-11-16,5.28,,
1999-11-17,5.14,,
1999-11-18,5.14,,
1999-11-19,4.92,,
1999-11-22,4.78,,
1999-11-23,4.71,,
1999-11-24,4.71,,
1999-11-26,4.85,,
1999-11-29,5.14,,
1999-11-30,5.64,,
1999-12-01,5.42,,
1999-12-02,5.14,,
1999-12-03,4.78,,
1999-12-06,5.0,,
1999-12-07,4.85,,
1999-12-08,4.85,,
1999-12-09,4.92,,
1999-12-10,4.85,,
1999-12-13,4.85,,
1999-12-14,4.78,,
1999-12-15,4.57,,
1999-12-16,4.43,,
1999-12-17,4.5,,
1999-12-20,4.5,,
1999-12-21,4.28,,
1999-12-22,4.28,,
1999-12-23,4.28,,
1999-12-27,4.35,,
1999-12-28,4.28,,
1999-12-29,4.43,,
1999-12-30,4.28,,
1999-12-31,4.78,,
2000-01-03,4.57,,
2000-01-04,4.57,,
2000-01-05,4.5,,
2000-01-06,4.57,,
2000-01-07,4.5,,
2000-01-10,4.57,,
2000-01-11,4.5,,
2000-01-12,4.43,,
2000-01-13,4.5,,
2000-01-14,4.57,,
2000-01-18,4.64,,
2000-01-19,4.64,,
2000-01-20,4.57,,
2000-01-21,4.5,,
2000-01-24,4.21,,
2000-01-25,4.0,,
2000-01-26,4.0,,
2000-01-27,4.0,,
2000-01-28,3.93,,
2000-01-31,4.14,,
2000-02-01,4.21,,
2000-02-02,4.28,,
2000-02-03,4.21,,
2000-02-04,4.0,,
2000-02-07,4.21,,
2000-02-08,4.0,,
2000-02-09,4.0,,
2000-02-10,3.93,,
2000-02-11,3.71,,
2000-02-14,3.64,,
2000-02-15,3.64,,
2000-02-16,3.78,,
2000-02-17,3.78,,
2000-02-18,3.78,,
2000-02-22,3.78,,
2000-02-23,3.78,,
2000-02-24,3.78,,
2000-02-25,3.85,,
2000-02-28,3.93,,
2000-02-29,3.85,,
2000-03-01,3.78,,
2000-03-02,3.85,,
2000-03-03,4.07,,
2000-03-06,4.07,,
2000-03-07,4.0,,
2000-03-08,3.85,,
2000-03-09,3.71,,
2000-03-10,3.64,,
2000-03-13,3.85,,
2000-03-14,3.57,,
2000-03-15,3.21,,
2000-03-16,3.57,,
2000-03-17,3.35,,
2000-03-20,3.35,,
2000-03-21,3.93,,
2000-03-22,4.28,,
2000-03-23,3.71,,
2000-03-24,3.71,,
2000-03-27,3.64,,
2000-03-28,3.57,,
2000-03-29,3.64,,
2000-03-30,3.78,,
2000-03-31,3.78,,
2000-04-03,3.78,,
2000-04-04,3.93,,
2000-04-05,3.85,,
2000-04-06,3.93,,
2000-04-07,4.07,,
2000-04-10,4.21,,
2000-04-11,4.28,,
2000-04-12,4.43,,
2000-04-13,4.35,,
2000-04-14,4.07,,
2000-04-17,4.21,,
2000-04-18,4.28,,
2000-04-19,4.35,,
2000-04-20,4.35,,
2000-04-24,4.28,,
2000-04-25,4.43,,
2000-04-26,4.43,,
2000-04-27,4.43,,
2000-04-28,4.5,,
2000-05-01,4.71,,
2000-05-02,4.71,,
2000-05-03,4.71,,
2000-05-04,4.71,,
2000-05-05,4.64,,
2000-05-08,4.64,,
2000-05-09,4.43,,
2000-05-10,4.43,,
2000-05-11,4.43,,
2000-05-12,4.43,,
2000-05-15,4.5,,
2000-05-16,4.35,,
2000-05-17,4.28,,
2000-05-18,4.28,,
2000-05-19,4.14,,
2000-05-22,4.35,,
2000-05-23,4.28,,
2000-05-24,4.43,,
2000-05-25,4.35,,
2000-05-26,4.35,,
2000-05-30,4.43,,
2000-05-31,4.35,,
2000-06-01,4.35,,
2000-06-02,4.35,,
2000-06-05,4.43,,
2000-06-06,4.28,,
2000-06-07,4.21,,
2000-06-08,4.28,,
2000-06-09,4.35,,
2000-06-12,4.14,,
2000-06-13,3.85,,
2000-06-14,3.57,,
2000-06-15,3.85,,
2000-06-16,4.0,,
2000-06-19,4.0,,
2000-06-20,4.28,,
2000-06-21,4.35,,
2000-06-22,4.28,,
2000-06-23,4.21,,
2000-06-26,4.21,,
2000-06-27,4.21,,
2000-06-28,4.14,,
2000-06-29,4.35,,
2000-06-30,3.66,,
2000-07-03,4.07,,
2000-07-05,4.43,,
2000-07-06,4.28,,
2000-07-07,4.28,,
2000-07-10,4.14,,
2000-07-11,4.14,,
2000-07-12,4.21,,
2000-07-13,4.5,,
2000-07-14,4.14,,
2000-07-17,4.28,,
2000-07-18,4.57,,
2000-07-19,4.57,,
2000-07-20,4.78,,
2000-07-21,4.78,,
2000-07-24,4.85,,
2000-07-25,4.78,,
2000-07-26,5.07,,
2000-07-27,4.78,,
2000-07-28,4.85,,
2000-07-31,5.21,,
2000-08-01,6.07,,
2000-08-02,6.07,,
2000-08-03,6.0,,
2000-08-04,5.57,,
2000-08-07,5.35,,
2000-08-08,5.85,,
2000-08-09,5.85,,
2000-08-10,5.85,,
2000-08-11,5.71,,
2000-08-14,5.64,,
2000-08-15,5.64,,
2000-08-16,5.64,,
2000-08-17,5.64,,
2000-08-18,5.64,,
2000-08-21,5.57,,
2000-08-22,5.57,,
2000-08-23,5.57,,
2000-08-24,5.57,,
2000-08-25,5.5,,
2000-08-28,5.28,,
2000-08-29,5.14,,
2000-08-30,5.64,,
2000-08-31,5.64,,
2000-09-01,5.5,,
2000-09-05,5.71,,
2000-09-06,5.71,,
2000-09-07,6.0,,
2000-09-08,6.21,,
2000-09-11,6.49,,
2000-09-12,6.49,,
2000-09-13,6.42,,
2000-09-14,5.64,,
2000-09-15,5.64,,
2000-09-18,5.71,,
2000-09-19,5.78,,
2000-09-20,5.92,,
2000-09-21,5.71,,
2000-09-22,5.71,,
2000-09-25,5.71,,
2000-09-26,5.5,,
2000-09-27,5.5,,
2000-09-28,5.78,,
2000-09-29,5.71,,
2000-10-02,5.71,,
2000-10-03,5.57,,
2000-10-04,5.57,,
2000-10-05,5.57,,
2000-10-06,5.57,,
2000-10-09,5.57,,
2000-10-10,5.42,,
2000-10-11,5.42,,
2000-10-12,5.5,,
2000-10-13,5.78,,
2000-10-16,5.71,,
2000-10-17,5.64,,
2000-10-18,5.71,,
2000-10-19,5.64,,
2000-10-20,5.85,,
2000-10-23,5.85,,
2000-10-24,5.78,,
2000-10-25,5.71,,
2000-10-26,5.57,,
2000-10-27,5.71,,
2000-10-30,5.71,,
2000-10-31,5.71,,
2000-11-01,5.57,,
2000-11-02,5.35,,
2000-11-03,5.35,,
2000-11-06,5.21,,
2000-11-07,5.57,,
2000-11-08,5.78,,
2000-11-09,5.78,,
2000-11-10,5.71,,
2000-11-13,5.28,,
2000-11-14,5.28,,
2000-11-15,5.42,,
2000-11-16,5.28,,
2000-11-17,5.35,,
2000-11-20,5.28,,
2000-11-21,5.28,,
2000-11-22,5.28,,
2000-11-24,5.21,,
2000-11-27,5.14,,
2000-11-28,5.14,,
2000-11-29,5.14,,
2000-11-30,5.14,,
2000-12-01,5.14,,
2000-12-04,5.5,,
2000-12-05,5.71,,
2000-12-06,6.0,,
2000-12-07,5.85,,
2000-12-08,6.0,,
2000-12-11,6.49,,
2000-12-12,6.28,,
2000-12-13,6.14,,
2000-12-14,6.28,,
2000-12-15,6.07,,
2000-12-18,6.07,,
2000-12-19,6.07,,
2000-12-20,6.14,,
2000-12-21,6.07,,
2000-12-22,6.21,,
2000-12-26,6.0,,
2000-12-27,6.07,,
2000-12-28,6.07,,
2000-12-29,6.42,,
2001-01-02,6.71,,
2001-01-03,7.57,,
2001-01-04,7.21,,
2001-01-05,7.49,,
2001-01-08,7.42,,
2001-01-09,7.42,,
2001-01-10,7.49,,
2001-01-11,7.71,,
2001-01-12,7.78,,
2001-01-16,7.85,,
2001-01-17,7.78,,
2001-01-18,7.71,,
2001-01-19,7.64,,
2001-01-22,7.71,,
2001-01-23,8.14,,
2001-01-24,8.14,,
2001-01-25,8.14,,
2001-01-26,8.06,,
2001-01-29,8.13,,
2001-01-30,8.19,,
2001-01-31,8.11,,
2001-02-01,7.99,,
2001-02-02,8.01,,
2001-02-05,8.1,,
2001-02-06,8.31,,
2001-02-07,8.35,,
2001-02-08,8.85,,
2001-02-09,8.85,,
2001-02-12,8.87,,
2001-02-13,8.92,,
2001-02-14,8.94,,
2001-02-15,9.19,,
2001-02-16,9.34,,
2001-02-20,9.31,,
2001-02-21,9.19,,
2001-02-22,9.23,,
2001-02-23,9.36,,
2001-02-26,9.54,,
2001-02-27,9.54,,
2001-02-28,9.63,,
2001-03-01,9.6,,
2001-03-02,9.57,,
2001-03-05,9.75,,
2001-03-06,9.71,,
2001-03-07,9.59,,
2001-03-08,9.71,,
2001-03-09,9.65,,
2001-03-12,9.62,,
2001-03-13,9.63,,
2001-03-14,9.55,,
2001-03-15,9.64,,
2001-03-16,9.55,,
2001-03-19,9.62,,
2001-03-20,9.54,,
2001-03-21,9.52,,
2001-03-22,9.59,,
2001-03-23,9.59,,
2001-03-26,9.59,,
2001-03-27,9.65,,
2001-03-28,9.57,,
2001-03-29,9.55,,
2001-03-30,9.71,,
2001-04-02,9.89,,
2001-04-03,9.92,,
2001-04-04,10.05,,
2001-04-05,10.05,,
2001-04-06,9.93,,
2001-04-09,10.0,,
2001-04-10,10.06,,
2001-04-11,10.14,,
2001-04-12,10.22,,
2001-04-16,10.16,,
2001-04-17,10.19,,
2001-04-18,10.14,,
2001-04-19,10.2,,
2001-04-20,10.22,,
2001-04-23,10.39,,
2001-04-24,10.51,,
2001-04-25,10.51,,
2001-04-26,10.43,,
2001-04-27,10.37,,
2001-04-30,10.08,,
2001-05-01,10.28,,
2001-05-02,10.12,,
2001-05-03,10.12,,
2001-05-04,10.16,,
2001-05-07,10.16,,
2001-05-08,10.15,,
2001-05-09,10.17,,
2001-05-10,10.11,,
2001-05-11,10.19,,
2001-05-14,10.2,,
2001-05-15,10.21,,
2001-05-16,10.19,,
2001-05-17,10.21,,
2001-05-18,10.43,,
2001-05-21,10.51,,
2001-05-22,10.28,,
2001-05-23,10.28,,
2001-05-24,10.39,,
2001-05-25,10.3,,
2001-05-29,10.31,,
2001-05-30,10.29,,
2001-05-31,10.56,,
2001-06-01,10.62,,
2001-06-04,10.81,,
2001-06-05,10.89,,
2001-06-06,10.73,,
2001-06-07,11.02,,
2001-06-08,10.91,,
2001-06-11,10.88,,
2001-06-12,11.08,,
2001-06-13,11.03,,
2001-06-14,10.96,,
2001-06-15,10.99,,
2001-06-18,10.96,,
2001-06-19,11.02,,
2001-06-20,11.31,,
2001-06-21,11.48,,
2001-06-22,11.49,,
2001-06-25,11.53,,
2001-06-26,12.05,,
2001-06-27,12.25,,
2001-06-28,12.45,,
2001-06-29,12.5,,
2001-07-02,12.45,,
2001-07-03,12.39,,
2001-07-05,12.54,,
2001-07-06,12.45,,
2001-07-09,12.49,,
2001-07-10,11.98,,
2001-07-11,11.66,,
2001-07-12,11.74,,
2001-07-13,11.9,,
2001-07-16,11.99,,
2001-07-17,12.08,,
2001-07-18,12.16,,
2001-07-19,12.37,,
2001-07-20,12.38,,
2001-07-23,12.39,,
2001-07-24,12.52,,
2001-07-25,12.5,,
2001-07-26,12.45,,
2001-07-27,12.5,,
2001-07-30,12.48,,
2001-07-31,12.53,,
2001-08-01,12.5,,
2001-08-02,12.49,,
2001-08-03,12.48,,
2001-08-06,12.98,,
