date,WDC,dcf,Deviation
1979-08-22,1.25,,
1979-08-23,1.31,,
1979-08-24,1.31,,
1979-08-27,1.38,,
1979-08-28,1.38,,
1979-08-29,1.38,,
1979-08-30,1.44,,
1979-08-31,1.44,,
1979-09-04,1.38,,
1979-09-05,1.38,,
1979-09-06,1.44,,
1979-09-07,1.5,,
1979-09-10,1.44,,
1979-09-11,1.44,,
1979-09-12,1.63,,
1979-09-13,1.5,,
1979-09-14,1.5,,
1979-09-17,1.5,,
1979-09-18,1.5,,
1979-09-19,1.56,,
1979-09-20,1.63,,
1979-09-21,1.56,,
1979-09-24,1.44,,
1979-09-25,1.5,,
1979-09-26,1.56,,
1979-09-27,1.5,,
1979-09-28,1.38,,
1979-10-01,1.38,,
1979-10-02,1.38,,
1979-10-03,1.38,,
1979-10-04,1.38,,
1979-10-05,1.5,,
1979-10-08,1.44,,
1979-10-09,1.31,,
1979-10-10,1.19,,
1979-10-11,1.19,,
1979-10-12,1.19,,
1979-10-15,1.25,,
1979-10-16,1.25,,
1979-10-17,1.25,,
1979-10-18,1.25,,
1979-10-19,1.25,,
1979-10-22,1.25,,
1979-10-23,1.38,,
1979-10-24,1.38,,
1979-10-25,1.31,,
1979-10-26,1.31,,
1979-10-29,1.31,,
1979-10-30,1.38,,
1979-10-31,1.31,,
1979-11-01,1.5,,
1979-11-02,1.38,,
1979-11-05,1.38,,
1979-11-06,1.38,,
1979-11-07,1.38,,
1979-11-08,1.38,,
1979-11-09,1.38,,
1979-11-12,1.38,,
1979-11-13,1.44,,
1979-11-14,1.44,,
1979-11-15,1.44,,
1979-11-16,1.44,,
1979-11-19,1.44,,
1979-11-20,1.44,,
1979-11-21,1.38,,
1979-11-23,1.38,,
1979-11-26,1.44,,
1979-11-27,1.5,,
1979-11-28,1.44,,
1979-11-29,1.44,,
1979-11-30,1.38,,
1979-12-03,1.5,,
1979-12-04,1.5,,
1979-12-05,1.63,,
1979-12-06,1.69,,
1979-12-07,1.69,,
1979-12-10,1.56,,
1979-12-11,1.56,,
1979-12-12,1.56,,
1979-12-13,1.63,,
1979-12-14,1.63,,
1979-12-17,1.63,,
1979-12-18,1.5,,
1979-12-19,1.5,,
1979-12-20,1.44,,
1979-12-21,1.5,,
1979-12-24,1.5,,
1979-12-26,1.5,,
1979-12-27,1.44,,
1979-12-28,1.44,,
1979-12-31,1.5,,
1980-01-02,1.38,,
1980-01-03,1.38,,
1980-01-04,1.38,,
1980-01-07,1.56,,
1980-01-08,1.88,,
1980-01-09,1.88,,
1980-01-10,1.94,,
1980-01-11,1.94,,
1980-01-14,2.0,,
1980-01-15,2.06,,
1980-01-16,2.13,,
1980-01-17,2.56,,
1980-01-18,2.75,,
1980-01-21,2.88,,
1980-01-22,2.56,,
1980-01-23,2.63,,
1980-01-24,2.56,,
1980-01-25,2.56,,
1980-01-28,2.63,,
1980-01-29,2.63,,
1980-01-30,2.56,,
1980-01-31,2.5,,
1980-02-01,2.38,,
1980-02-04,2.38,,
1980-02-05,2.38,,
1980-02-06,2.44,,
1980-02-07,2.5,,
1980-02-08,2.44,,
1980-02-11,2.31,,
1980-02-12,2.31,,
1980-02-13,2.38,,
1980-02-14,2.31,,
1980-02-15,2.25,,
1980-02-19,2.19,,
1980-02-20,2.19,,
1980-02-21,2.13,,
1980-02-22,2.0,,
1980-02-25,2.0,,
1980-02-26,2.06,,
1980-02-27,2.13,,
1980-02-28,2.13,,
1980-02-29,2.19,,
1980-03-03,2.19,,
1980-03-04,2.19,,
1980-03-05,2.13,,
1980-03-06,2.0,,
1980-03-07,2.0,,
1980-03-10,1.94,,
1980-03-11,1.94,,
1980-03-12,2.06,,
1980-03-13,2.25,,
1980-03-14,2.31,,
1980-03-17,2.19,,
1980-03-18,2.19,,
1980-03-19,2.13,,
1980-03-20,2.19,,
1980-03-21,2.13,,
1980-03-24,2.0,,
1980-03-25,1.94,,
1980-03-26,1.94,,
1980-03-27,1.75,,
1980-03-28,1.94,,
1980-03-31,1.94,,
1980-04-01,1.88,,
1980-04-02,1.88,,
1980-04-03,2.0,,
1980-04-07,1.94,,
1980-04-08,1.88,,
1980-04-09,1.94,,
1980-04-10,2.0,,
1980-04-11,1.94,,
1980-04-14,1.94,,
1980-04-15,1.94,,
1980-04-16,1.88,,
1980-04-17,1.81,,
1980-04-18,1.88,,
1980-04-21,1.75,,
1980-04-22,1.81,,
1980-04-23,1.81,,
1980-04-24,1.81,,
1980-04-25,1.81,,
1980-04-28,1.88,,
1980-04-29,1.88,,
1980-04-30,1.88,,
1980-05-01,1.88,,
1980-05-02,1.88,,
1980-05-05,1.94,,
1980-05-06,1.81,,
1980-05-07,1.81,,
1980-05-08,1.81,,
1980-05-09,1.75,,
1980-05-12,1.75,,
1980-05-13,1.75,,
1980-05-14,1.75,,
1980-05-15,1.81,,
1980-05-16,1.88,,
1980-05-19,2.0,,
1980-05-20,2.0,,
1980-05-21,1.94,,
1980-05-22,2.13,,
1980-05-23,2.19,,
1980-05-27,2.19,,
1980-05-28,2.31,,
1980-05-29,2.25,,
1980-05-30,2.19,,
1980-06-02,2.19,,
1980-06-03,2.13,,
1980-06-04,2.06,,
1980-06-05,2.06,,
1980-06-06,2.06,,
1980-06-09,2.0,,
1980-06-10,2.0,,
1980-06-11,2.0,,
1980-06-12,2.06,,
1980-06-13,2.0,,
1980-06-16,2.0,,
1980-06-17,2.0,,
1980-06-18,1.94,,
1980-06-19,1.94,,
1980-06-20,1.88,,
1980-06-23,1.94,,
1980-06-24,1.88,,
1980-06-25,2.0,,
1980-06-26,2.0,,
1980-06-27,2.13,,
1980-06-30,2.13,,
1980-07-01,2.0,,
1980-07-02,2.0,,
1980-07-03,2.19,,
1980-07-07,2.25,,
1980-07-08,2.19,,
1980-07-09,2.25,,
1980-07-10,2.38,,
1980-07-11,2.5,,
1980-07-14,2.63,,
1980-07-15,2.63,,
1980-07-16,2.63,,
1980-07-17,2.69,,
1980-07-18,2.81,,
1980-07-21,2.94,,
1980-07-22,2.94,,
1980-07-23,2.94,,
1980-07-24,2.75,,
1980-07-25,2.81,,
1980-07-28,2.81,,
1980-07-29,2.94,,
1980-07-30,3.0,,
1980-07-31,2.94,,
1980-08-01,3.0,,
1980-08-04,3.0,,
1980-08-05,3.06,,
1980-08-06,3.25,,
1980-08-07,3.38,,
1980-08-08,3.63,,
1980-08-11,3.63,,
1980-08-12,3.44,,
1980-08-13,3.81,,
1980-08-14,3.94,,
1980-08-15,3.94,,
1980-08-18,4.56,,
1980-08-19,4.19,,
1980-08-20,4.5,,
1980-08-21,4.69,,
1980-08-22,4.75,,
1980-08-25,4.75,,
1980-08-26,4.81,,
1980-08-27,4.75,,
1980-08-28,4.75,,
1980-08-29,4.75,,
1980-09-02,4.75,,
1980-09-03,4.88,,
1980-09-04,5.25,,
1980-09-05,5.44,,
1980-09-08,5.5,,
1980-09-09,5.5,,
1980-09-10,5.88,,
1980-09-11,6.13,,
1980-09-12,6.38,,
1980-09-15,6.38,,
1980-09-16,6.0,,
1980-09-17,6.25,,
1980-09-18,6.44,,
1980-09-19,7.19,,
1980-09-22,6.94,,
1980-09-23,6.5,,
1980-09-24,6.38,,
1980-09-25,6.19,,
1980-09-26,5.75,,
1980-09-29,5.25,,
1980-09-30,5.69,,
1980-10-01,5.81,,
1980-10-02,5.81,,
1980-10-03,6.44,,
1980-10-06,6.81,,
1980-10-07,6.63,,
1980-10-08,6.75,,
1980-10-09,6.81,,
1980-10-10,6.88,,
1980-10-13,6.88,,
1980-10-14,6.88,,
1980-10-15,7.06,,
1980-10-16,6.88,,
1980-10-17,6.75,,
1980-10-20,6.69,,
1980-10-21,6.38,,
1980-10-22,6.75,,
1980-10-23,6.88,,
1980-10-24,7.31,,
1980-10-27,6.69,,
1980-10-28,6.63,,
1980-10-29,6.25,,
1980-10-30,6.0,,
1980-10-31,6.0,,
1980-11-03,6.13,,
1980-11-05,6.31,,
1980-11-06,6.25,,
1980-11-07,6.25,,
1980-11-10,6.13,,
1980-11-11,6.38,,
1980-11-12,6.56,,
1980-11-13,6.81,,
1980-11-14,6.94,,
1980-11-17,6.81,,
1980-11-18,6.75,,
1980-11-19,6.56,,
1980-11-20,6.63,,
1980-11-21,6.44,,
1980-11-24,6.31,,
1980-11-25,6.38,,
1980-11-26,6.31,,
1980-11-28,6.31,,
1980-12-01,5.94,,
1980-12-02,5.94,,
1980-12-03,6.0,,
1980-12-04,5.94,,
1980-12-05,5.94,,
1980-12-08,5.81,,
1980-12-09,5.63,,
1980-12-10,5.38,,
1980-12-11,5.13,,
1980-12-12,5.25,,
1980-12-15,5.38,,
1980-12-16,5.38,,
1980-12-17,5.56,,
1980-12-18,5.63,,
1980-12-19,5.5,,
1980-12-22,5.06,,
1980-12-23,4.88,,
1980-12-24,4.88,,
1980-12-26,5.0,,
1980-12-29,5.0,,
1980-12-30,4.69,,
1980-12-31,4.94,,
1981-01-02,5.44,,
1981-01-05,5.88,,
1981-01-06,5.88,,
1981-01-07,5.44,,
1981-01-08,5.25,,
1981-01-09,5.38,,
1981-01-12,5.38,,
1981-01-13,5.44,,
1981-01-14,5.63,,
1981-01-15,6.06,,
1981-01-16,5.94,,
1981-01-19,5.94,,
1981-01-20,5.81,,
1981-01-21,5.75,,
1981-01-22,5.81,,
1981-01-23,6.0,,
1981-01-26,5.88,,
1981-01-27,5.69,,
1981-01-28,5.56,,
1981-01-29,5.44,,
1981-01-30,5.06,,
1981-02-02,4.75,,
1981-02-03,5.0,,
1981-02-04,5.25,,
1981-02-05,5.13,,
1981-02-06,5.25,,
1981-02-09,5.0,,
1981-02-10,5.06,,
1981-02-11,4.94,,
1981-02-12,4.88,,
1981-02-13,4.81,,
1981-02-17,4.81,,
1981-02-18,5.0,,
1981-02-19,4.88,,
1981-02-20,4.88,,
1981-02-23,4.94,,
1981-02-24,5.06,,
1981-02-25,4.75,,
1981-02-26,4.56,,
1981-02-27,4.63,,
1981-03-02,4.44,,
1981-03-03,4.63,,
1981-03-04,4.81,,
1981-03-05,5.0,,
1981-03-06,5.06,,
1981-03-09,5.0,,
1981-03-10,4.88,,
1981-03-11,4.75,,
1981-03-12,5.06,,
1981-03-13,5.0,,
1981-03-16,5.06,,
1981-03-17,5.0,,
1981-03-18,5.0,,
1981-03-19,4.88,,
1981-03-20,4.75,,
1981-03-23,4.69,,
1981-03-24,4.81,,
1981-03-25,4.94,,
1981-03-26,4.94,,
1981-03-27,4.94,,
1981-03-30,4.94,,
1981-03-31,5.31,,
1981-04-01,5.75,,
1981-04-02,6.06,,
1981-04-03,6.06,,
1981-04-06,5.88,,
1981-04-07,6.0,,
1981-04-08,6.06,,
1981-04-09,6.31,,
1981-04-10,6.63,,
1981-04-13,6.69,,
1981-04-14,6.25,,
1981-04-15,6.25,,
1981-04-16,6.25,,
1981-04-20,6.25,,
1981-04-21,6.25,,
1981-04-22,5.94,,
1981-04-23,5.75,,
1981-04-24,5.63,,
1981-04-27,5.63,,
1981-04-28,5.44,,
1981-04-29,5.25,,
1981-04-30,5.38,,
1981-05-01,5.5,,
1981-05-04,5.63,,
1981-05-05,5.56,,
1981-05-06,5.5,,
1981-05-07,5.5,,
1981-05-08,5.31,,
1981-05-11,5.06,,
1981-05-12,5.13,,
1981-05-13,5.13,,
1981-05-14,5.19,,
1981-05-15,5.25,,
1981-05-18,5.5,,
1981-05-19,5.5,,
1981-05-20,5.75,,
1981-05-21,5.75,,
1981-05-22,5.75,,
1981-05-26,5.69,,
1981-05-27,5.69,,
1981-05-28,5.63,,
1981-05-29,5.63,,
1981-06-01,5.63,,
1981-06-02,5.75,,
1981-06-03,5.81,,
1981-06-04,6.0,,
1981-06-05,6.69,,
1981-06-08,6.69,,
1981-06-09,6.44,,
1981-06-10,6.31,,
1981-06-11,6.31,,
1981-06-12,6.13,,
1981-06-15,6.19,,
1981-06-16,5.69,,
1981-06-17,5.75,,
1981-06-18,5.69,,
1981-06-19,5.75,,
1981-06-22,5.5,,
1981-06-23,5.44,,
1981-06-24,5.63,,
1981-06-25,5.63,,
1981-06-26,5.63,,
1981-06-29,5.5,,
1981-06-30,5.19,,
1981-07-01,5.13,,
1981-07-02,5.13,,
1981-07-06,4.75,,
1981-07-07,4.69,,
1981-07-08,4.75,,
1981-07-09,5.06,,
1981-07-10,4.94,,
1981-07-13,4.88,,
1981-07-14,4.75,,
1981-07-15,4.81,,
1981-07-16,4.88,,
1981-07-17,4.88,,
1981-07-20,4.75,,
1981-07-21,4.75,,
1981-07-22,4.75,,
1981-07-23,4.75,,
1981-07-24,4.81,,
1981-07-27,4.75,,
1981-07-28,4.75,,
1981-07-29,4.69,,
1981-07-30,4.63,,
1981-07-31,4.63,,
1981-08-03,4.5,,
1981-08-04,4.5,,
1981-08-05,4.5,,
1981-08-06,4.38,,
1981-08-07,4.31,,
1981-08-10,4.31,,
1981-08-11,4.38,,
1981-08-12,4.38,,
1981-08-13,4.56,,
1981-08-14,4.56,,
1981-08-17,4.5,,
1981-08-18,4.31,,
1981-08-19,4.38,,
1981-08-20,4.63,,
1981-08-21,4.63,,
1981-08-24,4.44,,
1981-08-25,4.31,,
1981-08-26,4.13,,
1981-08-27,3.81,,
1981-08-28,3.88,,
1981-08-31,3.94,,
1981-09-01,4.0,,
1981-09-02,4.0,,
1981-09-03,3.75,,
1981-09-04,3.69,,
1981-09-08,3.56,,
1981-09-09,3.5,,
1981-09-10,3.5,,
1981-09-11,3.63,,
1981-09-14,3.63,,
1981-09-15,3.56,,
1981-09-16,3.44,,
1981-09-17,3.44,,
1981-09-18,3.44,,
1981-09-21,3.38,,
1981-09-22,3.19,,
1981-09-23,3.06,,
1981-09-24,3.44,,
1981-09-25,3.56,,
1981-09-28,3.69,,
1981-09-29,3.81,,
1981-09-30,4.13,,
1981-10-01,4.44,,
1981-10-02,4.31,,
1981-10-05,4.19,,
1981-10-06,4.19,,
1981-10-07,4.31,,
1981-10-08,4.44,,
1981-10-09,4.19,,
1981-10-12,4.13,,
1981-10-13,4.31,,
1981-10-14,4.31,,
1981-10-15,4.31,,
1981-10-16,4.19,,
1981-10-19,4.25,,
1981-10-20,4.44,,
1981-10-21,4.63,,
1981-10-22,4.5,,
1981-10-23,4.31,,
1981-10-26,4.25,,
1981-10-27,4.31,,
1981-10-28,4.19,,
1981-10-29,4.19,,
1981-10-30,4.13,,
1981-11-02,4.19,,
1981-11-03,4.19,,
1981-11-04,4.19,,
1981-11-05,3.94,,
1981-11-06,3.88,,
1981-11-09,3.88,,
1981-11-10,3.88,,
1981-11-11,3.88,,
1981-11-12,3.88,,
1981-11-13,3.88,,
1981-11-16,3.88,,
1981-11-17,4.0,,
1981-11-18,4.13,,
1981-11-19,4.06,,
1981-11-20,4.0,,
1981-11-23,3.88,,
1981-11-24,3.81,,
1981-11-25,3.69,,
1981-11-27,3.69,,
1981-11-30,3.63,,
1981-12-01,3.63,,
1981-12-02,3.69,,
1981-12-03,3.94,,
1981-12-04,4.0,,
1981-12-07,3.81,,
1981-12-08,3.63,,
1981-12-09,3.63,,
1981-12-10,3.63,,
1981-12-11,3.63,,
1981-12-14,3.5,,
1981-12-15,3.5,,
1981-12-16,3.5,,
1981-12-17,3.5,,
1981-12-18,3.63,,
1981-12-21,3.63,,
1981-12-22,3.5,,
1981-12-23,3.5,,
1981-12-24,3.5,,
1981-12-28,3.44,,
1981-12-29,3.25,,
1981-12-30,3.31,,
1981-12-31,3.31,,
1982-01-04,3.31,,
1982-01-05,3.38,,
1982-01-06,3.63,,
1982-01-07,3.56,,
1982-01-08,3.81,,
1982-01-11,3.63,,
1982-01-12,3.56,,
1982-01-13,3.56,,
1982-01-14,3.56,,
1982-01-15,3.63,,
1982-01-18,3.63,,
1982-01-19,3.44,,
1982-01-20,3.44,,
1982-01-21,3.44,,
1982-01-22,3.63,,
1982-01-25,3.63,,
1982-01-26,3.56,,
1982-01-27,3.69,,
1982-01-28,3.88,,
1982-01-29,3.88,,
1982-02-01,3.81,,
1982-02-02,3.81,,
1982-02-03,3.88,,
1982-02-04,4.13,,
1982-02-05,4.19,,
1982-02-08,3.94,,
1982-02-09,3.81,,
1982-02-10,3.81,,
1982-02-11,3.88,,
1982-02-12,4.0,,
1982-02-16,4.0,,
1982-02-17,4.0,,
1982-02-18,4.06,,
1982-02-19,4.06,,
1982-02-22,3.75,,
1982-02-23,3.69,,
1982-02-24,3.88,,
1982-02-25,3.88,,
1982-02-26,3.88,,
1982-03-01,3.94,,
1982-03-02,4.13,,
1982-03-03,4.13,,
1982-03-04,4.06,,
1982-03-05,3.88,,
1982-03-08,3.94,,
1982-03-09,3.88,,
1982-03-10,3.81,,
1982-03-11,3.88,,
1982-03-12,3.81,,
1982-03-15,3.88,,
1982-03-16,3.88,,
1982-03-17,3.88,,
1982-03-18,3.88,,
1982-03-19,4.06,,
1982-03-22,4.19,,
1982-03-23,4.19,,
1982-03-24,3.5,,
1982-03-25,3.44,,
1982-03-26,3.38,,
1982-03-29,3.38,,
1982-03-30,3.31,,
1982-03-31,3.38,,
1982-04-01,3.38,,
1982-04-02,3.44,,
1982-04-05,3.44,,
1982-04-06,3.38,,
1982-04-07,3.56,,
1982-04-08,3.5,,
1982-04-12,3.38,,
1982-04-13,3.44,,
1982-04-14,3.44,,
1982-04-15,3.5,,
1982-04-16,3.63,,
1982-04-19,3.75,,
1982-04-20,3.63,,
1982-04-21,3.63,,
1982-04-22,3.69,,
1982-04-23,3.63,,
1982-04-26,3.38,,
1982-04-27,3.06,,
1982-04-28,3.0,,
1982-04-29,2.75,,
1982-04-30,2.88,,
1982-05-03,3.19,,
1982-05-04,3.25,,
1982-05-05,3.25,,
1982-05-06,3.19,,
1982-05-07,3.19,,
1982-05-10,3.06,,
1982-05-11,2.94,,
1982-05-12,2.94,,
1982-05-13,2.88,,
1982-05-14,2.88,,
1982-05-17,2.69,,
1982-05-18,2.75,,
1982-05-19,2.75,,
1982-05-20,2.75,,
1982-05-21,2.69,,
1982-05-24,2.69,,
1982-05-25,2.69,,
1982-05-26,2.75,,
1982-05-27,2.94,,
1982-05-28,3.0,,
1982-06-01,3.19,,
1982-06-02,3.19,,
1982-06-03,3.19,,
1982-06-04,3.19,,
1982-06-07,3.13,,
1982-06-08,3.13,,
1982-06-09,3.0,,
1982-06-10,2.94,,
1982-06-11,3.0,,
1982-06-14,2.69,,
1982-06-15,2.56,,
1982-06-16,2.69,,
1982-06-17,2.56,,
1982-06-18,2.5,,
1982-06-21,2.5,,
1982-06-22,2.69,,
1982-06-23,2.81,,
1982-06-24,2.75,,
1982-06-25,2.75,,
1982-06-28,2.75,,
1982-06-29,2.75,,
1982-06-30,2.75,,
1982-07-01,2.69,,
1982-07-02,2.63,,
1982-07-06,2.5,,
1982-07-07,2.5,,
1982-07-08,2.5,,
1982-07-09,2.5,,
1982-07-12,2.5,,
1982-07-13,2.5,,
1982-07-14,2.5,,
1982-07-15,2.5,,
1982-07-16,2.5,,
1982-07-19,2.31,,
1982-07-20,2.13,,
1982-07-21,2.13,,
1982-07-22,2.13,,
1982-07-23,2.06,,
1982-07-26,2.0,,
1982-07-27,2.0,,
1982-07-28,2.0,,
1982-07-29,2.0,,
1982-07-30,2.0,,
1982-08-02,1.88,,
1982-08-03,2.19,,
1982-08-04,2.38,,
1982-08-05,2.31,,
1982-08-06,2.13,,
1982-08-09,2.0,,
1982-08-10,2.06,,
1982-08-11,2.06,,
1982-08-12,2.0,,
1982-08-13,2.0,,
1982-08-16,2.0,,
1982-08-17,2.0,,
1982-08-18,2.0,,
1982-08-19,1.94,,
1982-08-20,1.88,,
1982-08-23,2.0,,
1982-08-24,2.0,,
1982-08-25,2.06,,
1982-08-26,2.38,,
1982-08-27,2.31,,
1982-08-30,2.25,,
1982-08-31,2.31,,
1982-09-01,2.13,,
1982-09-02,2.25,,
1982-09-03,2.06,,
1982-09-07,1.88,,
1982-09-08,2.06,,
1982-09-09,2.31,,
1982-09-10,2.31,,
1982-09-13,2.31,,
1982-09-14,2.38,,
1982-09-15,2.25,,
1982-09-16,2.19,,
1982-09-17,2.19,,
1982-09-20,2.06,,
1982-09-21,2.0,,
1982-09-22,1.94,,
1982-09-23,1.88,,
1982-09-24,1.88,,
1982-09-27,1.75,,
1982-09-28,1.81,,
1982-09-29,1.88,,
1982-09-30,1.88,,
1982-10-01,1.88,,
1982-10-04,1.88,,
1982-10-05,1.94,,
1982-10-06,1.94,,
1982-10-07,1.94,,
1982-10-08,1.94,,
1982-10-11,1.94,,
1982-10-12,1.81,,
1982-10-13,2.06,,
1982-10-14,2.0,,
1982-10-15,2.06,,
1982-10-18,2.38,,
1982-10-19,2.31,,
1982-10-20,2.5,,
1982-10-21,2.44,,
1982-10-22,2.38,,
1982-10-25,2.31,,
1982-10-26,2.31,,
1982-10-27,2.38,,
1982-10-28,2.25,,
1982-10-29,2.31,,
1982-11-01,2.25,,
1982-11-02,2.31,,
1982-11-03,2.38,,
1982-11-04,2.63,,
1982-11-05,2.81,,
1982-11-08,2.81,,
1982-11-09,3.0,,
1982-11-10,3.06,,
1982-11-11,3.0,,
1982-11-12,3.06,,
1982-11-15,3.0,,
1982-11-16,2.69,,
1982-11-17,2.75,,
1982-11-18,2.63,,
1982-11-19,2.44,,
1982-11-22,2.38,,
1982-11-23,2.44,,
1982-11-24,2.5,,
1982-11-26,2.5,,
1982-11-29,2.44,,
1982-11-30,2.5,,
1982-12-01,2.56,,
1982-12-02,2.56,,
1982-12-03,2.5,,
1982-12-06,2.44,,
1982-12-07,2.31,,
1982-12-08,2.19,,
1982-12-09,2.13,,
1982-12-10,2.06,,
1982-12-13,2.0,,
1982-12-14,1.94,,
1982-12-15,1.88,,
1982-12-16,1.88,,
1982-12-17,2.13,,
1982-12-20,2.13,,
1982-12-21,2.19,,
1982-12-22,2.44,,
1982-12-23,2.38,,
1982-12-27,2.5,,
1982-12-28,2.38,,
1982-12-29,2.38,,
1982-12-30,2.38,,
1982-12-31,2.31,,
1983-01-03,2.38,,
1983-01-04,2.56,,
1983-01-05,2.63,,
1983-01-06,2.88,,
1983-01-07,3.19,,
1983-01-10,3.25,,
1983-01-11,3.25,,
1983-01-12,3.44,,
1983-01-13,3.44,,
1983-01-14,3.5,,
1983-01-17,3.56,,
1983-01-18,3.69,,
1983-01-19,3.63,,
1983-01-20,3.56,,
1983-01-21,3.44,,
1983-01-24,3.19,,
1983-01-25,3.38,,
1983-01-26,3.75,,
1983-01-27,3.94,,
1983-01-28,3.94,,
